#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
火腿		<span class="tone3">huǒ</span> <span class="tone3">tuǐ</span>	<ol><li>ham</li></ol>	个|個(<span class="tone4">gè</span>)		
火灾	火災	<span class="tone3">huǒ</span> <span class="tone1">zāi</span>	<ol><li>serious fire (in a city or a forest etc)</li></ol>			
或是		<span class="tone4">huò</span> <span class="tone4">shì</span>	<ol><li>or</li><li>either one or the other</li></ol>			
机器人	機器人	<span class="tone1">jī</span> <span class="tone4">qì</span> <span class="tone2">rén</span>	<ol><li>robot; android</li></ol>			
机制	機制	<span class="tone1">jī</span> <span class="tone4">zhì</span>	<ol><li>mechanism</li></ol>			
机制	機製	<span class="tone1">jī</span> <span class="tone4">zhì</span>	<ol><li>machine-processed; machine-made</li></ol>			
肌肉		<span class="tone1">jī</span> <span class="tone4">ròu</span>	<ol><li>muscle</li><li>flesh</li></ol>			
基地		<span class="tone1">jī</span> <span class="tone4">dì</span>	<ol><li>base (of operations)</li><li>industrial or military base</li><li>al-Qaeda</li></ol>			
基金		<span class="tone1">jī</span> <span class="tone1">jīn</span>	<ol><li>fund</li></ol>			
即使		<span class="tone2">jí</span> <span class="tone3">shǐ</span>	<ol><li>even if; even though</li></ol>			
集团	集團	<span class="tone2">jí</span> <span class="tone2">tuán</span>	<ol><li>group</li><li>bloc</li><li>corporation</li><li>conglomerate</li></ol>			
挤	擠	<span class="tone3">jǐ</span>	<ol><li>to crowd in</li><li>to cram in</li><li>to force others aside</li><li>to press</li><li>to squeeze</li><li>to find (time in one's busy schedule)</li></ol>			<span class="nobr">几</span> <span class="nobr">给</span>
记忆	記憶	<span class="tone4">jì</span> <span class="tone4">yì</span>	<ol><li>to remember</li><li>to recall</li><li>memory</li></ol>	个|個(<span class="tone4">gè</span>)		
技能		<span class="tone4">jì</span> <span class="tone2">néng</span>	<ol><li>technical ability</li><li>skill</li></ol>			
继承	繼承	<span class="tone4">jì</span> <span class="tone2">chéng</span>	<ol><li>to inherit</li><li>to succeed to (the throne etc)</li><li>to carry on (a tradition etc)</li></ol>			
加热	加熱	<span class="tone1">jiā</span> <span class="tone4">rè</span>	<ol><li>to heat</li></ol>			
加上		<span class="tone1">jiā</span> <span class="tone4">shàng</span>	<ol><li>plus</li><li>to put in</li><li>to add</li><li>to add on</li><li>to add into</li><li>in addition</li><li>on top of that</li></ol>			
加速		<span class="tone1">jiā</span> <span class="tone4">sù</span>	<ol><li>to speed up</li><li>to expedite</li></ol>			
加以		<span class="tone1">jiā</span> <span class="tone3">yǐ</span>	<ol><li>in addition</li><li>moreover</li><li>(used before a disyllabic verb to indicate that the action of the verb is applied to sth or sb previously mentioned)</li><li>to apply (restrictions etc) to (sb)</li><li>to give (support, consideration etc) to (sth)</li></ol>			
夹	夾	<span class="tone1">jiā</span>	<ol><li>to press from either side</li><li>to place in between</li><li>to sandwich</li><li>to carry sth under armpit</li><li>wedged between</li><li>between</li><li>to intersperse</li><li>to mix</li><li>to mingle</li><li>clip</li><li>folder</li></ol>		<span class="tone2">jiá</span>	<span class="nobr">加</span> <span class="nobr">家</span>
夹	夾	<span class="tone2">jiá</span>	<ol><li>double-layered</li><li>lined (garment)</li></ol>			
夹	夾	<span class="tone4">jià</span>	<ol><li>Taiwan pr. used in 夾生｜夹生 and 夾竹桃｜夹竹桃</li></ol>			<span class="nobr">假</span> <span class="nobr">架</span>
甲		<span class="tone3">jiǎ</span>	<ol><li>first of the ten Heavenly Stems 十天干</li><li>(used for an unspecified person or thing)</li><li>first (in a list, as a party to a contract etc)</li><li>letter "A" or roman "I" in list "A, B, C", or "I, II, III" etc</li><li>armor plating</li><li>shell or carapace</li><li>(of the fingers or toes) nail</li><li>bladed leather or metal armor (old)</li><li>ranking system used in the Imperial examinations (old)</li><li>civil administration unit in the baojia 保甲 system (old)</li><li>ancient Chinese compass point: 75°</li></ol>			<span class="nobr">假</span>
价	價	<span class="tone4">jià</span>	<ol><li>price</li><li>value</li><li>(chemistry) valence</li></ol>			<span class="nobr">假</span> <span class="nobr">夹</span> <span class="nobr">架</span>
价	價	<span class="tone5">jie</span>	<ol><li>great</li><li>good</li><li>middleman</li><li>servant</li></ol>			
驾驶	駕駛	<span class="tone4">jià</span> <span class="tone3">shǐ</span>	<ol><li>to pilot (ship, airplane etc)</li><li>to drive</li></ol>			
驾照	駕照	<span class="tone4">jià</span> <span class="tone4">zhào</span>	<ol><li>driver's license</li></ol>			
坚定	堅定	<span class="tone1">jiān</span> <span class="tone4">dìng</span>	<ol><li>firm</li><li>steady</li><li>staunch</li><li>resolute</li></ol>			
肩		<span class="tone1">jiān</span>	<ol><li>shoulder</li><li>to shoulder (responsibilities etc)</li></ol>			<span class="nobr">浅</span> <span class="nobr">间</span>
艰苦	艱苦	<span class="tone1">jiān</span> <span class="tone3">kǔ</span>	<ol><li>difficult</li><li>hard</li><li>arduous</li></ol>			
艰难	艱難	<span class="tone1">jiān</span> <span class="tone2">nán</span>	<ol><li>difficult</li><li>hard</li><li>challenging</li></ol>			
检验	檢驗	<span class="tone3">jiǎn</span> <span class="tone4">yàn</span>	<ol><li>to inspect</li><li>to examine</li><li>to test</li></ol>			
减轻	減輕	<span class="tone3">jiǎn</span> <span class="tone1">qīng</span>	<ol><li>to lighten</li><li>to ease</li><li>to alleviate</li></ol>			
剪		<span class="tone3">jiǎn</span>	<ol><li>scissors</li><li>shears</li><li>clippers</li><li>to cut with scissors</li><li>to trim</li><li>to wipe out or exterminate</li></ol>	把(<span class="tone3">bǎ</span>)		<span class="nobr">减</span>
剪		<span class="tone3">Jiǎn</span>	<ol><li>surname Jian</li></ol>			
剪刀		<span class="tone3">jiǎn</span> <span class="tone1">dāo</span>	<ol><li>scissors</li></ol>	把(<span class="tone3">bǎ</span>)		
剪子		<span class="tone3">jiǎn</span> <span class="tone5">zi</span>	<ol><li>clippers</li><li>scissors</li><li>shears</li></ol>	把(<span class="tone3">bǎ</span>)		
间接	間接	<span class="tone4">jiàn</span> <span class="tone1">jiē</span>	<ol><li>indirect</li></ol>			
建造		<span class="tone4">jiàn</span> <span class="tone4">zào</span>	<ol><li>to construct; to build</li></ol>			
建筑	建築	<span class="tone4">jiàn</span> <span class="tone4">zhù</span>	<ol><li>to construct</li><li>building</li></ol>	个|個(<span class="tone4">gè</span>)		
健全		<span class="tone4">jiàn</span> <span class="tone2">quán</span>	<ol><li>robust</li><li>sound</li></ol>			
键	鍵	<span class="tone4">jiàn</span>	<ol><li>key (on a piano or computer keyboard)</li><li>button (on a mouse or other device)</li><li>chemical bond</li><li>linchpin</li></ol>			<span class="nobr">件</span> <span class="nobr">建</span> <span class="nobr">见</span> <span class="nobr">间</span>
键盘	鍵盤	<span class="tone4">jiàn</span> <span class="tone2">pán</span>	<ol><li>keyboard</li></ol>			
将	將	<span class="tone1">jiāng</span>	<ol><li>will</li><li>shall</li><li>to use</li><li>to take</li><li>to checkmate</li><li>just a short while ago</li><li>(introduces object of main verb, used in the same way as 把)</li></ol>			<span class="nobr">江</span>
将	將	<span class="tone4">jiàng</span>	<ol><li>(bound form) a general</li><li>(literary) to command; to lead</li><li>(Chinese chess) general (on the black side, equivalent to a king in Western chess)</li></ol>			<span class="nobr">强</span> <span class="nobr">降</span>
将	將	<span class="tone1">qiāng</span>	<ol><li>to desire</li><li>to invite</li><li>to request</li></ol>			
将要	將要	<span class="tone1">jiāng</span> <span class="tone4">yào</span>	<ol><li>will</li><li>shall</li><li>to be going to</li></ol>			
奖励	獎勵	<span class="tone3">jiǎng</span> <span class="tone4">lì</span>	<ol><li>to reward</li><li>reward (as encouragement)</li></ol>			
交代		<span class="tone1">jiāo</span> <span class="tone4">dài</span>	<ol><li>to transfer (duties to sb else)</li><li>to give instructions; to tell (sb to do sth)</li><li>to explain; to give an account; to brief</li><li>to confess; to account for oneself</li><li>(jocular) to come to a bad end</li></ol>			
郊区	郊區	<span class="tone1">Jiāo</span> <span class="tone1">Qū</span>	<ol><li>Jiaoqu, a district of Tongling City 銅陵市｜铜陵市, Anhui</li></ol>			
郊区	郊區	<span class="tone1">jiāoqū</span>	<ol><li>suburban district; outskirts; suburbs</li></ol>			
胶带	膠帶	<span class="tone1">jiāo</span> <span class="tone4">dài</span>	<ol><li>adhesive tape</li><li>magnetic tape</li></ol>			<span class="nobr">交代</span>
胶水	膠水	<span class="tone1">jiāo</span> <span class="tone3">shuǐ</span>	<ol><li>glue</li></ol>			
脚步	腳步	<span class="tone3">jiǎo</span> <span class="tone4">bù</span>	<ol><li>footstep</li><li>step</li></ol>			
接触	接觸	<span class="tone1">jiē</span> <span class="tone4">chù</span>	<ol><li>to touch</li><li>to contact</li><li>access</li><li>in touch with</li></ol>			
接连	接連	<span class="tone1">jiē</span> <span class="tone2">lián</span>	<ol><li>on end</li><li>in a row</li><li>in succession</li></ol>			
解除		<span class="tone3">jiě</span> <span class="tone2">chú</span>	<ol><li>to remove</li><li>to sack</li><li>to get rid of</li><li>to relieve (sb of their duties)</li><li>to free</li><li>to lift (an embargo)</li><li>to rescind (an agreement)</li></ol>			
解放		<span class="tone3">jiě</span> <span class="tone4">fàng</span>	<ol><li>to liberate</li><li>to emancipate</li><li>liberation</li><li>refers to the Communists' victory over the Nationalists in 1949</li></ol>	次(<span class="tone4">cì</span>)		
戒		<span class="tone4">jiè</span>	<ol><li>to guard against</li><li>to exhort</li><li>to admonish or warn</li><li>to give up or stop doing sth</li><li>Buddhist monastic discipline</li><li>ring (for a finger)</li></ol>			<span class="nobr">借</span>
届	屆	<span class="tone4">jiè</span>	<ol><li>to arrive at (place or time)</li><li>period</li><li>to become due</li><li>classifier for events, meetings, elections, sporting fixtures, years (of graduation)</li></ol>			<span class="nobr">借</span> <span class="nobr">戒</span>
今日		<span class="tone1">jīn</span> <span class="tone4">rì</span>	<ol><li>today</li></ol>			
尽管	儘管	<span class="tone3">jǐn</span> <span class="tone3">guǎn</span>	<ol><li>despite</li><li>although</li><li>even though</li><li>in spite of</li><li>unhesitatingly</li><li>do not hesitate (to ask, complain etc)</li><li>(go ahead and do it) without hesitating</li></ol>			
紧紧	緊緊	<span class="tone3">jǐn</span> <span class="tone3">jǐn</span>	<ol><li>closely</li><li>tightly</li></ol>			<span class="nobr">仅仅</span>
尽可能	盡可能	<span class="tone4">jìn</span> <span class="tone3">kě</span> <span class="tone2">néng</span>	<ol><li>see 儘可能｜尽可能</li></ol>			
尽可能	儘可能	<span class="tone3">jǐn</span> <span class="tone3">kě</span> <span class="tone2">néng</span>	<ol><li>as far as possible; to the best of one's ability</li></ol>			
进化	進化	<span class="tone4">jìn</span> <span class="tone4">huà</span>	<ol><li>evolution</li></ol>	个|個(<span class="tone4">gè</span>)		
近来	近來	<span class="tone4">jìn</span> <span class="tone2">lái</span>	<ol><li>recently</li><li>lately</li></ol>			<span class="nobr">进来</span>
经费	經費	<span class="tone1">jīng</span> <span class="tone4">fèi</span>	<ol><li>funds</li><li>expenditure</li></ol>	笔|筆(<span class="tone3">bǐ</span>)		
景象		<span class="tone3">jǐng</span> <span class="tone4">xiàng</span>	<ol><li>scene</li><li>sight (to behold)</li></ol>			
警告		<span class="tone3">jǐng</span> <span class="tone4">gào</span>	<ol><li>to warn</li><li>to admonish</li></ol>			
竞赛	競賽	<span class="tone4">jìng</span> <span class="tone4">sài</span>	<ol><li>to compete; to race</li><li>contest; competition; match; race</li></ol>			
竞争	競爭	<span class="tone4">jìng</span> <span class="tone1">zhēng</span>	<ol><li>to compete</li><li>competition</li></ol>			
酒鬼		<span class="tone3">jiǔ</span> <span class="tone3">guǐ</span>	<ol><li>drunkard</li></ol>			
救灾	救災	<span class="tone4">jiù</span> <span class="tone1">zāi</span>	<ol><li>to relieve disaster</li><li>to help disaster victims</li></ol>			
居然		<span class="tone1">jū</span> <span class="tone2">rán</span>	<ol><li>unexpectedly</li><li>to one's surprise</li><li>go so far as to</li></ol>			
局面		<span class="tone2">jú</span> <span class="tone4">miàn</span>	<ol><li>aspect</li><li>phase</li><li>situation</li></ol>			
局长	局長	<span class="tone2">jú</span> <span class="tone3">zhǎng</span>	<ol><li>bureau chief</li></ol>	位(<span class="tone4">wèi</span>), 个|個(<span class="tone4">gè</span>)		
举动	舉動	<span class="tone3">jǔ</span> <span class="tone4">dòng</span>	<ol><li>act</li><li>action</li><li>activity</li><li>move</li><li>movement</li></ol>			
拒绝	拒絕	<span class="tone4">jù</span> <span class="tone2">jué</span>	<ol><li>to refuse; to decline; to reject</li></ol>			
俱乐部	俱樂部	<span class="tone4">jù</span> <span class="tone4">lè</span> <span class="tone4">bù</span>	<ol><li>club (the organisation or its premises) (loanword)</li></ol>	个|個(<span class="tone4">gè</span>)		
剧本	劇本	<span class="tone4">jù</span> <span class="tone3">běn</span>	<ol><li>script for play, opera, movie etc</li><li>screenplay</li><li>scenario</li></ol>			
决不	決不	<span class="tone2">jué</span> <span class="tone4">bù</span>	<ol><li>not at all</li><li>simply (can) not</li></ol>			
绝望	絕望	<span class="tone2">jué</span> <span class="tone4">wàng</span>	<ol><li>to despair</li><li>to give up all hope</li><li>desperate</li><li>desperation</li></ol>			
军人	軍人	<span class="tone1">jūn</span> <span class="tone2">rén</span>	<ol><li>serviceman</li><li>soldier</li><li>military personnel</li></ol>			
开幕	開幕	<span class="tone1">kāi</span> <span class="tone4">mù</span>	<ol><li>to open (a conference)</li><li>to inaugurate</li></ol>			
开幕式	開幕式	<span class="tone1">kāi</span> <span class="tone4">mù</span> <span class="tone4">shì</span>	<ol><li>opening ceremony</li></ol>			
看成		<span class="tone4">kàn</span> <span class="tone2">chéng</span>	<ol><li>to regard as</li></ol>			
看出		<span class="tone4">kàn</span> <span class="tone1">chū</span>	<ol><li>to make out</li><li>to see</li></ol>			
看待		<span class="tone4">kàn</span> <span class="tone4">dài</span>	<ol><li>to look upon; to regard</li></ol>			
考核		<span class="tone3">kǎo</span> <span class="tone2">hé</span>	<ol><li>to examine</li><li>to check up on</li><li>to assess</li><li>to review</li><li>appraisal</li><li>review</li><li>evaluation</li></ol>			
烤肉		<span class="tone3">kǎo</span> <span class="tone4">ròu</span>	<ol><li>barbecue (lit. roast meat)</li></ol>			
烤鸭	烤鴨	<span class="tone3">kǎo</span> <span class="tone1">yā</span>	<ol><li>roast duck</li></ol>			
靠近		<span class="tone4">kào</span> <span class="tone4">jìn</span>	<ol><li>to be close to</li><li>to approach; to draw near</li></ol>			
颗	顆	<span class="tone1">kē</span>	<ol><li>classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc</li></ol>			<span class="nobr">棵</span> <span class="nobr">科</span>
咳		<span class="tone2">ké</span>	<ol><li>cough</li></ol>			
咳		<span class="tone1">hāi</span>	<ol><li>sound of sighing</li><li>(interjection expressing surprise, sorrow, regret, disappointment etc) oh</li><li>damn</li><li>wow</li></ol>			
可		<span class="tone3">kě</span>	<ol><li>(prefix) can; may; able to; -able</li><li>to approve; to permit</li><li>to suit</li><li>(particle used for emphasis) certainly; very</li></ol>			<span class="nobr">渴</span>
可		<span class="tone4">kè</span>	<ol><li>used in 可汗</li></ol>			<span class="nobr">克</span> <span class="nobr">刻</span> <span class="nobr">课</span>
可怜	可憐	<span class="tone3">kě</span> <span class="tone2">lián</span>	<ol><li>pitiful</li><li>pathetic</li><li>to have pity on</li></ol>			
可惜		<span class="tone3">kě</span> <span class="tone1">xī</span>	<ol><li>it is a pity</li><li>what a pity</li><li>unfortunately</li></ol>			
渴望		<span class="tone3">kě</span> <span class="tone4">wàng</span>	<ol><li>to thirst for</li><li>to long for</li></ol>			
客户	客戶	<span class="tone4">kè</span> <span class="tone4">hù</span>	<ol><li>client</li><li>customer</li></ol>			
客气	客氣	<span class="tone4">kè</span> <span class="tone5">qi</span>	<ol><li>polite</li><li>courteous</li><li>formal</li><li>modest</li></ol>			
客厅	客廳	<span class="tone4">kè</span> <span class="tone1">tīng</span>	<ol><li>drawing room (room for arriving guests)</li><li>living room</li></ol>	间|間(<span class="tone1">jiān</span>)		
课题	課題	<span class="tone4">kè</span> <span class="tone2">tí</span>	<ol><li>task</li><li>problem</li><li>issue</li></ol>			
肯定		<span class="tone3">kěndìng</span>	<ol><li>to be certain; to be positive</li><li>assuredly; definitely</li><li>to give recognition; to affirm</li><li>affirmative (answer)</li></ol>			
空中		<span class="tone1">kōng</span> <span class="tone1">zhōng</span>	<ol><li>in the sky</li><li>in the air</li></ol>			
控制		<span class="tone4">kòng</span> <span class="tone4">zhì</span>	<ol><li>to control</li></ol>			
口号	口號	<span class="tone3">kǒu</span> <span class="tone4">hào</span>	<ol><li>slogan</li><li>catchphrase</li></ol>	个|個(<span class="tone4">gè</span>)		
库	庫	<span class="tone4">kù</span>	<ol><li>warehouse</li><li>storehouse</li><li>(file) library</li></ol>			
快活		<span class="tone4">kuài</span> <span class="tone5">huo</span>	<ol><li>happy</li><li>cheerful</li></ol>			
宽度	寬度	<span class="tone1">kuān</span> <span class="tone4">dù</span>	<ol><li>width</li></ol>			
狂		<span class="tone2">kuáng</span>	<ol><li>mad</li><li>wild</li><li>violent</li></ol>			
亏	虧	<span class="tone1">kuī</span>	<ol><li>to lose (money); to have a deficit</li><li>to be deficient</li><li>to treat unfairly</li><li>luckily; fortunately; thanks to</li><li>(used to introduce an ironic remark about sb who has fallen short of expectations)</li></ol>			
困扰	困擾	<span class="tone4">kùn</span> <span class="tone3">rǎo</span>	<ol><li>to perplex</li><li>to disturb</li><li>to cause complications</li></ol>			
来信	來信	<span class="tone2">lái</span> <span class="tone4">xìn</span>	<ol><li>incoming letter</li><li>to send us a letter</li></ol>			
烂	爛	<span class="tone4">làn</span>	<ol><li>soft; mushy</li><li>well-cooked and soft</li><li>to rot; to decompose</li><li>rotten</li><li>worn out</li><li>chaotic; messy</li><li>utterly; thoroughly</li><li>crappy; bad</li></ol>			
朗读	朗讀	<span class="tone3">lǎng</span> <span class="tone2">dú</span>	<ol><li>to read aloud</li></ol>			
浪漫		<span class="tone4">làng</span> <span class="tone4">màn</span>	<ol><li>romantic</li></ol>			
劳动	勞動	<span class="tone2">láo</span> <span class="tone4">dòng</span>	<ol><li>work</li><li>toil</li><li>physical labor</li></ol>	次(<span class="tone4">cì</span>)		
梨		<span class="tone2">lí</span>	<ol><li>pear</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">离</span>
礼	禮	<span class="tone3">lǐ</span>	<ol><li>gift</li><li>rite</li><li>ceremony</li><li>propriety</li><li>etiquette</li><li>courtesy</li></ol>	份(<span class="tone4">fèn</span>)		<span class="nobr">里</span>
礼	禮	<span class="tone3">Lǐ</span>	<ol><li>surname Li</li></ol>			<span class="nobr">里</span>
礼拜	禮拜	<span class="tone3">lǐ</span> <span class="tone4">bài</span>	<ol><li>to attend a religious service</li><li>(coll.) week</li><li>(coll.) Sunday</li></ol>			
礼貌	禮貌	<span class="tone3">lǐ</span> <span class="tone4">mào</span>	<ol><li>courtesy; politeness; manners</li><li>courteous; polite</li></ol>			
厉害	厲害	<span class="tone4">lì</span> <span class="tone5">hai</span>	<ol><li>(used to describe sb or sth that makes a very strong impression, whether favorable or unfavorable) terrible; intense; severe; devastating; amazing; awesome; outstanding</li><li>(of a person) stern; strict; harsh; shrewd; tough</li><li>(of an animal) fierce</li><li>(of a resemblance) striking</li><li>(of liquor or chili pepper) strong</li><li>(of bacteria) virulent</li></ol>			
立		<span class="tone4">lì</span>	<ol><li>to stand</li><li>to set up</li><li>to establish</li><li>to lay down</li><li>to draw up</li><li>at once</li><li>immediately</li></ol>			<span class="nobr">力</span>
立		<span class="tone4">Lì</span>	<ol><li>surname Li</li></ol>			<span class="nobr">力</span>
立场	立場	<span class="tone4">lì</span> <span class="tone3">chǎng</span>	<ol><li>position</li><li>standpoint</li></ol>	个|個(<span class="tone4">gè</span>)		
利润	利潤	<span class="tone4">lì</span> <span class="tone4">rùn</span>	<ol><li>profits</li></ol>			
例外		<span class="tone4">lì</span> <span class="tone4">wài</span>	<ol><li>exception</li><li>to be an exception</li></ol>			
连接	連接	<span class="tone2">lián</span> <span class="tone1">jiē</span>	<ol><li>to link; to join; to connect</li></ol>			
联络	聯絡	<span class="tone2">lián</span> <span class="tone4">luò</span>	<ol><li>to get in touch with</li><li>to contact</li><li>to stay in contact (with)</li><li>liaison</li><li>(math.) connection</li></ol>			
联想	聯想	<span class="tone2">lián</span> <span class="tone3">xiǎng</span>	<ol><li>to associate (cognitively)</li><li>to make an associative connection</li><li>mental association</li><li>word prediction and auto-complete functions of input method editing programs</li></ol>			
联想	聯想	<span class="tone2">Lián</span> <span class="tone3">xiǎng</span>	<ol><li>Lenovo</li></ol>			
脸盆	臉盆	<span class="tone3">liǎn</span> <span class="tone2">pén</span>	<ol><li>washbowl</li><li>basin for washing hands and face</li></ol>	个|個(<span class="tone4">gè</span>)		
脸色	臉色	<span class="tone3">liǎn</span> <span class="tone4">sè</span>	<ol><li>complexion</li><li>look</li></ol>			
恋爱	戀愛	<span class="tone4">liàn</span> <span class="tone4">ài</span>	<ol><li>(romantic) love</li><li>in love</li><li>to have an affair</li></ol>	个|個(<span class="tone4">gè</span>), 场|場(<span class="tone3">chǎng</span>)		
两岸	兩岸	<span class="tone3">liǎng</span> <span class="tone4">àn</span>	<ol><li>bilateral</li><li>both shores</li><li>both sides</li><li>both coasts</li><li>Taiwan and mainland</li></ol>			
邻居	鄰居	<span class="tone2">lín</span> <span class="tone1">jū</span>	<ol><li>neighbor</li><li>next door</li></ol>	个|個(<span class="tone4">gè</span>)		
铃	鈴	<span class="tone2">líng</span>	<ol><li>(small) bell</li></ol>	只|隻(<span class="tone1">zhī</span>)		<span class="nobr">〇</span> <span class="nobr">零</span>
铃声	鈴聲	<span class="tone2">líng</span> <span class="tone1">shēng</span>	<ol><li>ring</li><li>ringtone</li><li>bell stroke</li><li>tintinnabulation</li></ol>			
领带	領帶	<span class="tone3">lǐng</span> <span class="tone4">dài</span>	<ol><li>necktie</li></ol>	条|條(<span class="tone2">tiáo</span>)		
令		<span class="tone4">lìng</span>	<ol><li>to order</li><li>to command</li><li>an order</li><li>warrant</li><li>writ</li><li>to cause</li><li>to make sth happen</li><li>virtuous</li><li>honorific title</li><li>season</li><li>government position (old)</li><li>type of short song or poem</li></ol>			
令		<span class="tone2">líng</span>	<ol><li>used in 脊令</li><li>used in 令狐 (Taiwan pr. [ling4])</li></ol>			<span class="nobr">〇</span> <span class="nobr">铃</span> <span class="nobr">零</span>
令		<span class="tone3">lǐng</span>	<ol><li>classifier for a ream of paper</li></ol>			<span class="nobr">领</span>
流动	流動	<span class="tone2">liú</span> <span class="tone4">dòng</span>	<ol><li>to flow</li><li>to circulate</li><li>to go from place to place</li><li>to be mobile</li><li>(of assets) liquid</li></ol>			
流通		<span class="tone2">liú</span> <span class="tone1">tōng</span>	<ol><li>to circulate; to distribute</li><li>circulation; distribution</li></ol>			
漏		<span class="tone4">lòu</span>	<ol><li>to leak</li><li>to divulge</li><li>to leave out by mistake</li><li>waterclock or hourglass (old)</li></ol>			
漏洞		<span class="tone4">lòu</span> <span class="tone4">dòng</span>	<ol><li>leak</li><li>hole</li><li>gap</li><li>loophole</li></ol>			
逻辑	邏輯	<span class="tone2">luó</span> <span class="tone5">ji</span>	<ol><li>logic (loanword)</li></ol>			
落实	落實	<span class="tone4">luò</span> <span class="tone2">shí</span>	<ol><li>practical</li><li>workable</li><li>to implement</li><li>to carry out</li><li>to decide</li></ol>			
码头	碼頭	<span class="tone3">mǎ</span> <span class="tone2">tóu</span>	<ol><li>dock</li><li>pier</li><li>wharf</li></ol>	个|個(<span class="tone4">gè</span>)		
骂	罵	<span class="tone4">mà</span>	<ol><li>to scold</li><li>to abuse</li><li>to curse</li></ol>	通(<span class="tone4">tòng</span>), 顿|頓(<span class="tone4">dùn</span>)		
买卖	買賣	<span class="tone3">mǎi</span> <span class="tone4">mài</span>	<ol><li>buying and selling</li><li>business</li><li>business transactions</li></ol>	桩|樁(<span class="tone1">zhuāng</span>), 次(<span class="tone4">cì</span>)		
漫长	漫長	<span class="tone4">màn</span> <span class="tone2">cháng</span>	<ol><li>very long</li><li>endless</li></ol>			
漫画	漫畫	<span class="tone4">màn</span> <span class="tone4">huà</span>	<ol><li>caricature</li><li>cartoon</li><li>Japanese manga</li></ol>			
毛笔	毛筆	<span class="tone2">máo</span> <span class="tone3">bǐ</span>	<ol><li>writing brush</li></ol>	枝(<span class="tone1">zhī</span>), 管(<span class="tone3">guǎn</span>)		
矛盾		<span class="tone2">máo</span> <span class="tone4">dùn</span>	<ol><li>contradiction</li><li>conflicting views</li><li>contradictory</li></ol>	个|個(<span class="tone4">gè</span>)		
冒		<span class="tone4">mào</span>	<ol><li>to emit; to give off; to send out (or up, forth)</li><li>to brave; to face</li><li>(bound form) reckless</li><li>to falsely adopt (sb's identity etc); to feign</li><li>(literary) to cover</li></ol>			
冒	冐	<span class="tone4">mào</span>	<ol><li>old variant of 冒</li></ol>			
冒		<span class="tone4">Mào</span>	<ol><li>surname Mao</li></ol>			
贸易	貿易	<span class="tone4">mào</span> <span class="tone4">yì</span>	<ol><li>(commercial) trade</li></ol>	个|個(<span class="tone4">gè</span>)		
煤		<span class="tone2">méi</span>	<ol><li>coal</li></ol>	块|塊(<span class="tone4">kuài</span>)		<span class="nobr">没</span>
煤气	煤氣	<span class="tone2">méi</span> <span class="tone4">qì</span>	<ol><li>coal gas</li><li>gas (fuel)</li></ol>			
门诊	門診	<span class="tone2">mén</span> <span class="tone3">zhěn</span>	<ol><li>outpatient service</li></ol>			
迷人		<span class="tone2">mí</span> <span class="tone2">rén</span>	<ol><li>fascinating</li><li>enchanting</li><li>charming</li><li>tempting</li></ol>			
迷信		<span class="tone2">mí</span> <span class="tone4">xìn</span>	<ol><li>superstition</li><li>to have a superstitious belief (in sth)</li></ol>			
面貌		<span class="tone4">miàn</span> <span class="tone4">mào</span>	<ol><li>face; features</li><li>appearance; look</li></ol>	个|個(<span class="tone4">gè</span>)		
面子		<span class="tone4">miàn</span> <span class="tone5">zi</span>	<ol><li>outer surface; the outside of sth</li><li>social prestige; face</li></ol>			
面子	麵子	<span class="tone4">miàn</span> <span class="tone5">zi</span>	<ol><li>(medicinal) powder</li></ol>			
秒		<span class="tone3">miǎo</span>	<ol><li>second (unit of time)</li><li>arc second (angular measurement unit)</li><li>(coll.) instantly</li></ol>			
敏感		<span class="tone3">mǐn</span> <span class="tone3">gǎn</span>	<ol><li>sensitive</li><li>susceptible</li></ol>			
明亮		<span class="tone2">míng</span> <span class="tone4">liàng</span>	<ol><li>bright</li><li>shining</li><li>glittering</li><li>to become clear</li></ol>			
明明		<span class="tone2">míng</span> <span class="tone2">míng</span>	<ol><li>obviously</li><li>plainly</li><li>undoubtedly</li><li>definitely</li></ol>			
命令		<span class="tone4">mìng</span> <span class="tone4">lìng</span>	<ol><li>order</li><li>command</li></ol>	道(<span class="tone4">dào</span>), 个|個(<span class="tone4">gè</span>)		
模范	模範	<span class="tone2">mó</span> <span class="tone4">fàn</span>	<ol><li>model</li><li>fine example</li></ol>			
模仿		<span class="tone2">mó</span> <span class="tone3">fǎng</span>	<ol><li>to imitate</li><li>to copy</li><li>to emulate</li><li>to mimic</li><li>model</li></ol>			
模糊		<span class="tone2">mó</span> <span class="tone5">hu</span>	<ol><li>vague</li><li>indistinct</li><li>fuzzy</li></ol>			
模式		<span class="tone2">mó</span> <span class="tone4">shì</span>	<ol><li>mode</li><li>method</li><li>pattern</li></ol>			
摩擦		<span class="tone2">mó</span> <span class="tone1">cā</span>	<ol><li>friction</li><li>rubbing</li><li>chafing</li><li>fig. disharmony</li><li>conflict</li><li>also written 磨擦</li></ol>			
