#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
那		<span class="tone4">nà</span>	<ol><li>(specifier) that; the; those (colloquial pr. [nei4])</li><li>(pronoun) that (referring to persons, things or situations)</li><li>then (in that case)</li></ol>			
那		<span class="tone1">Nā</span>	<ol><li>surname Na</li></ol>			
那		<span class="tone2">Nuó</span>	<ol><li>surname Nuo</li></ol>			
那		<span class="tone2">nuó</span>	<ol><li>(archaic) many</li><li>beautiful</li><li>how</li><li>old variant of 挪</li></ol>			
那边	那邊	<span class="tone4">nà</span> <span class="tone5">bian</span>	<ol><li>over there</li><li>yonder</li></ol>			
那里	那裏	<span class="tone4">nà</span> <span class="tone5">li</span>	<ol><li>there; that place</li></ol>			
那里	那裡	<span class="tone4">nà</span> <span class="tone5">li</span>	<ol><li>there; that place</li></ol>			
那儿	那兒	<span class="tone4">nàr</span>	<ol><li>there</li></ol>			
那些		<span class="tone4">nà</span> <span class="tone1">xiē</span>	<ol><li>those</li></ol>			
奶		<span class="tone3">nǎi</span>	<ol><li>breast</li><li>milk</li><li>to breastfeed</li></ol>			
奶	嬭	<span class="tone3">nǎi</span>	<ol><li>mother</li></ol>			
奶奶		<span class="tone3">nǎi</span> <span class="tone5">nai</span>	<ol><li>(informal) grandma (paternal grandmother)</li><li>(respectful) mistress of the house</li><li>(coll.) boobies</li><li>breasts</li></ol>	位(<span class="tone4">wèi</span>)		
男		<span class="tone2">nán</span>	<ol><li>male</li><li>Baron, lowest of five orders of nobility 五等爵位</li></ol>			
男孩儿	男孩兒	<span class="tone2">nán</span> <span class="tone2">háir</span>	<ol><li>erhua variant of 男孩</li></ol>			
男朋友		<span class="tone2">nán</span> <span class="tone2">péng</span> <span class="tone5">you</span>	<ol><li>boyfriend</li></ol>			
男人		<span class="tone2">nán</span> <span class="tone2">rén</span>	<ol><li>a man</li><li>a male</li><li>men</li></ol>	个|個(<span class="tone4">gè</span>)		
男生		<span class="tone2">nán</span> <span class="tone1">shēng</span>	<ol><li>schoolboy</li><li>male student</li><li>boy</li><li>guy (young adult male)</li></ol>			
南		<span class="tone2">nán</span>	<ol><li>south</li></ol>			<span class="nobr">男</span>
南		<span class="tone2">Nán</span>	<ol><li>surname Nan</li></ol>			
南边	南邊	<span class="tone2">nán</span> <span class="tone5">bian</span>	<ol><li>south</li><li>south side</li><li>southern part</li><li>to the south of</li></ol>			
难	難	<span class="tone2">nán</span>	<ol><li>difficult (to...)</li><li>problem</li><li>difficulty</li><li>difficult</li><li>not good</li></ol>			<span class="nobr">南</span> <span class="nobr">男</span>
难	難	<span class="tone4">nàn</span>	<ol><li>disaster</li><li>distress</li><li>to scold</li></ol>			
呢		<span class="tone5">ne</span>	<ol><li>particle indicating that a previously asked question is to be applied to the preceding word ("What about ...?", "And ...?")</li><li>particle for inquiring about location ("Where is ...?")</li><li>particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board ("ok?", "are you with me?")</li><li>(at the end of a declarative sentence) particle indicating continuation of a state or action</li><li>particle indicating strong affirmation</li></ol>			
呢		<span class="tone2">ní</span>	<ol><li>woolen material</li></ol>			<span class="nobr">泥</span>
能		<span class="tone2">néng</span>	<ol><li>can</li><li>to be able to</li><li>might possibly</li><li>ability</li><li>(physics) energy</li></ol>			
能		<span class="tone2">Néng</span>	<ol><li>surname Neng</li></ol>			
你		<span class="tone3">nǐ</span>	<ol><li>you (informal, as opposed to courteous 您)</li></ol>			<span class="nobr">拟</span>
你	妳	<span class="tone3">nǐ</span>	<ol><li>you (Note: In Taiwan, 妳 is used to address females, but in mainland China, it is not commonly used. Instead, 你 is used to address both males and females.)</li></ol>			<span class="nobr">拟</span>
你们	你們	<span class="tone3">nǐ</span> <span class="tone5">men</span>	<ol><li>you (plural)</li></ol>			
年		<span class="tone2">nián</span>	<ol><li>year</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">黏</span>
年	秊	<span class="tone2">nián</span>	<ol><li>grain</li><li>harvest (old)</li></ol>			<span class="nobr">黏</span>
年		<span class="tone2">Nián</span>	<ol><li>surname Nian</li></ol>			
您		<span class="tone2">nín</span>	<ol><li>you (courteous, as opposed to informal 你)</li></ol>			
牛奶		<span class="tone2">niú</span> <span class="tone3">nǎi</span>	<ol><li>cow's milk</li></ol>	瓶(<span class="tone2">píng</span>), 杯(<span class="tone1">bēi</span>)		
女		<span class="tone3">nǚ</span>	<ol><li>female</li><li>woman</li><li>daughter</li></ol>			
女		<span class="tone3">rǔ</span>	<ol><li>archaic variant of 汝</li></ol>			
女儿	女兒	<span class="tone3">nǚ</span> <span class="tone2">ér</span>	<ol><li>daughter</li></ol>			
女孩儿	女孩兒	<span class="tone3">nǚ</span> <span class="tone2">háir</span>	<ol><li>erhua variant of 女孩</li></ol>			
女朋友		<span class="tone3">nǚ</span> <span class="tone2">péng</span> <span class="tone5">you</span>	<ol><li>girlfriend</li></ol>			
女人		<span class="tone3">nǚ</span> <span class="tone2">rén</span>	<ol><li>woman</li></ol>			
女人		<span class="tone3">nǚ</span> <span class="tone5">ren</span>	<ol><li>wife</li></ol>			
女生		<span class="tone3">nǚ</span> <span class="tone1">shēng</span>	<ol><li>schoolgirl</li><li>female student</li><li>girl</li></ol>			
旁边	旁邊	<span class="tone2">páng</span> <span class="tone1">biān</span>	<ol><li>side; adjacent place</li></ol>			
跑		<span class="tone3">pǎo</span>	<ol><li>to run</li><li>to run away</li><li>to escape</li><li>to run around (on errands etc)</li><li>(of a gas or liquid) to leak or evaporate</li><li>(verb complement) away</li><li>off</li></ol>			
跑		<span class="tone2">páo</span>	<ol><li>(of an animal) to paw (the ground)</li></ol>			<span class="nobr">刨</span> <span class="nobr">炮</span>
朋友		<span class="tone2">péng</span> <span class="tone5">you</span>	<ol><li>friend</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>)		
票		<span class="tone4">piào</span>	<ol><li>ticket</li><li>ballot</li><li>banknote</li><li>person held for ransom</li><li>amateur performance of Chinese opera</li><li>classifier for groups, batches, business transactions</li></ol>	张|張(<span class="tone1">zhāng</span>)		<span class="nobr">漂</span>
七		<span class="tone1">qī</span>	<ol><li>seven</li><li>7</li></ol>			<span class="nobr">期</span> <span class="nobr">沏</span> <span class="nobr">漆</span>
起		<span class="tone3">qǐ</span>	<ol><li>to rise</li><li>to raise</li><li>to get up</li><li>to set out</li><li>to start</li><li>to appear</li><li>to launch</li><li>to initiate (action)</li><li>to draft</li><li>to establish</li><li>to get (from a depot or counter)</li><li>verb suffix, to start</li><li>starting from (a time, place, price etc)</li><li>classifier for occurrences or unpredictable events: case, instance</li><li>classifier for groups: batch, group</li></ol>			
起床		<span class="tone3">qǐ</span> <span class="tone2">chuáng</span>	<ol><li>to get out of bed; to get up</li></ol>			
起来	起來	<span class="tone3">qǐ</span> <span class="tone5">lai</span>	<ol><li>to stand up; to get up</li><li>also pr. [qi3 lai2]</li></ol>			
起来	起來	<span class="tone5">qi</span> <span class="tone5">lai</span>	<ol><li>(after a verb) indicating the beginning and continuation of an action or a state</li><li>indicating an upward movement (e.g. after 站)</li><li>indicating completion</li><li>(after a perception verb, e.g. 看) expressing preliminary judgment</li><li>also pr. [qi3 lai5]</li></ol>			
汽车	汽車	<span class="tone4">qì</span> <span class="tone1">chē</span>	<ol><li>car</li><li>automobile</li><li>bus</li></ol>	辆|輛(<span class="tone4">liàng</span>)		
前		<span class="tone2">qián</span>	<ol><li>front</li><li>forward</li><li>ahead</li><li>first</li><li>top (followed by a number)</li><li>future</li><li>ago</li><li>before</li><li>BC (e.g. 前293年)</li><li>former</li><li>formerly</li></ol>			
前边	前邊	<span class="tone2">qián</span> <span class="tone5">bian</span>	<ol><li>front</li><li>the front side</li><li>in front of</li></ol>			
前天		<span class="tone2">qián</span> <span class="tone1">tiān</span>	<ol><li>the day before yesterday</li></ol>			
钱	錢	<span class="tone2">qián</span>	<ol><li>coin</li><li>money</li><li>unit of weight, one tenth of a tael 兩｜两</li></ol>	笔|筆(<span class="tone3">bǐ</span>)		<span class="nobr">前</span>
钱	錢	<span class="tone2">Qián</span>	<ol><li>surname Qian</li></ol>			
钱包	錢包	<span class="tone2">qián</span> <span class="tone1">bāo</span>	<ol><li>purse</li><li>wallet</li></ol>			
请	請	<span class="tone3">qǐng</span>	<ol><li>to ask</li><li>to invite</li><li>please (do sth)</li><li>to treat (to a meal etc)</li><li>to request</li></ol>			
请假	請假	<span class="tone3">qǐng</span> <span class="tone4">jià</span>	<ol><li>to request leave of absence</li></ol>			
请进	請進	<span class="tone3">qǐng</span> <span class="tone4">jìn</span>	<ol><li>"please come in"</li></ol>			
请问	請問	<span class="tone3">qǐng</span> <span class="tone4">wèn</span>	<ol><li>Excuse me, may I ask...?</li></ol>			
请坐	請坐	<span class="tone3">qǐng</span> <span class="tone4">zuò</span>	<ol><li>please, have a seat</li></ol>			
球		<span class="tone2">qiú</span>	<ol><li>ball</li><li>sphere</li><li>globe</li><li>ball game</li><li>match</li></ol>	个|個(<span class="tone4">gè</span>), 场|場(<span class="tone3">chǎng</span>)		<span class="nobr">仇</span> <span class="nobr">求</span>
去		<span class="tone4">qù</span>	<ol><li>to go</li><li>to go to (a place)</li><li>(of a time etc) last</li><li>just passed</li><li>to send</li><li>to remove</li><li>to get rid of</li><li>to reduce</li><li>to be apart from in space or time</li><li>to die (euphemism)</li><li>to play (a part)</li><li>(when used either before or after a verb) to go in order to do sth</li><li>(after a verb of motion indicates movement away from the speaker)</li><li>(used after certain verbs to indicate detachment or separation)</li></ol>			
去年		<span class="tone4">qù</span> <span class="tone2">nián</span>	<ol><li>last year</li></ol>			
热	熱	<span class="tone4">rè</span>	<ol><li>to warm up</li><li>to heat up</li><li>hot (of weather)</li><li>heat</li><li>fervent</li></ol>			
人		<span class="tone2">rén</span>	<ol><li>person; people</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>)		
认识	認識	<span class="tone4">rèn</span> <span class="tone5">shi</span>	<ol><li>to know</li><li>to recognize</li><li>to be familiar with</li><li>to get acquainted with sb</li><li>knowledge</li><li>understanding</li><li>awareness</li><li>cognition</li></ol>			
认真	認真	<span class="tone4">rèn</span> <span class="tone1">zhēn</span>	<ol><li>conscientious</li><li>earnest</li><li>serious</li><li>to take seriously</li><li>to take to heart</li></ol>			
日		<span class="tone4">rì</span>	<ol><li>sun</li><li>day</li><li>date, day of the month</li></ol>			
日期		<span class="tone4">rì</span> <span class="tone1">qī</span>	<ol><li>date</li></ol>	个|個(<span class="tone4">gè</span>)		
肉		<span class="tone4">ròu</span>	<ol><li>meat</li><li>flesh</li><li>pulp (of a fruit)</li><li>(coll.) (of a fruit) squashy</li><li>(of a person) flabby</li><li>irresolute</li><li>Kangxi radical 130</li></ol>			
三		<span class="tone1">sān</span>	<ol><li>three</li><li>3</li></ol>			
三		<span class="tone1">Sān</span>	<ol><li>surname San</li></ol>			
山		<span class="tone1">shān</span>	<ol><li>mountain; hill (CL:座)</li><li>(coll.) small bundle of straw for silkworms to spin cocoons on</li></ol>			<span class="nobr">删</span> <span class="nobr">扇</span>
山		<span class="tone1">Shān</span>	<ol><li>surname Shan</li></ol>			
商场	商場	<span class="tone1">shāng</span> <span class="tone3">chǎng</span>	<ol><li>shopping mall</li><li>shopping center</li><li>department store</li><li>emporium</li><li>the business world</li></ol>	家(<span class="tone1">jiā</span>)		
商店		<span class="tone1">shāng</span> <span class="tone4">diàn</span>	<ol><li>store; shop</li></ol>	家(<span class="tone1">jiā</span>), 个|個(<span class="tone4">gè</span>)		
上		<span class="tone4">shàng</span>	<ol><li>(bound form) up; upper; above; previous</li><li>first (of multiple parts)</li><li>to climb; to get onto; to go up</li><li>to attend (class or university)</li><li>(directional complement) up</li><li>(noun suffix) on; above</li></ol>			<span class="nobr">尚</span>
上		<span class="tone3">shǎng</span>	<ol><li>used in 上聲｜上声</li></ol>			<span class="nobr">赏</span>
上班		<span class="tone4">shàng</span> <span class="tone1">bān</span>	<ol><li>to go to work</li><li>to be on duty</li><li>to start work</li><li>to go to the office</li></ol>			
上边	上邊	<span class="tone4">shàng</span> <span class="tone5">bian</span>	<ol><li>the top</li><li>above</li><li>overhead</li><li>upwards</li><li>the top margin</li><li>above-mentioned</li><li>those higher up</li></ol>			
上车	上車	<span class="tone4">shàng</span> <span class="tone1">chē</span>	<ol><li>to get on or into (a bus, train, car etc)</li></ol>			
上次		<span class="tone4">shàng</span> <span class="tone4">cì</span>	<ol><li>last time</li></ol>			
上课	上課	<span class="tone4">shàng</span> <span class="tone4">kè</span>	<ol><li>to go to class</li><li>to attend class</li><li>to go to teach a class</li></ol>			
上网	上網	<span class="tone4">shàng</span> <span class="tone3">wǎng</span>	<ol><li>to go online</li><li>to connect to the Internet</li><li>(of a document etc) to be uploaded to the Internet</li><li>(tennis, volleyball etc) to move in close to the net</li></ol>			
上午		<span class="tone4">shàng</span> <span class="tone3">wǔ</span>	<ol><li>morning</li></ol>	个|個(<span class="tone4">gè</span>)		
上学	上學	<span class="tone4">shàng</span> <span class="tone2">xué</span>	<ol><li>to go to school</li><li>to attend school</li></ol>			
少		<span class="tone3">shǎo</span>	<ol><li>few</li><li>less</li><li>to lack</li><li>to be missing</li><li>to stop (doing sth)</li><li>seldom</li></ol>			
少		<span class="tone4">shào</span>	<ol><li>young</li></ol>			<span class="nobr">稍</span>
谁	誰	<span class="tone2">shéi</span>	<ol><li>who</li><li>also pr. [shui2]</li></ol>			
身上		<span class="tone1">shēn</span> <span class="tone5">shang</span>	<ol><li>on the body</li><li>at hand</li><li>among</li></ol>			
身体	身體	<span class="tone1">shēn</span> <span class="tone3">tǐ</span>	<ol><li>the body</li><li>one's health</li></ol>			
什么	什麼	<span class="tone2">shén</span> <span class="tone5">me</span>	<ol><li>what?</li><li>something; anything</li></ol>			
生病		<span class="tone1">shēng</span> <span class="tone4">bìng</span>	<ol><li>to fall ill</li></ol>			
生气	生氣	<span class="tone1">shēngqì</span>	<ol><li>to get angry; to be furious</li><li>vitality; liveliness</li></ol>			
生日		<span class="tone1">shēng</span> <span class="tone4">rì</span>	<ol><li>birthday</li></ol>	个|個(<span class="tone4">gè</span>)		
十		<span class="tone2">shí</span>	<ol><li>ten</li><li>10</li></ol>			<span class="nobr">拾</span> <span class="nobr">时</span> <span class="nobr">识</span>
时候	時候	<span class="tone2">shí</span> <span class="tone5">hou</span>	<ol><li>time</li><li>length of time</li><li>moment</li><li>period</li></ol>			
时间	時間	<span class="tone2">shí</span> <span class="tone1">jiān</span>	<ol><li>(concept of) time</li><li>(duration of) time</li><li>(point in) time</li></ol>			
事		<span class="tone4">shì</span>	<ol><li>matter</li><li>thing</li><li>item</li><li>work</li><li>affair</li></ol>	件(<span class="tone4">jiàn</span>), 桩|樁(<span class="tone1">zhuāng</span>), 回(<span class="tone2">huí</span>)		<span class="nobr">室</span> <span class="nobr">市</span> <span class="nobr">式</span>
试	試	<span class="tone4">shì</span>	<ol><li>to test</li><li>to try</li><li>experiment</li><li>examination</li><li>test</li></ol>			<span class="nobr">事</span> <span class="nobr">室</span> <span class="nobr">市</span> <span class="nobr">式</span>
是		<span class="tone4">shì</span>	<ol><li>to be (followed by substantives only)</li><li>correct; right; true</li><li>(respectful acknowledgement of a command) very well</li><li>(adverb for emphatic assertion)</li></ol>			<span class="nobr">事</span> <span class="nobr">室</span> <span class="nobr">市</span> <span class="nobr">式</span> <span class="nobr">试</span>
是不是		<span class="tone4">shì</span> <span class="tone4">bù</span> <span class="tone4">shì</span>	<ol><li>is or isn't</li><li>yes or no</li><li>whether or not</li></ol>			
手		<span class="tone3">shǒu</span>	<ol><li>hand</li><li>(formal) to hold</li><li>person engaged in certain types of work</li><li>person skilled in certain types of work</li><li>personal(ly)</li><li>convenient</li><li>classifier for skill</li></ol>	双|雙(<span class="tone1">shuāng</span>), 只|隻(<span class="tone1">zhī</span>)		<span class="nobr">守</span> <span class="nobr">首</span>
手机	手機	<span class="tone3">shǒu</span> <span class="tone1">jī</span>	<ol><li>cell phone</li><li>mobile phone</li></ol>	部(<span class="tone4">bù</span>), 支(<span class="tone1">zhī</span>)		
书	書	<span class="tone1">shū</span>	<ol><li>book</li><li>letter</li><li>document</li><li>to write</li></ol>	本(<span class="tone3">běn</span>), 册|冊(<span class="tone4">cè</span>), 部(<span class="tone4">bù</span>)		<span class="nobr">梳</span> <span class="nobr">输</span>
书包	書包	<span class="tone1">shū</span> <span class="tone1">bāo</span>	<ol><li>schoolbag</li><li>satchel</li><li>bookbag</li></ol>	个|個(<span class="tone4">gè</span>), 只|隻(<span class="tone1">zhī</span>)		
书店	書店	<span class="tone1">shū</span> <span class="tone4">diàn</span>	<ol><li>bookstore</li></ol>	家(<span class="tone1">jiā</span>)		
树	樹	<span class="tone4">shù</span>	<ol><li>tree</li><li>to cultivate</li><li>to set up</li></ol>	棵(<span class="tone1">kē</span>)		<span class="nobr">数</span> <span class="nobr">束</span> <span class="nobr">竖</span>
水		<span class="tone3">shuǐ</span>	<ol><li>water</li><li>river</li><li>liquid</li><li>beverage</li><li>additional charges or income</li><li>(of clothes) classifier for number of washes</li></ol>			
水		<span class="tone3">Shuǐ</span>	<ol><li>surname Shui</li></ol>			
水果		<span class="tone3">shuǐ</span> <span class="tone3">guǒ</span>	<ol><li>fruit</li></ol>	个|個(<span class="tone4">gè</span>)		
睡		<span class="tone4">shuì</span>	<ol><li>to sleep</li><li>to lie down</li></ol>			<span class="nobr">税</span>
睡觉	睡覺	<span class="tone4">shuì</span> <span class="tone4">jiào</span>	<ol><li>to go to bed</li><li>to sleep</li></ol>			
说	說	<span class="tone1">shuō</span>	<ol><li>to speak; to talk; to say</li><li>to explain; to comment</li><li>to scold; to tell off</li><li>(bound form) theory; doctrine</li></ol>			
说	說	<span class="tone4">shuì</span>	<ol><li>to persuade</li></ol>			<span class="nobr">睡</span> <span class="nobr">税</span>
说话	說話	<span class="tone1">shuō</span> <span class="tone4">huà</span>	<ol><li>to speak</li><li>to say</li><li>to talk</li><li>to gossip</li><li>to tell stories</li><li>talk</li><li>word</li></ol>			
四		<span class="tone4">sì</span>	<ol><li>four</li><li>4</li></ol>			<span class="nobr">寺</span>
送		<span class="tone4">sòng</span>	<ol><li>to send; to deliver; to transmit</li><li>to give (as a present)</li><li>to see (sb) off</li><li>to accompany; to go along with</li></ol>			
岁	歲	<span class="tone4">suì</span>	<ol><li>classifier for years (of age)</li><li>year</li><li>year (of crop harvests)</li></ol>			<span class="nobr">碎</span>
岁	嵗	<span class="tone4">suì</span>	<ol><li>years old</li></ol>			<span class="nobr">碎</span>
他		<span class="tone1">tā</span>	<ol><li>he; him (used for either sex when the sex is unknown or unimportant)</li><li>(used before sb's name for emphasis)</li><li>(used as a meaningless mock object)</li><li>(literary) other</li></ol>			<span class="nobr">塌</span> <span class="nobr">它</span> <span class="nobr">踏</span>
他们	他們	<span class="tone1">tā</span> <span class="tone5">men</span>	<ol><li>they; them</li></ol>			<span class="nobr">它们</span>
她		<span class="tone1">tā</span>	<ol><li>she</li></ol>			<span class="nobr">他</span> <span class="nobr">塌</span> <span class="nobr">它</span> <span class="nobr">踏</span>
她们	她們	<span class="tone1">tā</span> <span class="tone5">men</span>	<ol><li>they; them (females)</li></ol>			<span class="nobr">他们</span> <span class="nobr">它们</span>
太		<span class="tone4">tài</span>	<ol><li>highest</li><li>greatest</li><li>too (much)</li><li>very</li><li>extremely</li></ol>			
天		<span class="tone1">tiān</span>	<ol><li>day</li><li>sky</li><li>heaven</li></ol>			<span class="nobr">添</span>
天气	天氣	<span class="tone1">tiān</span> <span class="tone4">qì</span>	<ol><li>weather</li></ol>			
听	聽	<span class="tone1">tīng</span>	<ol><li>to listen to; to hear</li><li>to heed; to obey</li><li>a can (loanword from English "tin")</li><li>classifier for canned beverages</li><li>to let be; to allow (Taiwan pr. [ting4])</li><li>(literary) to administer; to deal with (Taiwan pr. [ting4])</li></ol>			<span class="nobr">厅</span>
听		<span class="tone3">yǐn</span>	<ol><li>smile (archaic)</li></ol>			<span class="nobr">引</span> <span class="nobr">瘾</span>
听到	聽到	<span class="tone1">tīng</span> <span class="tone4">dào</span>	<ol><li>to hear</li></ol>			
听见	聽見	<span class="tone1">tīng</span> <span class="tone4">jiàn</span>	<ol><li>to hear</li></ol>			
听写	聽寫	<span class="tone1">tīng</span> <span class="tone3">xiě</span>	<ol><li>(of a pupil) to write down (in a dictation exercise); dictation</li><li>(music) to transcribe by ear</li></ol>			
同学	同學	<span class="tone2">tóng</span> <span class="tone2">xué</span>	<ol><li>to study at the same school</li><li>fellow student</li><li>classmate</li></ol>	位(<span class="tone4">wèi</span>), 个|個(<span class="tone4">gè</span>)		
图书馆	圖書館	<span class="tone2">tú</span> <span class="tone1">shū</span> <span class="tone3">guǎn</span>	<ol><li>library</li></ol>	家(<span class="tone1">jiā</span>), 个|個(<span class="tone4">gè</span>)		
外		<span class="tone4">wài</span>	<ol><li>outside</li><li>in addition</li><li>foreign</li><li>external</li></ol>			
外边	外邊	<span class="tone4">wài</span> <span class="tone5">bian</span>	<ol><li>outside</li><li>outer surface</li><li>abroad</li><li>place other than one's home</li></ol>			
外国	外國	<span class="tone4">wài</span> <span class="tone2">guó</span>	<ol><li>foreign (country)</li></ol>	个|個(<span class="tone4">gè</span>)		
外语	外語	<span class="tone4">wài</span> <span class="tone3">yǔ</span>	<ol><li>foreign language</li></ol>	门|門(<span class="tone2">mén</span>)		
玩儿	玩兒	<span class="tone2">wánr</span>	<ol><li>to play</li><li>to have fun</li><li>to hang out</li></ol>			
晚		<span class="tone3">wǎn</span>	<ol><li>evening</li><li>night</li><li>late</li></ol>			<span class="nobr">挽</span> <span class="nobr">碗</span>
晚饭	晚飯	<span class="tone3">wǎn</span> <span class="tone4">fàn</span>	<ol><li>evening meal</li><li>dinner</li><li>supper</li></ol>	份(<span class="tone4">fèn</span>), 顿|頓(<span class="tone4">dùn</span>), 次(<span class="tone4">cì</span>), 餐(<span class="tone1">cān</span>)		
晚上		<span class="tone3">wǎn</span> <span class="tone5">shang</span>	<ol><li>evening</li><li>night</li><li>in the evening</li></ol>	个|個(<span class="tone4">gè</span>)		
网上	網上	<span class="tone3">wǎng</span> <span class="tone4">shàng</span>	<ol><li>online</li></ol>			
网友	網友	<span class="tone3">wǎng</span> <span class="tone3">yǒu</span>	<ol><li>online friend</li><li>Internet user</li></ol>			
忘		<span class="tone4">wàng</span>	<ol><li>to forget</li><li>to overlook</li><li>to neglect</li></ol>			<span class="nobr">旺</span> <span class="nobr">望</span> <span class="nobr">王</span>
忘记	忘記	<span class="tone4">wàng</span> <span class="tone4">jì</span>	<ol><li>to forget</li></ol>			<span class="nobr">旺季</span>
问	問	<span class="tone4">wèn</span>	<ol><li>to ask; to inquire</li></ol>			<span class="nobr">免</span>
我		<span class="tone3">wǒ</span>	<ol><li>I; me; my</li></ol>			
我们	我們	<span class="tone3">wǒ</span> <span class="tone5">men</span>	<ol><li>we; us; ourselves; our</li></ol>			
五		<span class="tone3">wǔ</span>	<ol><li>five</li><li>5</li></ol>			<span class="nobr">捂</span> <span class="nobr">舞</span>
午饭	午飯	<span class="tone3">wǔ</span> <span class="tone4">fàn</span>	<ol><li>lunch</li></ol>	份(<span class="tone4">fèn</span>), 顿|頓(<span class="tone4">dùn</span>), 次(<span class="tone4">cì</span>), 餐(<span class="tone1">cān</span>)		
西		<span class="tone1">xī</span>	<ol><li>west</li></ol>			<span class="nobr">吸</span> <span class="nobr">稀</span> <span class="nobr">锡</span>
西		<span class="tone1">Xī</span>	<ol><li>the West</li><li>Spanish</li></ol>			
西边	西邊	<span class="tone1">xī</span> <span class="tone1">biān</span>	<ol><li>west</li><li>west side</li><li>western part</li><li>to the west of</li></ol>			
洗		<span class="tone3">xǐ</span>	<ol><li>to wash; to bathe</li><li>to develop (photographs)</li><li>to shuffle (cards etc)</li><li>to erase (a recording)</li></ol>			
洗手间	洗手間	<span class="tone3">xǐ</span> <span class="tone3">shǒu</span> <span class="tone1">jiān</span>	<ol><li>toilet</li><li>lavatory</li><li>washroom</li></ol>			
喜欢	喜歡	<span class="tone3">xǐ</span> <span class="tone5">huan</span>	<ol><li>to like; to be fond of</li></ol>			
下班		<span class="tone4">xià</span> <span class="tone1">bān</span>	<ol><li>to finish work</li><li>to get off work</li></ol>			
下边	下邊	<span class="tone4">xià</span> <span class="tone5">bian</span>	<ol><li>under</li><li>the underside</li><li>below</li></ol>			
下车	下車	<span class="tone4">xià</span> <span class="tone1">chē</span>	<ol><li>to get off or out of (a bus, train, car etc)</li></ol>			
下次		<span class="tone4">xià</span> <span class="tone4">cì</span>	<ol><li>next time</li></ol>			
下课	下課	<span class="tone4">xià</span> <span class="tone4">kè</span>	<ol><li>to finish class</li><li>to get out of class</li><li>(fig.) (esp. of a sports coach) to be dismissed</li><li>to be fired</li></ol>			
下午		<span class="tone4">xià</span> <span class="tone3">wǔ</span>	<ol><li>afternoon</li><li>p.m.</li></ol>	个|個(<span class="tone4">gè</span>)		
下雨		<span class="tone4">xià</span> <span class="tone3">yǔ</span>	<ol><li>to rain</li></ol>			
先		<span class="tone1">xiān</span>	<ol><li>beforehand; first; earlier</li><li>at first; originally</li><li>for the time being; for now</li><li>(prefix) my late (in referring to deceased relatives older than oneself)</li></ol>			<span class="nobr">掀</span> <span class="nobr">鲜</span>
先生		<span class="tone1">xiān</span> <span class="tone5">sheng</span>	<ol><li>teacher</li><li>gentleman; sir; mister (Mr.)</li><li>husband</li><li>(dialect) doctor</li></ol>	位(<span class="tone4">wèi</span>)		
现在	現在	<span class="tone4">xiàn</span> <span class="tone4">zài</span>	<ol><li>now</li><li>at present</li><li>at the moment</li><li>modern</li><li>current</li><li>nowadays</li></ol>			
想		<span class="tone3">xiǎng</span>	<ol><li>to think (about)</li><li>to think of; to devise</li><li>to think (that); to believe (that)</li><li>to desire; to want (to)</li><li>to miss (feel wistful about the absence of)</li></ol>			<span class="nobr">享</span> <span class="nobr">响</span>
小孩儿	小孩兒	<span class="tone3">xiǎo</span> <span class="tone2">háir</span>	<ol><li>erhua variant of 小孩</li></ol>			
小姐		<span class="tone3">xiǎo</span> <span class="tone5">jie</span>	<ol><li>young lady</li><li>miss</li><li>(slang) prostitute</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>)		
小朋友		<span class="tone3">xiǎo</span> <span class="tone2">péng</span> <span class="tone3">yǒu</span>	<ol><li>child</li></ol>	个|個(<span class="tone4">gè</span>)		
小时	小時	<span class="tone3">xiǎo</span> <span class="tone2">shí</span>	<ol><li>hour</li></ol>	个|個(<span class="tone4">gè</span>)		
小学	小學	<span class="tone3">xiǎo</span> <span class="tone2">xué</span>	<ol><li>elementary school; primary school</li></ol>			
小学生	小學生	<span class="tone3">xiǎo</span> <span class="tone2">xué</span> <span class="tone1">shēng</span>	<ol><li>primary school student</li><li>schoolchild</li><li>(fig.) beginner</li></ol>	个|個(<span class="tone4">gè</span>), 名(<span class="tone2">míng</span>)		
笑		<span class="tone4">xiào</span>	<ol><li>to laugh; to smile</li><li>to laugh at</li></ol>			
笑	咲	<span class="tone4">xiào</span>	<ol><li>old variant of 笑</li></ol>			
写	寫	<span class="tone3">xiě</span>	<ol><li>to write</li></ol>			
谢谢	謝謝	<span class="tone4">xiè</span> <span class="tone5">xie</span>	<ol><li>to thank</li><li>thanks</li><li>thank you</li></ol>			
新		<span class="tone1">xīn</span>	<ol><li>new</li><li>newly</li><li>meso- (chemistry)</li></ol>			<span class="nobr">心</span>
新		<span class="tone1">Xīn</span>	<ol><li>surname Xin</li></ol>			
新年		<span class="tone1">xīn</span> <span class="tone2">nián</span>	<ol><li>New Year</li></ol>	个|個(<span class="tone4">gè</span>)		
