#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
或许	或許	<span class="tone4">huò</span> <span class="tone3">xǔ</span>	<ol><li>perhaps; maybe</li></ol>			
货	貨	<span class="tone4">huò</span>	<ol><li>goods</li><li>money</li><li>commodity</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">和</span> <span class="nobr">或</span>
获	獲	<span class="tone4">huò</span>	<ol><li>(literary) to catch; to capture</li><li>(literary) to get; to obtain; to win</li></ol>			<span class="nobr">和</span> <span class="nobr">或</span> <span class="nobr">货</span>
获	穫	<span class="tone4">huò</span>	<ol><li>(bound form) to reap; to harvest</li></ol>			<span class="nobr">和</span> <span class="nobr">或</span> <span class="nobr">货</span>
获得	獲得	<span class="tone4">huò</span> <span class="tone2">dé</span>	<ol><li>to obtain; to receive; to get</li></ol>			
获奖	獲獎	<span class="tone4">huò</span> <span class="tone3">jiǎng</span>	<ol><li>to win an award</li></ol>			
获取	獲取	<span class="tone4">huò</span> <span class="tone3">qǔ</span>	<ol><li>to gain; to get; to acquire</li></ol>			
几乎	幾乎	<span class="tone1">jī</span> <span class="tone1">hū</span>	<ol><li>almost; nearly; practically</li></ol>			
机构	機構	<span class="tone1">jī</span> <span class="tone4">gòu</span>	<ol><li>mechanism</li><li>structure</li><li>organization</li><li>agency</li><li>institution</li></ol>	所(<span class="tone3">suǒ</span>)		
机遇	機遇	<span class="tone1">jī</span> <span class="tone4">yù</span>	<ol><li>opportunity</li><li>favorable circumstance</li><li>stroke of luck</li></ol>			
积累	積累	<span class="tone1">jī</span> <span class="tone3">lěi</span>	<ol><li>to accumulate</li><li>accumulation</li><li>cumulative</li><li>cumulatively</li></ol>			
激动	激動	<span class="tone1">jī</span> <span class="tone4">dòng</span>	<ol><li>to move emotionally</li><li>to stir up (emotions)</li><li>to excite</li></ol>			
激烈		<span class="tone1">jī</span> <span class="tone4">liè</span>	<ol><li>(of competition or fighting) intense</li><li>fierce</li><li>(of pain) acute</li><li>(of an expression of opinion) impassioned</li><li>vehement</li><li>(of a course of action) drastic</li><li>extreme</li></ol>			
及格		<span class="tone2">jí</span> <span class="tone2">gé</span>	<ol><li>to pass an exam or a test</li><li>to meet a minimum standard</li></ol>			
极	極	<span class="tone2">jí</span>	<ol><li>extremely</li><li>pole (geography, physics)</li><li>utmost</li><li>top</li></ol>			<span class="nobr">急</span> <span class="nobr">级</span>
极其	極其	<span class="tone2">jí</span> <span class="tone2">qí</span>	<ol><li>extremely</li></ol>			
即将	即將	<span class="tone2">jíjiāng</span>	<ol><li>about to; on the point of; soon</li></ol>			
急忙		<span class="tone2">jí</span> <span class="tone2">máng</span>	<ol><li>hastily</li></ol>			
集合		<span class="tone2">jí</span> <span class="tone2">hé</span>	<ol><li>to gather; to assemble</li><li>(math.) set</li></ol>			
记载	記載	<span class="tone4">jì</span> <span class="tone3">zǎi</span>	<ol><li>to write down</li><li>to record</li><li>written account</li></ol>			
纪律	紀律	<span class="tone4">jì</span> <span class="tone4">lǜ</span>	<ol><li>discipline</li></ol>			
技巧		<span class="tone4">jì</span> <span class="tone3">qiǎo</span>	<ol><li>skill</li><li>technique</li></ol>			
季		<span class="tone4">jì</span>	<ol><li>season</li><li>the last month of a season</li><li>fourth or youngest amongst brothers</li><li>classifier for seasonal crop yields</li></ol>			<span class="nobr">系</span> <span class="nobr">记</span> <span class="nobr">骑</span>
季		<span class="tone4">Jì</span>	<ol><li>surname Ji</li></ol>			
季度		<span class="tone4">jì</span> <span class="tone4">dù</span>	<ol><li>quarter of a year</li><li>season (sports)</li></ol>			
季节	季節	<span class="tone4">jì</span> <span class="tone2">jié</span>	<ol><li>time</li><li>season</li><li>period</li></ol>	个|個(<span class="tone4">gè</span>)		
既		<span class="tone4">jì</span>	<ol><li>already</li><li>since</li><li>both... (and...)</li></ol>			<span class="nobr">季</span> <span class="nobr">系</span> <span class="nobr">记</span> <span class="nobr">骑</span>
既然		<span class="tone4">jì</span> <span class="tone2">rán</span>	<ol><li>since; as; this being the case</li></ol>			
寄		<span class="tone4">jì</span>	<ol><li>to send</li><li>to mail</li><li>to entrust</li><li>to depend on</li><li>to attach oneself to</li><li>to live (in a house)</li><li>to lodge</li><li>foster (son etc)</li></ol>			<span class="nobr">季</span> <span class="nobr">既</span> <span class="nobr">系</span> <span class="nobr">记</span> <span class="nobr">骑</span>
加班		<span class="tone1">jiā</span> <span class="tone1">bān</span>	<ol><li>to work overtime</li></ol>			
加入		<span class="tone1">jiā</span> <span class="tone4">rù</span>	<ol><li>to become a member</li><li>to join</li><li>to mix into</li><li>to participate in</li><li>to add in</li></ol>			
加油站		<span class="tone1">jiā</span> <span class="tone2">yóu</span> <span class="tone4">zhàn</span>	<ol><li>gas station</li></ol>			
家务	家務	<span class="tone1">jiā</span> <span class="tone4">wù</span>	<ol><li>household duties</li><li>housework</li></ol>			
假如		<span class="tone3">jiǎ</span> <span class="tone2">rú</span>	<ol><li>if</li></ol>			
坚固	堅固	<span class="tone1">jiān</span> <span class="tone4">gù</span>	<ol><li>firm</li><li>firmly</li><li>hard</li><li>stable</li></ol>			
检测	檢測	<span class="tone3">jiǎn</span> <span class="tone4">cè</span>	<ol><li>to detect</li><li>to test</li><li>detection</li><li>sensing</li></ol>			
减	減	<span class="tone3">jiǎn</span>	<ol><li>to lower</li><li>to decrease</li><li>to reduce</li><li>to subtract</li><li>to diminish</li></ol>			
减肥	減肥	<span class="tone3">jiǎn</span> <span class="tone2">féi</span>	<ol><li>to lose weight</li></ol>			
减少	減少	<span class="tone3">jiǎn</span> <span class="tone3">shǎo</span>	<ol><li>to lessen; to decrease; to reduce; to lower</li></ol>			
简历	簡歷	<span class="tone3">jiǎn</span> <span class="tone4">lì</span>	<ol><li>curriculum vitae (CV)</li><li>résumé</li><li>biographical notes</li></ol>			
健身		<span class="tone4">jiàn</span> <span class="tone1">shēn</span>	<ol><li>to exercise</li><li>to keep fit</li><li>to work out</li><li>physical exercise</li></ol>			
渐渐	漸漸	<span class="tone4">jiàn</span> <span class="tone4">jiàn</span>	<ol><li>gradually</li></ol>			
江		<span class="tone1">jiāng</span>	<ol><li>river</li></ol>	条|條(<span class="tone2">tiáo</span>), 道(<span class="tone4">dào</span>)		
江		<span class="tone1">Jiāng</span>	<ol><li>surname Jiang</li></ol>			
讲究	講究	<span class="tone3">jiǎng</span> <span class="tone5">jiu</span>	<ol><li>to pay particular attention to</li><li>carefully selected for quality</li><li>tastefully chosen</li></ol>			
讲座	講座	<span class="tone3">jiǎng</span> <span class="tone4">zuò</span>	<ol><li>a course of lectures</li></ol>	个|個(<span class="tone4">gè</span>)		
奖	獎	<span class="tone3">jiǎng</span>	<ol><li>prize</li><li>award</li><li>encouragement</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">讲</span>
奖金	獎金	<span class="tone3">jiǎng</span> <span class="tone1">jīn</span>	<ol><li>premium</li><li>award money</li><li>bonus</li></ol>			
奖学金	獎學金	<span class="tone3">jiǎng</span> <span class="tone2">xué</span> <span class="tone1">jīn</span>	<ol><li>scholarship</li></ol>	笔|筆(<span class="tone3">bǐ</span>)		
降		<span class="tone4">jiàng</span>	<ol><li>to drop</li><li>to fall</li><li>to come down</li><li>to descend</li></ol>			<span class="nobr">强</span>
降		<span class="tone2">xiáng</span>	<ol><li>to surrender</li><li>to capitulate</li><li>to subdue</li><li>to tame</li></ol>			
降低		<span class="tone4">jiàng</span> <span class="tone1">dī</span>	<ol><li>to reduce; to lower; to bring down</li></ol>			
降价	降價	<span class="tone4">jiàng</span> <span class="tone4">jià</span>	<ol><li>to cut the price</li><li>to drive down the price</li><li>to get cheaper</li></ol>			
降落		<span class="tone4">jiàng</span> <span class="tone4">luò</span>	<ol><li>to descend</li><li>to land</li></ol>			
降温	降溫	<span class="tone4">jiàng</span> <span class="tone1">wēn</span>	<ol><li>to become cooler</li><li>to lower the temperature</li><li>cooling</li><li>(of interest, activity etc) to decline</li></ol>			
交换	交換	<span class="tone1">jiāo</span> <span class="tone4">huàn</span>	<ol><li>to exchange</li><li>to swap</li><li>to switch (telecom)</li><li>commutative (math)</li><li>to commute</li></ol>			
交际	交際	<span class="tone1">jiāo</span> <span class="tone4">jì</span>	<ol><li>communication</li><li>social intercourse</li></ol>			
教授		<span class="tone4">jiào</span> <span class="tone4">shòu</span>	<ol><li>professor</li><li>to instruct</li><li>to lecture on</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>)		
教训	教訓	<span class="tone4">jiào</span> <span class="tone5">xun</span>	<ol><li>to provide guidance; to lecture sb; to upbraid</li><li>a talking-to; a bitter lesson</li></ol>	番(<span class="tone1">fān</span>), 顿|頓(<span class="tone4">dùn</span>)		
阶段	階段	<span class="tone1">jiē</span> <span class="tone4">duàn</span>	<ol><li>stage</li><li>section</li><li>phase</li><li>period</li></ol>	个|個(<span class="tone4">gè</span>)		
街道		<span class="tone1">jiē</span> <span class="tone4">dào</span>	<ol><li>street</li><li>subdistrict</li><li>residential district</li></ol>	条|條(<span class="tone2">tiáo</span>)		<span class="nobr">接到</span>
节省	節省	<span class="tone2">jié</span> <span class="tone3">shěng</span>	<ol><li>saving</li><li>to save</li><li>to use sparingly</li><li>to cut down on</li></ol>			
结	結	<span class="tone2">jié</span>	<ol><li>knot</li><li>sturdy</li><li>bond</li><li>to tie</li><li>to bind</li><li>to check out (of a hotel)</li></ol>			<span class="nobr">节</span>
结	結	<span class="tone1">jiē</span>	<ol><li>(of a plant) to produce (fruit or seeds)</li></ol>		<span class="tone2">jié</span>	<span class="nobr">接</span> <span class="nobr">节</span> <span class="nobr">街</span>
结构	結構	<span class="tone2">jié</span> <span class="tone4">gòu</span>	<ol><li>structure</li><li>composition</li><li>makeup</li><li>architecture</li></ol>	座(<span class="tone4">zuò</span>), 个|個(<span class="tone4">gè</span>)		
结论	結論	<span class="tone2">jié</span> <span class="tone4">lùn</span>	<ol><li>conclusion</li><li>verdict</li><li>to conclude</li><li>to reach a verdict</li></ol>	个|個(<span class="tone4">gè</span>)		
姐妹		<span class="tone3">jiě</span> <span class="tone4">mèi</span>	<ol><li>sisters</li><li>siblings</li><li>sister (school, city etc)</li></ol>			
解释	解釋	<span class="tone3">jiě</span> <span class="tone4">shì</span>	<ol><li>explanation</li><li>to explain</li><li>to interpret</li><li>to resolve</li></ol>	个|個(<span class="tone4">gè</span>)		
尽快	儘快	<span class="tone3">jǐn</span> <span class="tone4">kuài</span>	<ol><li>as quickly as possible; as soon as possible</li></ol>			
尽快	盡快	<span class="tone4">jìn</span> <span class="tone4">kuài</span>	<ol><li>see 儘快｜尽快</li></ol>			
紧密	緊密	<span class="tone3">jǐn</span> <span class="tone4">mì</span>	<ol><li>inseparably close</li></ol>			
尽力	盡力	<span class="tone4">jìn</span> <span class="tone4">lì</span>	<ol><li>to strive one's hardest; to spare no effort</li></ol>			
进口	進口	<span class="tone4">jìn</span> <span class="tone3">kǒu</span>	<ol><li>to import</li><li>imported</li><li>entrance</li><li>inlet (for the intake of air, water etc)</li></ol>			
近代		<span class="tone4">jìn</span> <span class="tone4">dài</span>	<ol><li>the not-very-distant past</li><li>modern times, excluding recent decades</li><li>(in the context of Chinese history) the period from the Opium Wars until the May 4th Movement (mid-19th century to 1919)</li><li>capitalist times (pre-1949)</li></ol>			
禁止		<span class="tone4">jìn</span> <span class="tone3">zhǐ</span>	<ol><li>to prohibit</li><li>to forbid</li><li>to ban</li></ol>			
经典	經典	<span class="tone1">jīng</span> <span class="tone3">diǎn</span>	<ol><li>the classics</li><li>scriptures</li><li>classical</li><li>classic (example, case etc)</li><li>typical</li></ol>			
精力		<span class="tone1">jīng</span> <span class="tone4">lì</span>	<ol><li>energy</li></ol>			<span class="nobr">经历</span>
竟然		<span class="tone4">jìng</span> <span class="tone2">rán</span>	<ol><li>unexpectedly</li><li>to one's surprise</li><li>in spite of everything</li><li>in that crazy way</li><li>actually</li><li>to go as far as to</li></ol>			
镜头	鏡頭	<span class="tone4">jìng</span> <span class="tone2">tóu</span>	<ol><li>camera lens</li><li>camera shot (in a movie etc)</li><li>scene</li></ol>			
镜子	鏡子	<span class="tone4">jìng</span> <span class="tone5">zi</span>	<ol><li>mirror</li></ol>	面(<span class="tone4">miàn</span>), 个|個(<span class="tone4">gè</span>)		
究竟		<span class="tone1">jiū</span> <span class="tone4">jìng</span>	<ol><li>to go to the bottom of a matter</li><li>after all</li><li>when all is said and done</li><li>(in an interrogative sentence) finally</li><li>outcome</li><li>result</li></ol>			
酒吧		<span class="tone3">jiǔ</span> <span class="tone1">bā</span>	<ol><li>bar</li><li>pub</li><li>saloon</li></ol>	家(<span class="tone1">jiā</span>)		
居民		<span class="tone1">jū</span> <span class="tone2">mín</span>	<ol><li>resident; inhabitant</li></ol>			
居住		<span class="tone1">jū</span> <span class="tone4">zhù</span>	<ol><li>to reside</li><li>to dwell</li><li>to live in a place</li><li>resident in</li></ol>			
局	侷	<span class="tone2">jú</span>	<ol><li>narrow</li></ol>			
局		<span class="tone2">jú</span>	<ol><li>office</li><li>situation</li><li>classifier for games: match, set, round etc</li></ol>			
局	跼	<span class="tone2">jú</span>	<ol><li>cramped; narrow</li></ol>			
巨大		<span class="tone4">jù</span> <span class="tone4">dà</span>	<ol><li>huge</li><li>immense</li><li>very large</li><li>tremendous</li><li>gigantic</li><li>enormous</li></ol>			
具备	具備	<span class="tone4">jù</span> <span class="tone4">bèi</span>	<ol><li>to possess</li><li>to have</li><li>equipped with</li><li>able to fulfill (conditions or requirements)</li></ol>			
距离	距離	<span class="tone4">jù</span> <span class="tone2">lí</span>	<ol><li>distance</li><li>to be apart from</li></ol>	个|個(<span class="tone4">gè</span>)		
聚		<span class="tone4">jù</span>	<ol><li>to assemble; to gather (transitive or intransitive)</li><li>(chemistry) poly-</li></ol>			<span class="nobr">句</span>
聚会	聚會	<span class="tone4">jù</span> <span class="tone4">huì</span>	<ol><li>party</li><li>gathering</li><li>to meet</li><li>to get together</li></ol>			
卷		<span class="tone3">juǎn</span>	<ol><li>to roll up</li><li>roll</li><li>classifier for small rolled things (wad of paper money, movie reel etc)</li></ol>			
卷		<span class="tone4">juàn</span>	<ol><li>scroll</li><li>book</li><li>volume</li><li>chapter</li><li>examination paper</li><li>classifier for books, paintings: volume, scroll</li></ol>			
卷	捲	<span class="tone3">juǎn</span>	<ol><li>to roll up</li><li>to sweep up; to carry along</li><li>a roll</li><li>classifier for rolls, spools etc</li></ol>			
角色		<span class="tone2">jué</span> <span class="tone4">sè</span>	<ol><li>role; part (in a play or movie etc)</li></ol>			
开花	開花	<span class="tone1">kāi</span> <span class="tone1">huā</span>	<ol><li>to bloom; to blossom; to flower</li><li>(fig.) to burst; to split open</li><li>(fig.) to burst with joy</li><li>(fig.) to spring up everywhere; to flourish</li></ol>			
开水	開水	<span class="tone1">kāi</span> <span class="tone3">shuǐ</span>	<ol><li>boiled water</li><li>boiling water</li></ol>			
看不起		<span class="tone4">kàn</span> <span class="tone5">bu</span> <span class="tone3">qǐ</span>	<ol><li>to look down upon</li><li>to despise</li></ol>			
看来	看來	<span class="tone4">kàn</span> <span class="tone5">lai</span>	<ol><li>apparently</li><li>it seems that</li></ol>			
看望		<span class="tone4">kàn</span> <span class="tone4">wàng</span>	<ol><li>to pay a visit to; to see (sb)</li></ol>			
考察		<span class="tone3">kǎo</span> <span class="tone2">chá</span>	<ol><li>to inspect</li><li>to observe and study</li><li>on-the-spot investigation</li></ol>			
考虑	考慮	<span class="tone3">kǎo</span> <span class="tone4">lǜ</span>	<ol><li>to think over</li><li>to consider</li><li>consideration</li></ol>			
棵		<span class="tone1">kē</span>	<ol><li>classifier for trees, cabbages, plants etc</li></ol>			<span class="nobr">科</span>
可见	可見	<span class="tone3">kě</span> <span class="tone4">jiàn</span>	<ol><li>it can clearly be seen (that this is the case)</li><li>it is (thus) clear</li><li>clear</li><li>visible</li></ol>			
空间	空間	<span class="tone1">kōng</span> <span class="tone1">jiān</span>	<ol><li>space; room</li><li>(fig.) scope; leeway</li><li>(astronomy) outer space</li><li>(physics, math.) space</li></ol>			
口袋		<span class="tone3">kǒu</span> <span class="tone4">dài</span>	<ol><li>pocket</li><li>bag; sack</li></ol>			
口语	口語	<span class="tone3">kǒu</span> <span class="tone3">yǔ</span>	<ol><li>colloquial speech</li><li>spoken language</li><li>vernacular language</li><li>slander</li><li>gossip</li></ol>	门|門(<span class="tone2">mén</span>)		
苦		<span class="tone3">kǔ</span>	<ol><li>bitter</li><li>hardship</li><li>pain</li><li>to suffer</li><li>to bring suffering to</li><li>painstakingly</li></ol>			
会计	會計	<span class="tone4">kuài</span> <span class="tone4">jì</span>	<ol><li>accountant</li><li>accountancy</li><li>accounting</li></ol>			
快递	快遞	<span class="tone4">kuài</span> <span class="tone4">dì</span>	<ol><li>express delivery</li></ol>			
宽	寬	<span class="tone1">kuān</span>	<ol><li>wide</li><li>broad</li><li>loose</li><li>relaxed</li><li>lenient</li></ol>			
宽	寬	<span class="tone1">Kuān</span>	<ol><li>surname Kuan</li></ol>			
宽广	寬廣	<span class="tone1">kuān</span> <span class="tone3">guǎng</span>	<ol><li>wide</li><li>broad</li><li>extensive</li><li>vast</li></ol>			
矿泉水	礦泉水	<span class="tone4">kuàng</span> <span class="tone2">quán</span> <span class="tone3">shuǐ</span>	<ol><li>mineral water</li></ol>	瓶(<span class="tone2">píng</span>), 杯(<span class="tone1">bēi</span>)		
扩大	擴大	<span class="tone4">kuò</span> <span class="tone4">dà</span>	<ol><li>to expand</li><li>to enlarge</li><li>to broaden one's scope</li></ol>			
扩展	擴展	<span class="tone4">kuò</span> <span class="tone3">zhǎn</span>	<ol><li>to extend</li><li>to expand</li><li>extension</li><li>expansion</li></ol>			
括号	括號	<span class="tone4">kuò</span> <span class="tone4">hào</span>	<ol><li>parentheses</li><li>brackets</li></ol>			
垃圾		<span class="tone1">lā</span> <span class="tone1">jī</span>	<ol><li>trash</li><li>refuse</li><li>garbage</li><li>(coll.) of poor quality</li></ol>		<span class="tone4">lè</span> <span class="tone4">sè</span>	
拉开	拉開	<span class="tone1">lā</span> <span class="tone1">kāi</span>	<ol><li>to pull open</li><li>to pull apart</li><li>to space out</li><li>to increase</li></ol>			
辣		<span class="tone4">là</span>	<ol><li>hot (spicy)</li><li>pungent</li><li>(of chili pepper, raw onions etc) to sting</li><li>to burn</li></ol>			
辣	辢	<span class="tone4">là</span>	<ol><li>old variant of 辣</li></ol>			
来不及	來不及	<span class="tone2">lái</span> <span class="tone5">bu</span> <span class="tone2">jí</span>	<ol><li>there's not enough time (to do sth)</li><li>it's too late (to do sth)</li></ol>			
来得及	來得及	<span class="tone2">lái</span> <span class="tone5">de</span> <span class="tone2">jí</span>	<ol><li>to have enough time; can do it in time; can still make it</li></ol>			
来源	來源	<span class="tone2">lái</span> <span class="tone2">yuán</span>	<ol><li>source (of information etc)</li><li>origin</li></ol>			
老公		<span class="tone3">lǎo</span> <span class="tone1">gōng</span>	<ol><li>(coll.) husband</li></ol>			
老公		<span class="tone3">lǎo</span> <span class="tone5">gong</span>	<ol><li>(coll.) eunuch</li></ol>			
老家		<span class="tone3">lǎo</span> <span class="tone1">jiā</span>	<ol><li>native place</li><li>place of origin</li><li>home state or region</li></ol>			
老婆		<span class="tone3">lǎo</span> <span class="tone2">pó</span>	<ol><li>(coll.) wife</li></ol>			
老实	老實	<span class="tone3">lǎo</span> <span class="tone5">shi</span>	<ol><li>honest; sincere</li><li>well-behaved</li><li>naive; gullible</li></ol>			<span class="nobr">老是</span>
乐趣	樂趣	<span class="tone4">lè</span> <span class="tone4">qù</span>	<ol><li>delight; pleasure; joy</li></ol>			
泪	淚	<span class="tone4">lèi</span>	<ol><li>tears</li></ol>			<span class="nobr">类</span> <span class="nobr">累</span>
泪水	淚水	<span class="tone4">lèi</span> <span class="tone3">shuǐ</span>	<ol><li>teardrop</li><li>tears</li></ol>			
类型	類型	<span class="tone4">lèi</span> <span class="tone2">xíng</span>	<ol><li>type; kind; category</li><li>(computer programming) type</li></ol>			
冷静	冷靜	<span class="tone3">lěng</span> <span class="tone4">jìng</span>	<ol><li>calm; cool-headed; dispassionate</li><li>(of a place) deserted; quiet</li></ol>			
厘米	釐米	<span class="tone2">lí</span> <span class="tone3">mǐ</span>	<ol><li>centimeter</li></ol>			
离不开	離不開	<span class="tone2">lí</span> <span class="tone5">bu</span> <span class="tone1">kāi</span>	<ol><li>inseparable</li><li>inevitably linked to</li></ol>			
力气	力氣	<span class="tone4">lì</span> <span class="tone5">qi</span>	<ol><li>strength</li></ol>	把(<span class="tone3">bǎ</span>)		
历史	歷史	<span class="tone4">lì</span> <span class="tone3">shǐ</span>	<ol><li>history</li></ol>	门|門(<span class="tone2">mén</span>), 段(<span class="tone4">duàn</span>)		
立即		<span class="tone4">lì</span> <span class="tone2">jí</span>	<ol><li>immediately</li></ol>			
利息		<span class="tone4">lì</span> <span class="tone1">xī</span>	<ol><li>interest (on a loan)</li></ol>	笔|筆(<span class="tone3">bǐ</span>)		
利益		<span class="tone4">lì</span> <span class="tone4">yì</span>	<ol><li>benefit</li><li>(in sb's) interest</li></ol>	个|個(<span class="tone4">gè</span>)		
俩	倆	<span class="tone3">liǎ</span>	<ol><li>two (colloquial equivalent of 兩個｜两个)</li><li>both</li><li>some</li></ol>			
俩	倆	<span class="tone3">liǎng</span>	<ol><li>used in 伎倆｜伎俩</li></ol>			<span class="nobr">两</span>
良好		<span class="tone2">liáng</span> <span class="tone3">hǎo</span>	<ol><li>good</li><li>favorable</li><li>well</li><li>fine</li></ol>			
量		<span class="tone2">liáng</span>	<ol><li>to measure</li></ol>			<span class="nobr">凉</span>
量		<span class="tone4">liàng</span>	<ol><li>capacity</li><li>quantity</li><li>amount</li><li>to estimate</li><li>measure word</li></ol>			<span class="nobr">亮</span> <span class="nobr">凉</span> <span class="nobr">辆</span>
粮食	糧食	<span class="tone2">liáng</span> <span class="tone5">shi</span>	<ol><li>foodstuff</li><li>cereals</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
两边	兩邊	<span class="tone3">liǎng</span> <span class="tone1">biān</span>	<ol><li>either side; both sides</li></ol>			
疗养	療養	<span class="tone2">liáo</span> <span class="tone3">yǎng</span>	<ol><li>to get well</li><li>to heal</li><li>to recuperate</li><li>to convalesce</li><li>convalescence</li><li>to nurse</li></ol>			
了不起		<span class="tone3">liǎo</span> <span class="tone5">bu</span> <span class="tone3">qǐ</span>	<ol><li>amazing</li><li>terrific</li><li>extraordinary</li></ol>			
了解		<span class="tone3">liǎo</span> <span class="tone3">jiě</span>	<ol><li>to understand</li><li>to realize</li><li>to find out</li></ol>			
了解	瞭解	<span class="tone3">liǎo</span> <span class="tone3">jiě</span>	<ol><li>to understand</li><li>to realize</li><li>to find out</li></ol>			
列		<span class="tone4">liè</span>	<ol><li>to arrange</li><li>to line up</li><li>file</li><li>series</li><li>(in data tables) column</li><li>(Tw) row</li></ol>			
列车	列車	<span class="tone4">liè</span> <span class="tone1">chē</span>	<ol><li>(railway) train</li></ol>			
列入		<span class="tone4">liè</span> <span class="tone4">rù</span>	<ol><li>to include on a list</li></ol>			
列为	列為	<span class="tone4">liè</span> <span class="tone2">wéi</span>	<ol><li>to be classified as</li></ol>			
临时	臨時	<span class="tone2">lín</span> <span class="tone2">shí</span>	<ol><li>as the time draws near</li><li>at the last moment</li><li>temporary</li><li>interim</li><li>ad hoc</li></ol>			
零食		<span class="tone2">líng</span> <span class="tone2">shí</span>	<ol><li>between-meal nibbles</li><li>snacks</li></ol>			
流传	流傳	<span class="tone2">liú</span> <span class="tone2">chuán</span>	<ol><li>to spread</li><li>to circulate</li><li>to hand down</li></ol>			
楼梯	樓梯	<span class="tone2">lóu</span> <span class="tone1">tī</span>	<ol><li>stair</li><li>staircase</li></ol>	个|個(<span class="tone4">gè</span>)		
陆地	陸地	<span class="tone4">lù</span> <span class="tone4">dì</span>	<ol><li>dry land (as opposed to the sea)</li></ol>			
陆续	陸續	<span class="tone4">lù</span> <span class="tone4">xù</span>	<ol><li>in turn</li><li>successively</li><li>one after the other</li><li>bit by bit</li></ol>			
录取	錄取	<span class="tone4">lù</span> <span class="tone3">qǔ</span>	<ol><li>to accept an applicant (prospective student, employee etc) who passes an entrance exam</li><li>to admit (a student)</li><li>to hire (a job candidate)</li></ol>			
律师	律師	<span class="tone4">lǜ</span> <span class="tone1">shī</span>	<ol><li>lawyer</li></ol>			
轮	輪	<span class="tone2">lún</span>	<ol><li>wheel; disk; ring</li><li>steamship</li><li>to take turns; to rotate</li><li>classifier for big round objects: disk, or recurring events: round, turn</li></ol>			
轮船	輪船	<span class="tone2">lún</span> <span class="tone2">chuán</span>	<ol><li>steamship; steamer; steamboat</li></ol>	艘(<span class="tone1">sōu</span>)		
轮椅	輪椅	<span class="tone2">lún</span> <span class="tone3">yǐ</span>	<ol><li>wheelchair</li></ol>			
轮子	輪子	<span class="tone2">lún</span> <span class="tone5">zi</span>	<ol><li>wheel</li><li>(derog.) Falun Gong practitioner</li></ol>	个|個(<span class="tone4">gè</span>)		
论文	論文	<span class="tone4">lùn</span> <span class="tone2">wén</span>	<ol><li>paper</li><li>treatise</li><li>thesis</li><li>to discuss a paper or thesis (old)</li></ol>	篇(<span class="tone1">piān</span>)		
落		<span class="tone4">luò</span>	<ol><li>to fall or drop</li><li>(of the sun) to set</li><li>(of a tide) to go out</li><li>to lower</li><li>to decline or sink</li><li>to lag or fall behind</li><li>to fall onto</li><li>to rest with</li><li>to get or receive</li><li>to write down</li><li>whereabouts</li><li>settlement</li></ol>			
落		<span class="tone4">là</span>	<ol><li>to leave out</li><li>to be missing</li><li>to leave behind or forget to bring</li><li>to lag or fall behind</li></ol>			<span class="nobr">辣</span>
落		<span class="tone4">lào</span>	<ol><li>colloquial reading for 落 in certain compounds</li></ol>			
毛巾		<span class="tone2">máo</span> <span class="tone1">jīn</span>	<ol><li>towel</li></ol>	条|條(<span class="tone2">tiáo</span>)		
毛衣		<span class="tone2">máo</span> <span class="tone1">yī</span>	<ol><li>(wool) sweater</li></ol>	件(<span class="tone4">jiàn</span>)		
帽子		<span class="tone4">mào</span> <span class="tone5">zi</span>	<ol><li>hat</li><li>cap</li><li>(fig.) label</li><li>bad name</li></ol>	顶|頂(<span class="tone3">dǐng</span>)		
没错	沒錯	<span class="tone2">méi</span> <span class="tone4">cuò</span>	<ol><li>that's right</li><li>sure!</li><li>rest assured!</li><li>that's good</li><li>can't go wrong</li></ol>			
没法儿	沒法兒	<span class="tone2">méi</span> <span class="tone3">fǎr</span>	<ol><li>(coll.) can't do anything about it</li><li>(coll.) there's no way that ...; it's simply not credible that ...</li><li>(coll.) couldn't be (better) (i.e. simply wonderful)</li></ol>			
没想到	沒想到	<span class="tone2">méi</span> <span class="tone3">xiǎng</span> <span class="tone4">dào</span>	<ol><li>didn't expect</li></ol>			
美金		<span class="tone3">Měi</span> <span class="tone1">jīn</span>	<ol><li>US dollar</li><li>USD</li></ol>			
美女		<span class="tone3">měi</span> <span class="tone3">nǚ</span>	<ol><li>beautiful woman</li></ol>			
梦	夢	<span class="tone4">mèng</span>	<ol><li>dream (CL:場｜场,個｜个)</li><li>(bound form) to dream</li></ol>			
梦见	夢見	<span class="tone4">mèng</span> <span class="tone4">jiàn</span>	<ol><li>to dream about (sth or sb)</li><li>to see in a dream</li></ol>			
梦想	夢想	<span class="tone4">mèng</span> <span class="tone3">xiǎng</span>	<ol><li>(fig.) to dream of</li><li>dream</li></ol>			
秘密		<span class="tone4">mì</span> <span class="tone4">mì</span>	<ol><li>secret; private; confidential; clandestine</li><li>a secret (CL:個｜个)</li></ol>			
