#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
露		<span class="tone4">lù</span>	<ol><li>dew</li><li>syrup</li><li>nectar</li><li>outdoors (not under cover)</li><li>to show</li><li>to reveal</li><li>to betray</li><li>to expose</li></ol>			<span class="nobr">录</span> <span class="nobr">路</span>
露		<span class="tone4">Lù</span>	<ol><li>surname Lu</li></ol>			<span class="nobr">录</span> <span class="nobr">路</span>
陆军	陸軍	<span class="tone4">lù</span> <span class="tone1">jūn</span>	<ol><li>army</li><li>ground forces</li></ol>			
录像	錄像	<span class="tone4">lù</span> <span class="tone4">xiàng</span>	<ol><li>to videotape</li><li>to videorecord</li><li>video recording</li></ol>	盘|盤(<span class="tone2">pán</span>)		
录音机	錄音機	<span class="tone4">lù</span> <span class="tone1">yīn</span> <span class="tone1">jī</span>	<ol><li>(tape) recording machine</li><li>tape recorder</li></ol>	台|臺(<span class="tone2">tái</span>)		
路过	路過	<span class="tone4">lù</span> <span class="tone4">guò</span>	<ol><li>to pass by or through</li></ol>			
旅店		<span class="tone3">lǚ</span> <span class="tone4">diàn</span>	<ol><li>inn</li><li>small hotel</li></ol>			
绿化	綠化	<span class="tone4">lǜ</span> <span class="tone4">huà</span>	<ol><li>to make green with plants</li><li>to reforest</li><li>(Internet slang) Islamization</li></ol>			
马车	馬車	<span class="tone3">mǎ</span> <span class="tone1">chē</span>	<ol><li>cart</li><li>chariot</li><li>carriage</li><li>buggy</li></ol>			
嘛		<span class="tone5">ma</span>	<ol><li>modal particle indicating that sth is obvious</li><li>particle indicating a pause for emphasis</li></ol>			<span class="nobr">吗</span>
嘛		<span class="tone2">má</span>	<ol><li>used in 唵嘛呢叭咪吽</li><li>(Tw) (coll.) what?</li></ol>			<span class="nobr">吗</span>
埋		<span class="tone2">mái</span>	<ol><li>to bury</li></ol>			
埋		<span class="tone2">mán</span>	<ol><li>used in 埋怨</li></ol>			
馒头	饅頭	<span class="tone2">mán</span> <span class="tone5">tou</span>	<ol><li>steamed bun</li></ol>			
慢车	慢車	<span class="tone4">màn</span> <span class="tone1">chē</span>	<ol><li>local bus or train</li><li>slow train with many stops</li></ol>			
盲人		<span class="tone2">máng</span> <span class="tone2">rén</span>	<ol><li>blind person</li></ol>			
梅花		<span class="tone2">méi</span> <span class="tone1">huā</span>	<ol><li>plum blossom</li><li>clubs ♣ (a suit in card games)</li><li>wintersweet (dialect)</li></ol>			
美容		<span class="tone3">měi</span> <span class="tone2">róng</span>	<ol><li>to improve one's appearance (using cosmetics or cosmetic surgery)</li><li>to make oneself more attractive</li><li>to beautify</li></ol>			
蒙	濛	<span class="tone2">méng</span>	<ol><li>drizzle</li><li>mist</li></ol>			
蒙	矇	<span class="tone1">mēng</span>	<ol><li>to deceive</li><li>to cheat</li><li>to hoodwink</li><li>to make a wild guess</li></ol>			
蒙	矇	<span class="tone2">méng</span>	<ol><li>blind</li><li>dim-sighted</li></ol>			
蒙		<span class="tone1">mēng</span>	<ol><li>(knocked) unconscious</li><li>dazed</li><li>stunned</li></ol>			
蒙		<span class="tone2">méng</span>	<ol><li>to cover</li><li>ignorant</li><li>to suffer (misfortune)</li><li>to receive (a favor)</li><li>to cheat</li></ol>			
蒙		<span class="tone2">Méng</span>	<ol><li>surname Meng</li></ol>			
蒙		<span class="tone3">Měng</span>	<ol><li>Mongol ethnic group</li></ol>		<span class="tone2">Méng</span>	
猛		<span class="tone3">měng</span>	<ol><li>ferocious</li><li>fierce</li><li>violent</li><li>brave</li><li>suddenly</li><li>abrupt</li><li>(slang) awesome</li></ol>			
棉		<span class="tone2">mián</span>	<ol><li>generic term for cotton or kapok</li><li>cotton</li><li>padded or quilted with cotton</li></ol>			
免得		<span class="tone3">miǎn</span> <span class="tone5">de</span>	<ol><li>so as not to; so as to avoid</li></ol>			
面对面	面對面	<span class="tone4">miàn</span> <span class="tone4">duì</span> <span class="tone4">miàn</span>	<ol><li>face to face</li></ol>			
面向	面嚮	<span class="tone4">miàn</span> <span class="tone4">xiàng</span>	<ol><li>to face</li><li>to turn towards</li><li>to incline to</li><li>geared towards</li><li>catering for</li><li>-oriented</li><li>facial feature</li><li>appearance</li><li>aspect</li><li>facet</li></ol>			
妙		<span class="tone4">miào</span>	<ol><li>clever</li><li>wonderful</li></ol>			
灭	滅	<span class="tone4">miè</span>	<ol><li>to extinguish or put out</li><li>to go out (of a fire etc)</li><li>to exterminate or wipe out</li><li>to drown</li></ol>			
民歌		<span class="tone2">mín</span> <span class="tone1">gē</span>	<ol><li>folk song</li></ol>	支(<span class="tone1">zhī</span>), 首(<span class="tone3">shǒu</span>)		
民工		<span class="tone2">mín</span> <span class="tone1">gōng</span>	<ol><li>migrant worker (who moved from a rural area of China to a city to find work)</li><li>temporary worker enlisted on a public project</li></ol>			
民警		<span class="tone2">mín</span> <span class="tone3">jǐng</span>	<ol><li>civil police</li><li>PRC police</li></ol>			
民意		<span class="tone2">mín</span> <span class="tone4">yì</span>	<ol><li>public opinion</li><li>popular will</li><li>public will</li></ol>			
民主		<span class="tone2">mín</span> <span class="tone3">zhǔ</span>	<ol><li>democracy</li></ol>			
名额	名額	<span class="tone2">míng</span> <span class="tone2">é</span>	<ol><li>quota</li><li>number of places</li><li>place (in an institution, a group etc)</li></ol>			
名胜	名勝	<span class="tone2">míng</span> <span class="tone4">shèng</span>	<ol><li>a place famous for its scenery or historical relics</li><li>scenic spot</li></ol>	处|處(<span class="tone4">chù</span>)		
名义	名義	<span class="tone2">míng</span> <span class="tone4">yì</span>	<ol><li>name</li><li>titular</li><li>nominal</li><li>in name</li><li>ostensible purpose</li></ol>			
名誉	名譽	<span class="tone2">míng</span> <span class="tone4">yù</span>	<ol><li>fame</li><li>reputation</li><li>honor</li><li>honorary</li><li>emeritus (of retired professor)</li></ol>			
明日		<span class="tone2">míng</span> <span class="tone4">rì</span>	<ol><li>tomorrow</li></ol>			
命		<span class="tone4">mìng</span>	<ol><li>life</li><li>fate</li><li>order or command</li><li>to assign a name, title etc</li></ol>			
膜		<span class="tone2">mó</span>	<ol><li>membrane</li><li>film</li></ol>			
磨		<span class="tone2">mó</span>	<ol><li>to rub</li><li>to grind</li><li>to polish</li><li>to sharpen</li><li>to wear down</li><li>to die out</li><li>to waste time</li><li>to pester</li><li>to insist</li></ol>			<span class="nobr">膜</span>
磨		<span class="tone4">mò</span>	<ol><li>grindstone</li><li>to grind</li><li>to turn round</li></ol>			<span class="nobr">万</span> <span class="nobr">末</span> <span class="nobr">没</span>
没收	沒收	<span class="tone4">mò</span> <span class="tone1">shōu</span>	<ol><li>to confiscate; to seize</li></ol>			
墨水		<span class="tone4">mò</span> <span class="tone3">shuǐ</span>	<ol><li>ink</li></ol>	瓶(<span class="tone2">píng</span>)		
母		<span class="tone3">mǔ</span>	<ol><li>mother</li><li>elderly female relative</li><li>origin</li><li>source</li><li>(of animals) female</li></ol>			
母鸡	母雞	<span class="tone3">mǔ</span> <span class="tone1">jī</span>	<ol><li>hen</li><li>don't know (humorous slang mimicking Cantonese 唔知, Jyutping: m4 zi1)</li></ol>			
母女		<span class="tone3">mǔ</span> <span class="tone3">nǚ</span>	<ol><li>mother and daughter</li><li>mother-daughter</li></ol>			
母子		<span class="tone3">mǔ</span> <span class="tone3">zǐ</span>	<ol><li>mother and child</li><li>parent and subsidiary (companies)</li><li>principal and interest</li></ol>			
墓		<span class="tone4">mù</span>	<ol><li>grave</li><li>tomb</li><li>mausoleum</li></ol>			
拿走		<span class="tone2">ná</span> <span class="tone3">zǒu</span>	<ol><li>to take away</li></ol>			
奶粉		<span class="tone3">nǎi</span> <span class="tone3">fěn</span>	<ol><li>powdered milk</li></ol>			
奶牛		<span class="tone3">nǎi</span> <span class="tone2">niú</span>	<ol><li>milk cow</li><li>dairy cow</li></ol>			
难忘	難忘	<span class="tone2">nán</span> <span class="tone4">wàng</span>	<ol><li>unforgettable</li></ol>			
内地	內地	<span class="tone4">nèi</span> <span class="tone4">dì</span>	<ol><li>inland</li><li>interior</li><li>hinterland</li></ol>			
内地	內地	<span class="tone4">Nèi</span> <span class="tone4">dì</span>	<ol><li>mainland China (PRC excluding Hong Kong and Macau, but including islands such as Hainan)</li><li>Japan (used in Taiwan during Japanese colonization)</li></ol>			
内外	內外	<span class="tone4">nèi</span> <span class="tone4">wài</span>	<ol><li>inside and outside</li><li>domestic and foreign</li><li>approximately</li><li>about</li></ol>			
内衣	內衣	<span class="tone4">nèi</span> <span class="tone1">yī</span>	<ol><li>undergarment</li><li>underwear</li></ol>	件(<span class="tone4">jiàn</span>)		
能否		<span class="tone2">néng</span> <span class="tone3">fǒu</span>	<ol><li>whether or not</li><li>can it or can't it</li><li>is it possible?</li></ol>			
泥		<span class="tone2">ní</span>	<ol><li>mud</li><li>clay</li><li>paste</li><li>pulp</li></ol>			
泥		<span class="tone4">nì</span>	<ol><li>restrained</li></ol>			
扭		<span class="tone3">niǔ</span>	<ol><li>to turn</li><li>to twist</li><li>to wring</li><li>to sprain</li><li>to swing one's hips</li></ol>			
排行榜		<span class="tone2">pái</span> <span class="tone2">háng</span> <span class="tone3">bǎng</span>	<ol><li>the charts (of best-sellers)</li><li>table of ranking</li></ol>			
派出		<span class="tone4">pài</span> <span class="tone1">chū</span>	<ol><li>to send</li><li>to dispatch</li></ol>			
判		<span class="tone4">pàn</span>	<ol><li>(bound form) to differentiate; to distinguish</li><li>(bound form) clearly (different)</li><li>to judge; to decide; to grade</li><li>(of a judge) to sentence</li></ol>			<span class="nobr">板</span>
盼望		<span class="tone4">pàn</span> <span class="tone4">wàng</span>	<ol><li>to hope for; to look forward to</li></ol>			
泡		<span class="tone4">pào</span>	<ol><li>bubble; foam</li><li>blister</li><li>to soak; to steep; to infuse</li><li>to dawdle; to loiter</li><li>to pick up (a girl)</li><li>to get off with (a sexual partner)</li><li>classifier for occurrences of an action</li><li>classifier for number of infusions</li></ol>			
泡		<span class="tone1">pāo</span>	<ol><li>puffed; swollen; spongy</li><li>small lake (esp. in place names)</li><li>classifier for urine or feces</li></ol>			
炮		<span class="tone4">pào</span>	<ol><li>cannon</li><li>firecracker</li></ol>	座(<span class="tone4">zuò</span>)		<span class="nobr">泡</span>
炮		<span class="tone1">bāo</span>	<ol><li>to sauté</li><li>to fry</li><li>to dry by heating</li></ol>			<span class="nobr">包</span>
炮		<span class="tone2">páo</span>	<ol><li>to prepare herbal medicine by roasting or parching (in a pan)</li></ol>			
陪同		<span class="tone2">péi</span> <span class="tone2">tóng</span>	<ol><li>to accompany</li></ol>			
配置		<span class="tone4">pèi</span> <span class="tone4">zhì</span>	<ol><li>to deploy</li><li>to allocate</li><li>configuration</li><li>allocation</li></ol>			
皮球		<span class="tone2">pí</span> <span class="tone2">qiú</span>	<ol><li>ball (made of rubber, leather etc)</li></ol>			
偏		<span class="tone1">piān</span>	<ol><li>to lean</li><li>to slant</li><li>oblique</li><li>prejudiced</li><li>to deviate from average</li><li>to stray from the intended line</li><li>stubbornly</li><li>contrary to expectations</li></ol>			<span class="nobr">扁</span> <span class="nobr">片</span> <span class="nobr">篇</span>
贫困	貧困	<span class="tone2">pín</span> <span class="tone4">kùn</span>	<ol><li>impoverished</li><li>poverty</li></ol>			
品牌		<span class="tone3">pǐn</span> <span class="tone2">pái</span>	<ol><li>brand name</li><li>trademark</li></ol>			
聘请	聘請	<span class="tone4">pìn</span> <span class="tone3">qǐng</span>	<ol><li>to engage</li><li>to hire (a lawyer etc)</li></ol>			
平凡		<span class="tone2">píng</span> <span class="tone2">fán</span>	<ol><li>commonplace</li><li>ordinary</li><li>mediocre</li></ol>			
平方米		<span class="tone2">píng</span> <span class="tone1">fāng</span> <span class="tone3">mǐ</span>	<ol><li>square meter</li></ol>			
平衡		<span class="tone2">píng</span> <span class="tone2">héng</span>	<ol><li>balance</li><li>equilibrium</li></ol>			
平台	平臺	<span class="tone2">píng</span> <span class="tone2">tái</span>	<ol><li>platform</li><li>terrace</li><li>flat-roofed building</li></ol>			
评	評	<span class="tone2">píng</span>	<ol><li>to discuss</li><li>to comment</li><li>to criticize</li><li>to judge</li><li>to choose (by public appraisal)</li></ol>			<span class="nobr">凭</span> <span class="nobr">平</span> <span class="nobr">瓶</span>
评选	評選	<span class="tone2">píng</span> <span class="tone3">xuǎn</span>	<ol><li>to select on the basis of a vote or consensus</li></ol>			
屏幕		<span class="tone2">píng</span> <span class="tone4">mù</span>	<ol><li>screen (TV, computer or movie)</li></ol>			
坡		<span class="tone1">pō</span>	<ol><li>slope</li><li>sloping</li><li>slanted</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">泼</span>
扑	撲	<span class="tone1">pū</span>	<ol><li>to throw oneself at</li><li>to pounce on</li><li>to devote one's energies</li><li>to flap</li><li>to flutter</li><li>to dab</li><li>to pat</li><li>to bend over</li></ol>			
铺	鋪	<span class="tone1">pū</span>	<ol><li>to spread</li><li>to display</li><li>to set up</li><li>(old) holder for door-knocker</li></ol>			<span class="nobr">扑</span>
铺	鋪	<span class="tone4">pù</span>	<ol><li>plank bed</li><li>place to sleep</li><li>shop</li><li>store</li><li>(old) relay station</li></ol>			
铺	舖	<span class="tone4">pù</span>	<ol><li>store</li></ol>			
欺负	欺負	<span class="tone1">qī</span> <span class="tone5">fu</span>	<ol><li>to bully</li></ol>			
奇妙		<span class="tone2">qí</span> <span class="tone4">miào</span>	<ol><li>fantastic; wonderful</li></ol>			
企图	企圖	<span class="tone3">qǐ</span> <span class="tone2">tú</span>	<ol><li>to attempt</li><li>to try</li><li>attempt</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
起点	起點	<span class="tone3">qǐ</span> <span class="tone3">diǎn</span>	<ol><li>starting point</li></ol>			
起诉	起訴	<span class="tone3">qǐ</span> <span class="tone4">sù</span>	<ol><li>to sue</li><li>to bring a lawsuit against</li><li>to prosecute</li></ol>			
气氛	氣氛	<span class="tone4">qì</span> <span class="tone1">fēn</span>	<ol><li>atmosphere; mood</li></ol>			
恰当	恰當	<span class="tone4">qià</span> <span class="tone4">dàng</span>	<ol><li>appropriate</li><li>suitable</li></ol>			
恰好		<span class="tone4">qià</span> <span class="tone3">hǎo</span>	<ol><li>as it turns out</li><li>by lucky coincidence</li><li>(of number, time, size etc) just right</li></ol>			
恰恰		<span class="tone4">qià</span> <span class="tone4">qià</span>	<ol><li>exactly</li><li>just</li><li>precisely</li></ol>			
牵	牽	<span class="tone1">qiān</span>	<ol><li>to lead along</li><li>to pull (an animal on a tether)</li><li>(bound form) to involve</li><li>to draw in</li></ol>			<span class="nobr">千</span> <span class="nobr">签</span>
铅笔	鉛筆	<span class="tone1">qiān</span> <span class="tone3">bǐ</span>	<ol><li>(lead) pencil</li></ol>	支(<span class="tone1">zhī</span>), 枝(<span class="tone1">zhī</span>), 杆|桿(<span class="tone3">gǎn</span>)		
谦虚	謙虛	<span class="tone1">qiān</span> <span class="tone1">xū</span>	<ol><li>modest</li><li>self-effacing</li><li>to make modest remarks</li></ol>			
前方		<span class="tone2">qián</span> <span class="tone1">fāng</span>	<ol><li>ahead</li><li>the front</li></ol>			
前来	前來	<span class="tone2">qián</span> <span class="tone2">lái</span>	<ol><li>to come (formal)</li><li>before</li><li>previously</li></ol>			
潜力	潛力	<span class="tone2">qián</span> <span class="tone4">lì</span>	<ol><li>potential; latent capacity</li></ol>			
强盗	強盜	<span class="tone2">qiáng</span> <span class="tone4">dào</span>	<ol><li>to rob (with force)</li><li>bandit</li><li>robber</li></ol>	个|個(<span class="tone4">gè</span>)		
强化	強化	<span class="tone2">qiáng</span> <span class="tone4">huà</span>	<ol><li>to strengthen</li><li>to intensify</li></ol>			
强势	強勢	<span class="tone2">qiáng</span> <span class="tone4">shì</span>	<ol><li>strong</li><li>powerful</li><li>(linguistics) emphatic</li><li>intensive</li></ol>			
强壮	強壯	<span class="tone2">qiáng</span> <span class="tone4">zhuàng</span>	<ol><li>strong</li><li>sturdy</li><li>robust</li></ol>			
桥梁	橋梁	<span class="tone2">qiáo</span> <span class="tone2">liáng</span>	<ol><li>bridge (lit. and fig.)</li></ol>			
巧妙		<span class="tone3">qiǎo</span> <span class="tone4">miào</span>	<ol><li>ingenious; clever</li><li>ingenuity; artifice</li></ol>			
茄子		<span class="tone2">qié</span> <span class="tone5">zi</span>	<ol><li>eggplant (Solanum melongena L.)</li><li>aubergine</li><li>brinjal</li><li>Guinea squash</li><li>phonetic "cheese" (when being photographed)</li><li>equivalent of "say cheese"</li></ol>			
切实	切實	<span class="tone4">qiè</span> <span class="tone2">shí</span>	<ol><li>feasible</li><li>realistic</li><li>practical</li><li>earnestly</li><li>conscientiously</li></ol>			
侵犯		<span class="tone1">qīn</span> <span class="tone4">fàn</span>	<ol><li>to infringe on</li><li>to encroach on</li><li>to violate</li><li>to assault</li></ol>			
亲属	親屬	<span class="tone1">qīn</span> <span class="tone3">shǔ</span>	<ol><li>kin</li><li>kindred</li><li>relatives</li></ol>			
亲眼	親眼	<span class="tone1">qīn</span> <span class="tone3">yǎn</span>	<ol><li>with one's own eyes</li><li>personally</li></ol>			
倾向	傾向	<span class="tone1">qīng</span> <span class="tone4">xiàng</span>	<ol><li>trend</li><li>tendency</li><li>orientation</li></ol>			
清		<span class="tone1">qīng</span>	<ol><li>(of water etc) clear; clean</li><li>quiet; still</li><li>pure; uncorrupted</li><li>clear; distinct</li><li>to clear; to settle (accounts)</li></ol>			<span class="nobr">轻</span> <span class="nobr">青</span>
清		<span class="tone1">Qīng</span>	<ol><li>Qing (Wade-Giles: Ch'ing) dynasty of China (1644-1911)</li><li>surname Qing</li></ol>			
清洁	清潔	<span class="tone1">qīng</span> <span class="tone2">jié</span>	<ol><li>clean</li><li>to clean</li></ol>			
清洁工	清潔工	<span class="tone1">qīng</span> <span class="tone2">jié</span> <span class="tone1">gōng</span>	<ol><li>cleaner</li><li>janitor</li><li>garbage collector</li></ol>			
清明节	清明節	<span class="tone1">Qīng</span> <span class="tone2">míng</span> <span class="tone2">jié</span>	<ol><li>Qingming or Pure Brightness Festival or Tomb Sweeping Day, celebration for the dead (in early April)</li></ol>			
清洗		<span class="tone1">qīng</span> <span class="tone3">xǐ</span>	<ol><li>to wash</li><li>to clean</li><li>to purge</li></ol>			
情绪	情緒	<span class="tone2">qíng</span> <span class="tone4">xù</span>	<ol><li>mood</li><li>state of mind</li><li>moodiness</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
求职	求職	<span class="tone2">qiú</span> <span class="tone2">zhí</span>	<ol><li>to seek employment</li></ol>			
球拍		<span class="tone2">qiú</span> <span class="tone1">pāi</span>	<ol><li>racket</li></ol>			
球星		<span class="tone2">qiú</span> <span class="tone1">xīng</span>	<ol><li>sports star (ball sport)</li></ol>			
球员	球員	<span class="tone2">qiú</span> <span class="tone2">yuán</span>	<ol><li>(ball sports) player; team member</li></ol>			
区分	區分	<span class="tone1">qū</span> <span class="tone1">fēn</span>	<ol><li>to differentiate</li><li>to draw a distinction</li><li>to divide into categories</li></ol>			
渠道		<span class="tone2">qú</span> <span class="tone4">dào</span>	<ol><li>irrigation ditch</li><li>(fig.) channel</li><li>means</li></ol>			
取款		<span class="tone3">qǔ</span> <span class="tone3">kuǎn</span>	<ol><li>to withdraw money from a bank</li></ol>			
取款机	取款機	<span class="tone3">qǔ</span> <span class="tone3">kuǎn</span> <span class="tone1">jī</span>	<ol><li>ATM</li></ol>			
去掉		<span class="tone4">qù</span> <span class="tone4">diào</span>	<ol><li>to get rid of</li><li>to exclude</li><li>to eliminate</li><li>to remove</li><li>to delete</li><li>to strip out</li><li>to extract</li></ol>			
权	權	<span class="tone2">quán</span>	<ol><li>authority</li><li>power</li><li>right</li><li>(literary) to weigh</li><li>expedient</li><li>temporary</li></ol>			<span class="nobr">全</span> <span class="nobr">泉</span>
权	權	<span class="tone2">Quán</span>	<ol><li>surname Quan</li></ol>			<span class="nobr">全</span>
权力	權力	<span class="tone2">quán</span> <span class="tone4">lì</span>	<ol><li>power</li><li>authority</li></ol>			<span class="nobr">权利</span>
全力		<span class="tone2">quán</span> <span class="tone4">lì</span>	<ol><li>with all one's strength</li><li>full strength</li><li>all-out (effort)</li><li>fully (support)</li></ol>			<span class="nobr">权利</span> <span class="nobr">权力</span>
全新		<span class="tone2">quán</span> <span class="tone1">xīn</span>	<ol><li>all new; completely new</li></ol>			
券		<span class="tone4">quàn</span>	<ol><li>bond (esp. document split in two, with each party holding one half)</li><li>contract</li><li>deed (i.e. title deeds)</li><li>ticket</li><li>voucher</li><li>certificate</li></ol>			<span class="nobr">劝</span>
缺陷		<span class="tone1">quē</span> <span class="tone4">xiàn</span>	<ol><li>defect; flaw</li></ol>			
却是	卻是	<span class="tone4">què</span> <span class="tone4">shì</span>	<ol><li>nevertheless</li><li>actually</li><li>the fact is ...</li></ol>			
让座	讓座	<span class="tone4">ràng</span> <span class="tone4">zuò</span>	<ol><li>to give up one's seat for sb</li></ol>			
热点	熱點	<span class="tone4">rè</span> <span class="tone3">diǎn</span>	<ol><li>hot spot</li><li>point of special interest</li></ol>			
热水	熱水	<span class="tone4">rè</span> <span class="tone3">shuǐ</span>	<ol><li>hot water</li></ol>			
热水器	熱水器	<span class="tone4">rè</span> <span class="tone3">shuǐ</span> <span class="tone4">qì</span>	<ol><li>water heater</li></ol>			
热线	熱線	<span class="tone4">rè</span> <span class="tone4">xiàn</span>	<ol><li>hotline (communications link)</li></ol>			
人权	人權	<span class="tone2">rén</span> <span class="tone2">quán</span>	<ol><li>human rights</li></ol>			
认同	認同	<span class="tone4">rèn</span> <span class="tone2">tóng</span>	<ol><li>to approve of</li><li>to endorse</li><li>to acknowledge</li><li>to recognize</li><li>to identify oneself with</li></ol>			
日夜		<span class="tone4">rì</span> <span class="tone4">yè</span>	<ol><li>day and night</li><li>around the clock</li></ol>			
日语	日語	<span class="tone4">Rì</span> <span class="tone3">yǔ</span>	<ol><li>Japanese language</li></ol>			
融合		<span class="tone2">róng</span> <span class="tone2">hé</span>	<ol><li>a mixture</li><li>an amalgam</li><li>fusion</li><li>welding together</li><li>to be in harmony with (nature)</li><li>to harmonize with</li><li>to fit in</li></ol>			
融入		<span class="tone2">róng</span> <span class="tone4">rù</span>	<ol><li>to blend into</li><li>to integrate</li><li>to assimilate</li><li>to merge</li></ol>			
如		<span class="tone2">rú</span>	<ol><li>as</li><li>as if</li><li>such as</li></ol>			
如一		<span class="tone2">rú</span> <span class="tone1">yī</span>	<ol><li>consistent</li><li>the same</li><li>unvarying</li></ol>			
乳制品	乳製品	<span class="tone3">rǔ</span> <span class="tone4">zhì</span> <span class="tone3">pǐn</span>	<ol><li>dairy products</li></ol>			
入		<span class="tone4">rù</span>	<ol><li>to enter</li><li>to go into</li><li>to join</li><li>to become a member of</li><li>to confirm or agree with</li></ol>			
入学	入學	<span class="tone4">rù</span> <span class="tone2">xué</span>	<ol><li>to enter a school or college</li><li>to go to school for the first time as a child</li></ol>			
若		<span class="tone4">ruò</span>	<ol><li>to seem</li><li>like</li><li>as</li><li>if</li></ol>			<span class="nobr">弱</span>
塞		<span class="tone1">sāi</span>	<ol><li>to stop up</li><li>to squeeze in</li><li>to stuff</li><li>cork</li><li>stopper</li></ol>			
塞		<span class="tone1">Sāi</span>	<ol><li>Serbia</li><li>Serbian</li></ol>			
塞		<span class="tone4">sài</span>	<ol><li>strategic pass</li><li>tactical border position</li></ol>			
塞		<span class="tone4">sè</span>	<ol><li>to stop up</li><li>to stuff</li><li>to cope with</li></ol>			<span class="nobr">色</span>
赛	賽	<span class="tone4">sài</span>	<ol><li>to compete</li><li>competition</li><li>match</li><li>to surpass</li><li>better than</li><li>superior to</li><li>to excel</li></ol>			<span class="nobr">塞</span>
赛场	賽場	<span class="tone4">sài</span> <span class="tone3">chǎng</span>	<ol><li>racetrack</li><li>field (for athletics competition)</li></ol>			
三明治		<span class="tone1">sān</span> <span class="tone2">míng</span> <span class="tone4">zhì</span>	<ol><li>sandwich (loanword)</li></ol>	个|個(<span class="tone4">gè</span>)		
丧失	喪失	<span class="tone4">sàng</span> <span class="tone1">shī</span>	<ol><li>to lose</li><li>to forfeit</li></ol>			
山峰		<span class="tone1">shān</span> <span class="tone1">fēng</span>	<ol><li>(mountain) peak</li></ol>			
山谷		<span class="tone1">shān</span> <span class="tone3">gǔ</span>	<ol><li>valley</li><li>ravine</li></ol>			
山坡		<span class="tone1">shān</span> <span class="tone1">pō</span>	<ol><li>hillside</li></ol>			
伤口	傷口	<span class="tone1">shāng</span> <span class="tone3">kǒu</span>	<ol><li>wound</li><li>cut</li></ol>			
伤亡	傷亡	<span class="tone1">shāng</span> <span class="tone2">wáng</span>	<ol><li>casualties</li><li>injuries and deaths</li></ol>			
伤员	傷員	<span class="tone1">shāng</span> <span class="tone2">yuán</span>	<ol><li>wounded person</li></ol>			
商城		<span class="tone1">shāng</span> <span class="tone2">chéng</span>	<ol><li>shopping center</li><li>department store</li></ol>			
商城		<span class="tone1">Shāng</span> <span class="tone2">chéng</span>	<ol><li>see 商城縣｜商城县</li></ol>			
上当	上當	<span class="tone4">shàng</span> <span class="tone4">dàng</span>	<ol><li>taken in (by sb's deceit)</li><li>to be fooled</li><li>to be duped</li></ol>			
上帝		<span class="tone4">Shàng</span> <span class="tone4">dì</span>	<ol><li>God</li></ol>			
上市		<span class="tone4">shàng</span> <span class="tone4">shì</span>	<ol><li>to hit the market (of a new product)</li><li>to float (a company on the stock market)</li></ol>			
上台		<span class="tone4">shàng</span> <span class="tone2">tái</span>	<ol><li>to rise to power (in politics)</li><li>to go on stage (in the theater)</li></ol>			
上演		<span class="tone4">shàng</span> <span class="tone3">yǎn</span>	<ol><li>to screen (a movie)</li><li>to stage (a play)</li><li>a screening</li><li>a staging</li></ol>			
勺		<span class="tone2">sháo</span>	<ol><li>spoon</li><li>ladle</li></ol>	把(<span class="tone3">bǎ</span>)		
少儿	少兒	<span class="tone4">shào</span> <span class="tone2">ér</span>	<ol><li>child</li></ol>			
舌头	舌頭	<span class="tone2">shé</span> <span class="tone5">tou</span>	<ol><li>tongue</li><li>enemy soldier captured for the purpose of extracting information</li></ol>	个|個(<span class="tone4">gè</span>)		
设计师	設計師	<span class="tone4">shè</span> <span class="tone4">jì</span> <span class="tone1">shī</span>	<ol><li>designer</li><li>architect</li></ol>			
涉及		<span class="tone4">shè</span> <span class="tone2">jí</span>	<ol><li>to involve; to relate to; to concern; to touch upon</li></ol>			
深化		<span class="tone1">shēn</span> <span class="tone4">huà</span>	<ol><li>to deepen</li><li>to intensify</li></ol>			
深深		<span class="tone1">shēn</span> <span class="tone1">shēn</span>	<ol><li>deep</li><li>profound</li></ol>			
审查	審查	<span class="tone3">shěn</span> <span class="tone2">chá</span>	<ol><li>to examine</li><li>to investigate</li><li>to censor out</li><li>censorship</li></ol>			
升级	升級	<span class="tone1">shēng</span> <span class="tone2">jí</span>	<ol><li>to go up by one grade; to be promoted</li><li>to escalate (in intensity)</li><li>(computing) to upgrade</li></ol>			
升学	升學	<span class="tone1">shēng</span> <span class="tone2">xué</span>	<ol><li>to enter the next grade school</li></ol>			
升值		<span class="tone1">shēng</span> <span class="tone2">zhí</span>	<ol><li>to rise in value</li><li>to appreciate</li></ol>			
生活费	生活費	<span class="tone1">shēng</span> <span class="tone2">huó</span> <span class="tone4">fèi</span>	<ol><li>cost of living</li><li>living expenses</li><li>alimony</li></ol>			
省钱	省錢	<span class="tone3">shěng</span> <span class="tone2">qián</span>	<ol><li>to save money</li></ol>			
圣诞节	聖誕節	<span class="tone4">Shèng</span> <span class="tone4">dàn</span> <span class="tone2">jié</span>	<ol><li>Christmas time</li><li>Christmas season</li><li>Christmas</li></ol>			
