#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
加工		<span class="tone1">jiā</span> <span class="tone1">gōng</span>	<ol><li>to process</li><li>processing</li><li>working (of machinery)</li></ol>			
加快		<span class="tone1">jiā</span> <span class="tone4">kuài</span>	<ol><li>to accelerate</li><li>to speed up</li></ol>			
加强	加強	<span class="tone1">jiā</span> <span class="tone2">qiáng</span>	<ol><li>to reinforce; to strengthen; to enhance</li></ol>			
家具		<span class="tone1">jiā</span> <span class="tone4">jù</span>	<ol><li>furniture</li></ol>	件(<span class="tone4">jiàn</span>), 套(<span class="tone4">tào</span>)		
家属	家屬	<span class="tone1">jiā</span> <span class="tone3">shǔ</span>	<ol><li>family member</li><li>(family) dependent</li></ol>			
家乡	家鄉	<span class="tone1">jiā</span> <span class="tone1">xiāng</span>	<ol><li>hometown</li><li>native place</li></ol>	个|個(<span class="tone4">gè</span>)		
价格	價格	<span class="tone4">jià</span> <span class="tone2">gé</span>	<ol><li>price</li></ol>	个|個(<span class="tone4">gè</span>)		
价钱	價錢	<span class="tone4">jià</span> <span class="tone5">qian</span>	<ol><li>price</li></ol>			
价值	價值	<span class="tone4">jià</span> <span class="tone2">zhí</span>	<ol><li>value</li><li>worth</li><li>fig. values (ethical, cultural etc)</li></ol>	个|個(<span class="tone4">gè</span>)		
架		<span class="tone4">jià</span>	<ol><li>to support</li><li>frame</li><li>rack</li><li>framework</li><li>classifier for planes, large vehicles, radios etc</li></ol>			<span class="nobr">假</span>
坚持	堅持	<span class="tone1">jiān</span> <span class="tone2">chí</span>	<ol><li>to persevere with</li><li>to persist in</li><li>to insist on</li></ol>			
坚决	堅決	<span class="tone1">jiān</span> <span class="tone2">jué</span>	<ol><li>firm; resolute; determined</li></ol>			
坚强	堅強	<span class="tone1">jiān</span> <span class="tone2">qiáng</span>	<ol><li>staunch</li><li>strong</li></ol>			
简单	簡單	<span class="tone3">jiǎn</span> <span class="tone1">dān</span>	<ol><li>simple; not complicated</li></ol>			
简直	簡直	<span class="tone3">jiǎn</span> <span class="tone2">zhí</span>	<ol><li>simply; really</li></ol>			
建		<span class="tone4">jiàn</span>	<ol><li>to establish</li><li>to found</li><li>to set up</li><li>to build</li><li>to construct</li></ol>			<span class="nobr">件</span> <span class="nobr">见</span> <span class="nobr">间</span>
建成		<span class="tone4">jiàn</span> <span class="tone2">chéng</span>	<ol><li>to establish</li><li>to build</li></ol>			
建立		<span class="tone4">jiàn</span> <span class="tone4">lì</span>	<ol><li>to establish</li><li>to set up</li><li>to found</li></ol>			
建设	建設	<span class="tone4">jiàn</span> <span class="tone4">shè</span>	<ol><li>to build; to construct; to establish; to develop; to institute</li></ol>			
建议	建議	<span class="tone4">jiànyì</span>	<ol><li>to propose; to suggest; to recommend</li><li>proposal; suggestion; recommendation</li></ol>	个|個(<span class="tone4">gè</span>), 点|點(<span class="tone3">diǎn</span>)		
将近	將近	<span class="tone1">jiāng</span> <span class="tone4">jìn</span>	<ol><li>almost</li><li>nearly</li><li>close to</li></ol>			
将来	將來	<span class="tone1">jiāng</span> <span class="tone2">lái</span>	<ol><li>in the future</li><li>future</li><li>the future</li></ol>	个|個(<span class="tone4">gè</span>)		
交费	交費	<span class="tone1">jiāo</span> <span class="tone4">fèi</span>	<ol><li>to pay a fee</li></ol>			
交警		<span class="tone1">jiāo</span> <span class="tone3">jǐng</span>	<ol><li>traffic police (abbr. for 交通警察)</li></ol>			
交流		<span class="tone1">jiāo</span> <span class="tone2">liú</span>	<ol><li>to exchange</li><li>exchange</li><li>communication</li><li>interaction</li><li>to have social contact (with sb)</li></ol>			
交往		<span class="tone1">jiāo</span> <span class="tone3">wǎng</span>	<ol><li>to associate (with)</li><li>to have contact (with)</li><li>to hang out (with)</li><li>to date</li><li>(interpersonal) relationship</li><li>association</li><li>contact</li></ol>			
交易		<span class="tone1">jiāo</span> <span class="tone4">yì</span>	<ol><li>to deal; to trade; to transact</li><li>transaction; deal</li></ol>	笔|筆(<span class="tone3">bǐ</span>)		
较	較	<span class="tone4">jiào</span>	<ol><li>(bound form) to compare</li><li>(literary) to dispute</li><li>compared to</li><li>(before an adjective) relatively; comparatively; rather</li><li>also pr. [jiao3]</li></ol>			<span class="nobr">叫</span> <span class="nobr">教</span>
教材		<span class="tone4">jiào</span> <span class="tone2">cái</span>	<ol><li>teaching material</li></ol>	本(<span class="tone3">běn</span>)		
教练	教練	<span class="tone4">jiào</span> <span class="tone4">liàn</span>	<ol><li>instructor</li><li>sports coach</li><li>trainer</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>), 名(<span class="tone2">míng</span>)		
结实	結實	<span class="tone1">jiē</span> <span class="tone5">shi</span>	<ol><li>rugged</li><li>sturdy</li><li>strong</li><li>durable</li><li>buff (physique)</li></ol>			
结实	結實	<span class="tone1">jiē</span> <span class="tone2">shí</span>	<ol><li>to bear fruit</li></ol>			
接待		<span class="tone1">jiē</span> <span class="tone4">dài</span>	<ol><li>to receive; to entertain; to host (guests, visitors or clients)</li></ol>			
接近		<span class="tone1">jiē</span> <span class="tone4">jìn</span>	<ol><li>to approach; to get close to</li></ol>			
节约	節約	<span class="tone2">jié</span> <span class="tone1">yuē</span>	<ol><li>to economize</li><li>to conserve (resources)</li><li>economy</li><li>frugal</li></ol>			
结合	結合	<span class="tone2">jié</span> <span class="tone2">hé</span>	<ol><li>to combine</li><li>to link</li><li>to integrate</li><li>binding</li></ol>	次(<span class="tone4">cì</span>)		
结婚	結婚	<span class="tone2">jié</span> <span class="tone1">hūn</span>	<ol><li>to marry</li><li>to get married</li></ol>	次(<span class="tone4">cì</span>)		
结束	結束	<span class="tone2">jié</span> <span class="tone4">shù</span>	<ol><li>termination</li><li>to finish</li><li>to end</li><li>to conclude</li><li>to close</li></ol>			
解决	解決	<span class="tone3">jiě</span> <span class="tone2">jué</span>	<ol><li>to solve; to resolve; to settle (a problem)</li><li>to eliminate; to wipe out (an enemy, bandits etc)</li></ol>			
解开	解開	<span class="tone3">jiě</span> <span class="tone1">kāi</span>	<ol><li>to untie</li><li>to undo</li><li>to solve (a mystery)</li></ol>			
金		<span class="tone1">jīn</span>	<ol><li>gold</li><li>chemical element Au</li><li>generic term for lustrous and ductile metals</li><li>money</li><li>golden</li><li>highly respected</li><li>one of the eight categories of ancient musical instruments 八音</li></ol>			<span class="nobr">斤</span>
金		<span class="tone1">Jīn</span>	<ol><li>surname Jin</li><li>surname Kim (Korean)</li><li>Jurchen Jin dynasty (1115-1234)</li></ol>			
金牌		<span class="tone1">jīn</span> <span class="tone2">pái</span>	<ol><li>gold medal</li></ol>	枚(<span class="tone2">méi</span>)		
仅	僅	<span class="tone3">jǐn</span>	<ol><li>barely</li><li>only</li><li>merely</li></ol>			
仅仅	僅僅	<span class="tone3">jǐn</span> <span class="tone3">jǐn</span>	<ol><li>barely</li><li>only</li><li>merely</li><li>only (this and nothing more)</li></ol>			
尽量	儘量	<span class="tone3">jǐn</span> <span class="tone4">liàng</span>	<ol><li>as much as possible</li><li>to the greatest extent</li></ol>			
尽量	盡量	<span class="tone4">jìn</span> <span class="tone4">liàng</span>	<ol><li>as much as possible</li><li>to the greatest extent</li></ol>			
紧	緊	<span class="tone3">jǐn</span>	<ol><li>tight</li><li>strict</li><li>close at hand</li><li>near</li><li>urgent</li><li>tense</li><li>hard up</li><li>short of money</li><li>to tighten</li></ol>			<span class="nobr">仅</span>
紧急	緊急	<span class="tone3">jǐn</span> <span class="tone2">jí</span>	<ol><li>urgent</li><li>emergency</li></ol>			
紧张	緊張	<span class="tone3">jǐn</span> <span class="tone1">zhāng</span>	<ol><li>nervous</li><li>keyed up</li><li>intense</li><li>tense</li><li>strained</li><li>in short supply</li><li>scarce</li></ol>	阵|陣(<span class="tone4">zhèn</span>)		
进步	進步	<span class="tone4">jìn</span> <span class="tone4">bù</span>	<ol><li>progress; improvement</li><li>to improve; to progress</li></ol>	个|個(<span class="tone4">gè</span>)		
进一步	進一步	<span class="tone4">jìn</span> <span class="tone1">yī</span> <span class="tone4">bù</span>	<ol><li>to go a step further</li><li>(develop, understand, improve etc) more; further</li></ol>			
进展	進展	<span class="tone4">jìn</span> <span class="tone3">zhǎn</span>	<ol><li>to make headway; to make progress</li></ol>			
近期		<span class="tone4">jìn</span> <span class="tone1">qī</span>	<ol><li>near in time</li><li>in the near future</li><li>very soon</li><li>recent</li></ol>			
京剧	京劇	<span class="tone1">Jīng</span> <span class="tone4">jù</span>	<ol><li>Beijing opera</li></ol>	场|場(<span class="tone3">chǎng</span>), 出|齣(<span class="tone1">chū</span>)		
经济	經濟	<span class="tone1">jīng</span> <span class="tone4">jì</span>	<ol><li>economy</li><li>economic</li></ol>			
经历	經歷	<span class="tone1">jīng</span> <span class="tone4">lì</span>	<ol><li>experience</li><li>to experience</li><li>to go through</li></ol>	个|個(<span class="tone4">gè</span>), 次(<span class="tone4">cì</span>)		
经验	經驗	<span class="tone1">jīng</span> <span class="tone4">yàn</span>	<ol><li>experience</li><li>to experience</li></ol>			
经营	經營	<span class="tone1">jīng</span> <span class="tone2">yíng</span>	<ol><li>to engage in (business etc); to run; to operate</li></ol>			
精彩		<span class="tone1">jīng</span> <span class="tone3">cǎi</span>	<ol><li>wonderful</li><li>marvelous</li><li>brilliant</li></ol>			
精神		<span class="tone1">jīng</span> <span class="tone2">shén</span>	<ol><li>spirit</li><li>mind</li><li>consciousness</li><li>thought</li><li>mental</li><li>psychological</li><li>essence</li><li>gist</li></ol>	个|個(<span class="tone4">gè</span>)		
精神		<span class="tone1">jīng</span> <span class="tone5">shen</span>	<ol><li>vigor; vitality</li><li>spirited</li><li>good-looking</li></ol>			
景色		<span class="tone3">jǐng</span> <span class="tone4">sè</span>	<ol><li>scenery</li><li>scene</li><li>landscape</li><li>view</li></ol>			
警察		<span class="tone3">jǐng</span> <span class="tone2">chá</span>	<ol><li>police; police officer</li></ol>			
静	靜	<span class="tone4">jìng</span>	<ol><li>still</li><li>calm</li><li>quiet</li><li>not moving</li></ol>			
久		<span class="tone3">jiǔ</span>	<ol><li>(long) time</li><li>(long) duration of time</li></ol>			<span class="nobr">九</span> <span class="nobr">酒</span>
旧	舊	<span class="tone4">jiù</span>	<ol><li>old</li><li>opposite: new 新</li><li>former</li><li>worn (with age)</li></ol>			<span class="nobr">就</span>
救		<span class="tone4">jiù</span>	<ol><li>to save</li><li>to assist</li><li>to rescue</li></ol>			<span class="nobr">就</span> <span class="nobr">旧</span>
就是		<span class="tone4">jiù</span> <span class="tone4">shì</span>	<ol><li>exactly; precisely</li><li>only; simply; just</li><li>(used correlatively with 也) even; even if</li></ol>			
就业	就業	<span class="tone4">jiù</span> <span class="tone4">yè</span>	<ol><li>to get a job</li><li>employment</li></ol>			
举办	舉辦	<span class="tone3">jǔ</span> <span class="tone4">bàn</span>	<ol><li>to conduct</li><li>to hold</li></ol>			
具体	具體	<span class="tone4">jù</span> <span class="tone3">tǐ</span>	<ol><li>concrete; specific; detailed</li></ol>			
具有		<span class="tone4">jù</span> <span class="tone3">yǒu</span>	<ol><li>to have; to possess</li></ol>			
剧场	劇場	<span class="tone4">jù</span> <span class="tone3">chǎng</span>	<ol><li>theater</li></ol>	个|個(<span class="tone4">gè</span>)		
据说	據說	<span class="tone4">jù</span> <span class="tone1">shuō</span>	<ol><li>it is said that; reportedly</li></ol>			
决定	決定	<span class="tone2">jué</span> <span class="tone4">dìng</span>	<ol><li>to decide (to do something)</li><li>to resolve</li><li>decision</li><li>certainly</li></ol>	个|個(<span class="tone4">gè</span>), 项|項(<span class="tone4">xiàng</span>)		
决赛	決賽	<span class="tone2">jué</span> <span class="tone4">sài</span>	<ol><li>finals (of a competition)</li></ol>			
决心	決心	<span class="tone2">jué</span> <span class="tone1">xīn</span>	<ol><li>determination</li><li>resolution</li><li>determined</li><li>firm and resolute</li><li>to make up one's mind</li></ol>	个|個(<span class="tone4">gè</span>)		
绝对	絕對	<span class="tone2">jué</span> <span class="tone4">duì</span>	<ol><li>absolute; unconditional</li></ol>			
咖啡		<span class="tone1">kā</span> <span class="tone1">fēi</span>	<ol><li>coffee (loanword)</li></ol>	杯(<span class="tone1">bēi</span>)		
开发	開發	<span class="tone1">kāi</span> <span class="tone1">fā</span>	<ol><li>to exploit (a resource); to open up (for development); to develop</li></ol>			
开放	開放	<span class="tone1">kāi</span> <span class="tone4">fàng</span>	<ol><li>to bloom</li><li>to open</li><li>to be open (to the public)</li><li>to open up (to the outside)</li><li>to be open-minded</li><li>unrestrained by convention</li><li>unconstrained in one's sexuality</li></ol>			
开始	開始	<span class="tone1">kāi</span> <span class="tone3">shǐ</span>	<ol><li>to begin</li><li>beginning</li><li>to start</li><li>initial</li></ol>	个|個(<span class="tone4">gè</span>)		
开业	開業	<span class="tone1">kāi</span> <span class="tone4">yè</span>	<ol><li>to open a business</li><li>to open a practice</li><li>open (for business)</li></ol>			
开展	開展	<span class="tone1">kāi</span> <span class="tone3">zhǎn</span>	<ol><li>to launch</li><li>to develop</li><li>to unfold</li><li>(of an exhibition etc) to open</li></ol>			
看起来	看起來	<span class="tone4">kàn</span> <span class="tone3">qǐ</span> <span class="tone5">lai</span>	<ol><li>seemingly; apparently; looks as if; appears to be; gives the impression that; seems on the face of it to be</li></ol>			
看上去		<span class="tone4">kàn</span> <span class="tone5">shang</span> <span class="tone5">qu</span>	<ol><li>it would appear</li><li>it seems (that)</li></ol>			
考验	考驗	<span class="tone3">kǎo</span> <span class="tone4">yàn</span>	<ol><li>to test</li><li>to put to the test</li><li>trial</li><li>ordeal</li></ol>			
科技		<span class="tone1">kē</span> <span class="tone4">jì</span>	<ol><li>science and technology</li></ol>			
可靠		<span class="tone3">kě</span> <span class="tone4">kào</span>	<ol><li>reliable</li></ol>			
可乐	可樂	<span class="tone3">kě</span> <span class="tone4">lè</span>	<ol><li>amusing</li><li>entertaining</li><li>(loanword) cola</li></ol>			
克服		<span class="tone4">kè</span> <span class="tone2">fú</span>	<ol><li>(try to) overcome (hardships etc)</li><li>to conquer</li><li>to put up with</li><li>to endure</li></ol>			
客观	客觀	<span class="tone4">kè</span> <span class="tone1">guān</span>	<ol><li>objective</li><li>impartial</li></ol>			
课程	課程	<span class="tone4">kè</span> <span class="tone2">chéng</span>	<ol><li>course</li><li>academic program</li></ol>	堂(<span class="tone2">táng</span>), 节|節(<span class="tone2">jié</span>), 门|門(<span class="tone2">mén</span>)		
空		<span class="tone1">kōng</span>	<ol><li>empty</li><li>air</li><li>sky</li><li>in vain</li></ol>			
空		<span class="tone4">kòng</span>	<ol><li>to empty</li><li>vacant</li><li>unoccupied</li><li>space</li><li>leisure</li><li>free time</li></ol>			
空调	空調	<span class="tone1">kōng</span> <span class="tone2">tiáo</span>	<ol><li>air conditioning</li><li>air conditioner (including units that have a heating mode)</li></ol>	台|臺(<span class="tone2">tái</span>)		
恐怕		<span class="tone3">kǒng</span> <span class="tone4">pà</span>	<ol><li>fear</li><li>to dread</li><li>I'm afraid that...</li><li>perhaps</li><li>maybe</li></ol>			
空儿	空兒	<span class="tone4">kòngr</span>	<ol><li>spare time</li><li>free time</li></ol>			
裤子	褲子	<span class="tone4">kù</span> <span class="tone5">zi</span>	<ol><li>trousers</li><li>pants</li></ol>	条|條(<span class="tone2">tiáo</span>)		
裤子	袴子	<span class="tone4">kù</span> <span class="tone5">zi</span>	<ol><li>pants</li></ol>			
快速		<span class="tone4">kuài</span> <span class="tone4">sù</span>	<ol><li>fast; high-speed; rapid</li></ol>			
困		<span class="tone4">kùn</span>	<ol><li>to trap</li><li>to surround</li><li>hard-pressed</li><li>stranded</li><li>destitute</li></ol>			
困	睏	<span class="tone4">kùn</span>	<ol><li>sleepy</li><li>tired</li></ol>			
困难	困難	<span class="tone4">kùn</span> <span class="tone5">nan</span>	<ol><li>difficult</li><li>challenging</li><li>straitened circumstances</li><li>difficult situation</li></ol>			
浪费	浪費	<span class="tone4">làng</span> <span class="tone4">fèi</span>	<ol><li>to waste</li><li>to squander</li></ol>			
老百姓		<span class="tone3">lǎo</span> <span class="tone3">bǎi</span> <span class="tone4">xìng</span>	<ol><li>ordinary people</li><li>the "person in the street"</li></ol>	个|個(<span class="tone4">gè</span>)		
老板	老闆	<span class="tone3">lǎo</span> <span class="tone3">bǎn</span>	<ol><li>boss</li><li>business proprietor</li></ol>	个|個(<span class="tone4">gè</span>)		
老板	老闆	<span class="tone3">Lǎo</span> <span class="tone3">bǎn</span>	<ol><li>Robam (brand)</li></ol>			
老太太		<span class="tone3">lǎo</span> <span class="tone4">tài</span> <span class="tone5">tai</span>	<ol><li>elderly lady (respectful)</li><li>esteemed mother</li></ol>	位(<span class="tone4">wèi</span>)		
老头儿	老頭兒	<span class="tone3">lǎo</span> <span class="tone2">tóur</span>	<ol><li>see 老頭子｜老头子</li></ol>			
乐	樂	<span class="tone4">lè</span>	<ol><li>happy</li><li>cheerful</li><li>to laugh</li></ol>			
乐	樂	<span class="tone4">Lè</span>	<ol><li>surname Le</li></ol>			
乐	樂	<span class="tone4">Yuè</span>	<ol><li>surname Yue</li></ol>			<span class="nobr">越</span>
乐	樂	<span class="tone4">yuè</span>	<ol><li>music</li></ol>			<span class="nobr">越</span>
乐观	樂觀	<span class="tone4">lè</span> <span class="tone1">guān</span>	<ol><li>optimistic; hopeful</li></ol>			
类	類	<span class="tone4">lèi</span>	<ol><li>kind</li><li>type</li><li>class</li><li>category</li><li>similar</li><li>like</li><li>to resemble</li></ol>			<span class="nobr">累</span>
类似	類似	<span class="tone4">lèi</span> <span class="tone4">sì</span>	<ol><li>similar; analogous</li></ol>			
离婚	離婚	<span class="tone2">lí</span> <span class="tone1">hūn</span>	<ol><li>to divorce</li></ol>			
里面	裡面	<span class="tone3">lǐ</span> <span class="tone4">miàn</span>	<ol><li>inside</li><li>interior</li><li>also pr. [li3 mian5]</li></ol>			
理发	理髮	<span class="tone3">lǐ</span> <span class="tone4">fà</span>	<ol><li>to get a haircut; to have one's hair done</li><li>to cut (sb's) hair; to give (sb) a haircut</li></ol>			
理解		<span class="tone3">lǐ</span> <span class="tone3">jiě</span>	<ol><li>to comprehend; to understand</li></ol>			
理论	理論	<span class="tone3">lǐ</span> <span class="tone4">lùn</span>	<ol><li>theory</li><li>to argue</li><li>to take notice of</li></ol>	个|個(<span class="tone4">gè</span>)		
理由		<span class="tone3">lǐ</span> <span class="tone2">yóu</span>	<ol><li>reason</li><li>grounds</li><li>justification</li></ol>	个|個(<span class="tone4">gè</span>)		
力		<span class="tone4">lì</span>	<ol><li>power</li><li>force</li><li>strength</li><li>ability</li><li>strenuously</li></ol>			
力		<span class="tone4">Lì</span>	<ol><li>surname Li</li></ol>			
力量		<span class="tone4">lì</span> <span class="tone5">liang</span>	<ol><li>power; force; strength</li></ol>			
立刻		<span class="tone4">lì</span> <span class="tone4">kè</span>	<ol><li>forthwith</li><li>immediate</li><li>prompt</li><li>promptly</li><li>straightway</li><li>thereupon</li><li>at once</li></ol>			
利用		<span class="tone4">lì</span> <span class="tone4">yòng</span>	<ol><li>to exploit</li><li>to make use of</li><li>to use</li><li>to take advantage of</li><li>to utilize</li></ol>			
连	連	<span class="tone2">lián</span>	<ol><li>to link</li><li>to join</li><li>to connect</li><li>continuously</li><li>in succession</li><li>including</li><li>(used with 也, 都 etc) even</li><li>company (military)</li></ol>			
连	連	<span class="tone2">Lián</span>	<ol><li>surname Lian</li></ol>			
连忙	連忙	<span class="tone2">lián</span> <span class="tone2">máng</span>	<ol><li>promptly</li><li>at once</li></ol>			
连续	連續	<span class="tone2">lián</span> <span class="tone4">xù</span>	<ol><li>continuous</li><li>in a row</li><li>serial</li><li>consecutive</li></ol>			
连续剧	連續劇	<span class="tone2">lián</span> <span class="tone4">xù</span> <span class="tone4">jù</span>	<ol><li>serialized drama</li><li>dramatic series</li><li>show in parts</li></ol>			
联合	聯合	<span class="tone2">lián</span> <span class="tone2">hé</span>	<ol><li>to combine</li><li>to join</li><li>unite</li><li>alliance</li></ol>			
联合国	聯合國	<span class="tone2">Lián</span> <span class="tone2">hé</span> <span class="tone2">guó</span>	<ol><li>United Nations</li></ol>			
联系	聯繫	<span class="tone2">lián</span> <span class="tone4">xì</span>	<ol><li>connection</li><li>contact</li><li>relation</li><li>to get in touch with</li><li>to integrate</li><li>to link</li><li>to touch</li></ol>			
凉水	涼水	<span class="tone2">liáng</span> <span class="tone3">shuǐ</span>	<ol><li>cool water</li><li>unboiled water</li></ol>			
领	領	<span class="tone3">lǐng</span>	<ol><li>neck</li><li>collar</li><li>to lead</li><li>to receive</li><li>classifier for clothes, mats, screens etc</li></ol>			
领导	領導	<span class="tone3">lǐng</span> <span class="tone3">dǎo</span>	<ol><li>lead</li><li>leading</li><li>to lead</li><li>leadership</li><li>leader</li></ol>	位(<span class="tone4">wèi</span>), 个|個(<span class="tone4">gè</span>)		
领先	領先	<span class="tone3">lǐng</span> <span class="tone1">xiān</span>	<ol><li>to lead</li><li>to be in front</li></ol>			
另外		<span class="tone4">lìng</span> <span class="tone4">wài</span>	<ol><li>additional</li><li>in addition</li><li>besides</li><li>separate</li><li>other</li><li>moreover</li><li>furthermore</li></ol>			
另一方面		<span class="tone4">lìng</span> <span class="tone1">yī</span> <span class="tone1">fāng</span> <span class="tone4">miàn</span>	<ol><li>on the other hand</li><li>another aspect</li></ol>			
留学	留學	<span class="tone2">liú</span> <span class="tone2">xué</span>	<ol><li>to study abroad</li></ol>			
龙	龍	<span class="tone2">lóng</span>	<ol><li>dragon</li><li>imperial</li></ol>	条|條(<span class="tone2">tiáo</span>)		
龙	龍	<span class="tone2">Lóng</span>	<ol><li>surname Long</li></ol>			
录	彔	<span class="tone4">lù</span>	<ol><li>to carve wood</li></ol>			<span class="nobr">路</span>
录	錄	<span class="tone4">lù</span>	<ol><li>diary</li><li>record</li><li>to hit</li><li>to copy</li></ol>			<span class="nobr">路</span>
录	錄	<span class="tone4">Lù</span>	<ol><li>surname Lu</li></ol>			<span class="nobr">路</span>
录音	錄音	<span class="tone4">lù</span> <span class="tone1">yīn</span>	<ol><li>to record (sound)</li><li>sound recording</li></ol>	个|個(<span class="tone4">gè</span>)		
路线	路線	<span class="tone4">lù</span> <span class="tone4">xiàn</span>	<ol><li>itinerary</li><li>route</li><li>political line (e.g. right revisionist road)</li></ol>	条|條(<span class="tone2">tiáo</span>)		
旅馆	旅館	<span class="tone3">lǚ</span> <span class="tone3">guǎn</span>	<ol><li>hotel</li></ol>	家(<span class="tone1">jiā</span>)		
旅行社		<span class="tone3">lǚ</span> <span class="tone2">xíng</span> <span class="tone4">shè</span>	<ol><li>travel agency</li></ol>			
绿茶	綠茶	<span class="tone4">lǜ</span> <span class="tone2">chá</span>	<ol><li>green tea</li><li>(slang) (of a girl) seemingly innocent and charming but actually calculating and manipulative</li><li>a girl who has these qualities</li></ol>			
乱	亂	<span class="tone4">luàn</span>	<ol><li>in confusion or disorder</li><li>in a confused state of mind</li><li>disorder</li><li>upheaval</li><li>riot</li><li>illicit sexual relations</li><li>to throw into disorder</li><li>to mix up</li><li>indiscriminate</li><li>random</li><li>arbitrary</li></ol>			
落后	落後	<span class="tone4">luò</span> <span class="tone4">hòu</span>	<ol><li>to fall behind</li><li>to lag (in technology etc)</li><li>backward</li><li>to retrogress</li></ol>			
麻烦	麻煩	<span class="tone2">má</span> <span class="tone5">fan</span>	<ol><li>trouble; inconvenience</li><li>inconvenient; troublesome; annoying</li><li>to bother sb; to put sb to trouble</li></ol>			
马	馬	<span class="tone3">mǎ</span>	<ol><li>horse</li><li>horse or cavalry piece in Chinese chess</li><li>knight in Western chess</li></ol>	匹(<span class="tone3">pǐ</span>)		<span class="nobr">吗</span>
马	馬	<span class="tone3">Mǎ</span>	<ol><li>surname Ma</li></ol>			
满足	滿足	<span class="tone3">mǎn</span> <span class="tone2">zú</span>	<ol><li>to satisfy</li><li>to meet (the needs of)</li><li>satisfied</li><li>content</li></ol>			
慢慢		<span class="tone4">mànmàn</span>	<ol><li>slowly; gradually</li></ol>			
毛病		<span class="tone2">máo</span> <span class="tone4">bìng</span>	<ol><li>fault</li><li>defect</li><li>shortcomings</li><li>ailment</li></ol>	个|個(<span class="tone4">gè</span>)		
没用	沒用	<span class="tone2">méi</span> <span class="tone4">yòng</span>	<ol><li>useless</li></ol>			
媒体	媒體	<span class="tone2">méi</span> <span class="tone3">tǐ</span>	<ol><li>media, esp. news media</li></ol>			
每		<span class="tone3">měi</span>	<ol><li>each</li><li>every</li></ol>			
美		<span class="tone3">měi</span>	<ol><li>beautiful</li><li>very satisfactory; good</li><li>to beautify</li><li>to be pleased with oneself</li></ol>			<span class="nobr">每</span>
美		<span class="tone3">Měi</span>	<ol><li>(bound form) the Americas (abbr. for 美洲)</li><li>(bound form) USA (abbr. for 美國｜美国)</li></ol>			
美好		<span class="tone3">měi</span> <span class="tone3">hǎo</span>	<ol><li>beautiful</li><li>fine</li></ol>			
美丽	美麗	<span class="tone3">měi</span> <span class="tone4">lì</span>	<ol><li>beautiful</li></ol>			
美食		<span class="tone3">měi</span> <span class="tone2">shí</span>	<ol><li>culinary delicacy</li><li>fine food</li><li>gourmet food</li></ol>			
美术	美術	<span class="tone3">měi</span> <span class="tone4">shù</span>	<ol><li>art</li><li>fine arts</li><li>painting</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
美元		<span class="tone3">Měi</span> <span class="tone2">yuán</span>	<ol><li>American dollar</li><li>US dollar</li></ol>			
迷		<span class="tone2">mí</span>	<ol><li>to bewilder</li><li>crazy about</li><li>fan</li><li>enthusiast</li><li>lost</li><li>confused</li></ol>			
面对	面對	<span class="tone4">miàn</span> <span class="tone4">duì</span>	<ol><li>to face; to confront</li></ol>			
面积	面積	<span class="tone4">miàn</span> <span class="tone1">jī</span>	<ol><li>area (of a floor, piece of land etc)</li><li>surface area</li><li>tract of land</li></ol>			
民间	民間	<span class="tone2">mín</span> <span class="tone1">jiān</span>	<ol><li>among the people</li><li>popular</li><li>folk</li><li>non-governmental</li><li>involving people rather than governments</li></ol>			
民族		<span class="tone2">mín</span> <span class="tone2">zú</span>	<ol><li>nationality; ethnic group</li></ol>	个|個(<span class="tone4">gè</span>)		
明确	明確	<span class="tone2">míng</span> <span class="tone4">què</span>	<ol><li>clear-cut; definite; explicit</li><li>to clarify; to specify; to make definite</li></ol>			
明显	明顯	<span class="tone2">míng</span> <span class="tone3">xiǎn</span>	<ol><li>clear</li><li>distinct</li><li>obvious</li></ol>			
命运	命運	<span class="tone4">mìng</span> <span class="tone4">yùn</span>	<ol><li>fate; destiny</li></ol>	个|個(<span class="tone4">gè</span>)		
某		<span class="tone3">mǒu</span>	<ol><li>some</li><li>a certain</li><li>sb or sth indefinite</li><li>such-and-such</li></ol>			
母亲	母親	<span class="tone3">mǔ</span> <span class="tone1">qīn</span>	<ol><li>mother</li><li>also pr. [mu3 qin5]</li></ol>	个|個(<span class="tone4">gè</span>)		
木头	木頭	<span class="tone4">mù</span> <span class="tone5">tou</span>	<ol><li>slow-witted</li><li>blockhead</li><li>log (of wood, timber etc)</li></ol>	块|塊(<span class="tone4">kuài</span>), 根(<span class="tone1">gēn</span>)		
目标	目標	<span class="tone4">mù</span> <span class="tone1">biāo</span>	<ol><li>target</li><li>goal</li><li>objective</li></ol>	个|個(<span class="tone4">gè</span>)		
目前		<span class="tone4">mù</span> <span class="tone2">qián</span>	<ol><li>at the present time</li><li>currently</li></ol>			
奶茶		<span class="tone3">nǎi</span> <span class="tone2">chá</span>	<ol><li>milk tea</li></ol>			
男子		<span class="tone2">nán</span> <span class="tone3">zǐ</span>	<ol><li>a man; a male</li></ol>			
南部		<span class="tone2">nán</span> <span class="tone4">bù</span>	<ol><li>southern part</li></ol>			
