#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
可爱	可愛	<span class="tone3">kě</span> <span class="tone4">ài</span>	<ol><li>adorable</li><li>cute</li><li>lovely</li></ol>			
可能		<span class="tone3">kě</span> <span class="tone2">néng</span>	<ol><li>might (happen)</li><li>possible</li><li>probable</li><li>possibility</li><li>probability</li><li>maybe</li><li>perhaps</li></ol>	个|個(<span class="tone4">gè</span>)		
可怕		<span class="tone3">kě</span> <span class="tone4">pà</span>	<ol><li>awful</li><li>dreadful</li><li>fearful</li><li>formidable</li><li>frightful</li><li>scary</li><li>hideous</li><li>horrible</li><li>terrible</li><li>terribly</li></ol>			
可是		<span class="tone3">kě</span> <span class="tone4">shì</span>	<ol><li>but; however</li><li>(used for emphasis) indeed</li></ol>			
可以		<span class="tone3">kě</span> <span class="tone3">yǐ</span>	<ol><li>can</li><li>may</li><li>possible</li><li>able to</li><li>not bad</li><li>pretty good</li></ol>			
克		<span class="tone4">kè</span>	<ol><li>to be able to</li><li>to subdue</li><li>to restrain</li><li>to overcome</li><li>gram</li><li>Tibetan unit of land area, about 6 ares</li></ol>			<span class="nobr">课</span>
克	剋	<span class="tone4">kè</span>	<ol><li>to subdue</li><li>to overthrow</li><li>to restrain</li></ol>			<span class="nobr">课</span>
克		<span class="tone4">Kè</span>	<ol><li>(Tw) abbr. for 克羅埃西亞｜克罗埃西亚, Croatia</li></ol>			
克	剋	<span class="tone4">Kè</span>	<ol><li>Ke (c. 2000 BC), seventh of the legendary Flame Emperors, 炎帝 descended from Shennong 神農｜神农 Farmer God</li></ol>			
刻		<span class="tone4">kè</span>	<ol><li>quarter (hour)</li><li>moment</li><li>to carve</li><li>to engrave</li><li>to cut</li><li>oppressive</li><li>classifier for short time intervals</li></ol>			<span class="nobr">克</span> <span class="nobr">课</span>
客人		<span class="tone4">kè</span> <span class="tone2">rén</span>	<ol><li>visitor</li><li>guest</li><li>customer</li><li>client</li></ol>	位(<span class="tone4">wèi</span>)		
课堂	課堂	<span class="tone4">kè</span> <span class="tone2">táng</span>	<ol><li>classroom</li></ol>	间|間(<span class="tone1">jiān</span>)		
空气	空氣	<span class="tone1">kōng</span> <span class="tone4">qì</span>	<ol><li>air</li><li>atmosphere</li></ol>			
哭		<span class="tone1">kū</span>	<ol><li>to cry; to weep</li></ol>			
快餐		<span class="tone4">kuài</span> <span class="tone1">cān</span>	<ol><li>fast food</li><li>snack</li><li>quick meal</li></ol>			
快点儿	快點兒	<span class="tone4">kuài</span> <span class="tone3">diǎnr</span>	<ol><li>erhua variant of 快點｜快点</li></ol>			
快乐	快樂	<span class="tone4">kuài</span> <span class="tone4">lè</span>	<ol><li>happy; joyful</li></ol>			
快要		<span class="tone4">kuài</span> <span class="tone4">yào</span>	<ol><li>nearly at the point of (doing sth); about to (do sth)</li></ol>			
筷子		<span class="tone4">kuài</span> <span class="tone5">zi</span>	<ol><li>chopsticks</li></ol>	对|對(<span class="tone4">duì</span>), 根(<span class="tone1">gēn</span>), 把(<span class="tone3">bǎ</span>), 双|雙(<span class="tone1">shuāng</span>)		
拉		<span class="tone1">lā</span>	<ol><li>to pull</li><li>to play (a bowed instrument)</li><li>to drag</li><li>to draw</li><li>to chat</li><li>(coll.) to empty one's bowels</li></ol>			
来自	來自	<span class="tone2">lái</span> <span class="tone4">zì</span>	<ol><li>to come from (a place)</li><li>From: (in email header)</li></ol>			
蓝	藍	<span class="tone2">lán</span>	<ol><li>blue</li><li>indigo plant</li></ol>			
蓝	藍	<span class="tone2">Lán</span>	<ol><li>surname Lan</li></ol>			
蓝色	藍色	<span class="tone2">lán</span> <span class="tone4">sè</span>	<ol><li>blue (color)</li></ol>			
篮球	籃球	<span class="tone2">lán</span> <span class="tone2">qiú</span>	<ol><li>basketball</li></ol>	个|個(<span class="tone4">gè</span>), 只|隻(<span class="tone1">zhī</span>)		
老年		<span class="tone3">lǎo</span> <span class="tone2">nián</span>	<ol><li>elderly</li><li>old age</li><li>autumn of one's years</li></ol>			
老朋友		<span class="tone3">lǎo</span> <span class="tone2">péng</span> <span class="tone5">you</span>	<ol><li>old friend</li><li>(slang) period</li><li>menstruation</li></ol>			
老是		<span class="tone3">lǎo</span> <span class="tone5">shi</span>	<ol><li>always</li></ol>			
离	離	<span class="tone2">lí</span>	<ol><li>to leave</li><li>to part from</li><li>to be away from</li><li>(in giving distances) from</li><li>without (sth)</li><li>independent of</li><li>one of the Eight Trigrams 八卦, symbolizing fire</li><li>☲</li></ol>			
离		<span class="tone1">chī</span>	<ol><li>mythical beast (archaic)</li></ol>			<span class="nobr">吃</span>
离	離	<span class="tone2">Lí</span>	<ol><li>surname Li</li></ol>			
离开	離開	<span class="tone2">lí</span> <span class="tone1">kāi</span>	<ol><li>to depart; to leave</li></ol>			
礼物	禮物	<span class="tone3">lǐ</span> <span class="tone4">wù</span>	<ol><li>gift; present</li></ol>	件(<span class="tone4">jiàn</span>), 个|個(<span class="tone4">gè</span>), 份(<span class="tone4">fèn</span>)		
里头	裡頭	<span class="tone3">lǐ</span> <span class="tone5">tou</span>	<ol><li>inside</li><li>interior</li></ol>			
理想		<span class="tone3">lǐ</span> <span class="tone3">xiǎng</span>	<ol><li>an ideal</li><li>a dream</li><li>ideal</li><li>perfect</li></ol>			
例如		<span class="tone4">lì</span> <span class="tone2">rú</span>	<ol><li>for example; for instance; such as</li></ol>			
例子		<span class="tone4">lì</span> <span class="tone5">zi</span>	<ol><li>case</li><li>(for) instance</li><li>example</li></ol>	个|個(<span class="tone4">gè</span>)		
脸	臉	<span class="tone3">liǎn</span>	<ol><li>face</li></ol>	张|張(<span class="tone1">zhāng</span>), 个|個(<span class="tone4">gè</span>)		
练	練	<span class="tone4">liàn</span>	<ol><li>to practice</li><li>to train</li><li>to drill</li><li>to perfect (one's skill)</li><li>exercise</li><li>(literary) white silk</li><li>to boil and scour raw silk</li></ol>			
练习	練習	<span class="tone4">liàn</span> <span class="tone2">xí</span>	<ol><li>to practice</li><li>exercise</li><li>drill</li><li>practice</li></ol>	个|個(<span class="tone4">gè</span>)		
凉	涼	<span class="tone2">liáng</span>	<ol><li>cool</li><li>cold</li></ol>			
凉	涼	<span class="tone2">Liáng</span>	<ol><li>the five Liang of the Sixteen Kingdoms, namely: Former Liang 前涼｜前凉 (314-376), Later Liang 後涼｜后凉 (386-403), Northern Liang 北涼｜北凉 (398-439), Southern Liang 南涼｜南凉 (397-414), Western Liang 西涼｜西凉 (400-421)</li></ol>			
凉	涼	<span class="tone4">liàng</span>	<ol><li>to let sth cool down</li></ol>			
凉快	涼快	<span class="tone2">liáng</span> <span class="tone5">kuai</span>	<ol><li>nice and cold</li><li>pleasantly cool</li></ol>			
亮		<span class="tone4">liàng</span>	<ol><li>bright; light</li><li>to shine; to flash</li><li>loud and clear</li><li>to show (one's passport etc); to make public (one's views etc)</li></ol>			<span class="nobr">凉</span>
辆	輛	<span class="tone4">liàng</span>	<ol><li>classifier for vehicles</li></ol>			<span class="nobr">亮</span> <span class="nobr">凉</span>
零下		<span class="tone2">líng</span> <span class="tone4">xià</span>	<ol><li>below zero</li></ol>			
留		<span class="tone2">liú</span>	<ol><li>to leave (a message etc)</li><li>to retain</li><li>to stay</li><li>to remain</li><li>to keep</li><li>to preserve</li></ol>			
留	㽞	<span class="tone2">liú</span>	<ol><li>old variant of 留</li></ol>			
留	畱	<span class="tone2">liú</span>	<ol><li>old variant of 留</li></ol>			
留下		<span class="tone2">liú</span> <span class="tone4">xià</span>	<ol><li>to leave behind</li><li>to stay behind</li><li>to remain</li><li>to keep</li><li>not to let (sb) go</li></ol>			
留学生	留學生	<span class="tone2">liú</span> <span class="tone2">xué</span> <span class="tone1">shēng</span>	<ol><li>student studying abroad</li><li>(foreign) exchange student</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>)		
流		<span class="tone2">liú</span>	<ol><li>to flow</li><li>to disseminate</li><li>to circulate or spread</li><li>to move or drift</li><li>to degenerate</li><li>to banish or send into exile</li><li>stream of water or sth resembling one</li><li>class, rate or grade</li></ol>			<span class="nobr">留</span>
流利		<span class="tone2">liú</span> <span class="tone4">lì</span>	<ol><li>fluent</li></ol>			
流行		<span class="tone2">liú</span> <span class="tone2">xíng</span>	<ol><li>(of a contagious disease etc) to spread</li><li>to propagate</li><li>(of a style of clothing, song etc) popular</li><li>fashionable</li></ol>			
路边	路邊	<span class="tone4">lù</span> <span class="tone1">biān</span>	<ol><li>curb; roadside; wayside</li></ol>			
旅客		<span class="tone3">lǚ</span> <span class="tone4">kè</span>	<ol><li>traveler; tourist</li></ol>			
旅行		<span class="tone3">lǚ</span> <span class="tone2">xíng</span>	<ol><li>to travel</li><li>journey; trip</li></ol>	趟(<span class="tone4">tàng</span>), 次(<span class="tone4">cì</span>)		
旅游	旅遊	<span class="tone3">lǚ</span> <span class="tone2">yóu</span>	<ol><li>trip</li><li>journey</li><li>tourism</li><li>travel</li><li>tour</li><li>to travel</li></ol>			
绿	綠	<span class="tone4">lǜ</span>	<ol><li>green</li><li>(slang) (derived from 綠帽子｜绿帽子) to cheat on (one's spouse or boyfriend or girlfriend)</li></ol>			
绿色	綠色	<span class="tone4">lǜ</span> <span class="tone4">sè</span>	<ol><li>green</li></ol>			
卖	賣	<span class="tone4">mài</span>	<ol><li>to sell</li><li>to betray</li><li>to spare no effort</li><li>to show off or flaunt</li></ol>			
满	滿	<span class="tone3">mǎn</span>	<ol><li>to fill</li><li>full</li><li>filled</li><li>packed</li><li>fully</li><li>completely</li><li>quite</li><li>to reach the limit</li><li>to satisfy</li><li>satisfied</li><li>contented</li></ol>			
满	滿	<span class="tone3">Mǎn</span>	<ol><li>Manchu ethnic group</li></ol>			
满意	滿意	<span class="tone3">mǎn</span> <span class="tone4">yì</span>	<ol><li>satisfied</li><li>pleased</li><li>to one's satisfaction</li></ol>			
猫	貓	<span class="tone1">māo</span>	<ol><li>cat (CL:隻｜只)</li><li>(dialect) to hide oneself</li><li>(loanword) (coll.) modem</li></ol>			
米		<span class="tone3">mǐ</span>	<ol><li>rice</li><li>meter (classifier)</li></ol>	粒(<span class="tone4">lì</span>)		
米		<span class="tone3">Mǐ</span>	<ol><li>surname Mi</li></ol>			
面		<span class="tone4">miàn</span>	<ol><li>face</li><li>side</li><li>surface</li><li>aspect</li><li>top</li><li>classifier for objects with flat surfaces such as drums, mirrors, flags etc</li></ol>			
面	麵	<span class="tone4">miàn</span>	<ol><li>flour</li><li>noodles</li><li>(of food) soft (not crunchy)</li><li>(slang) (of a person) ineffectual</li><li>spineless</li></ol>			
面前		<span class="tone4">miàn</span> <span class="tone2">qián</span>	<ol><li>in front of</li><li>facing</li><li>(in the) presence (of)</li></ol>			
名		<span class="tone2">míng</span>	<ol><li>name</li><li>noun (part of speech)</li><li>place (e.g. among winners)</li><li>famous</li><li>classifier for people</li></ol>			
名称	名稱	<span class="tone2">míng</span> <span class="tone1">chēng</span>	<ol><li>name (of a thing)</li><li>name (of an organization)</li></ol>			
名单	名單	<span class="tone2">míng</span> <span class="tone1">dān</span>	<ol><li>list of names</li></ol>			
明星		<span class="tone2">míng</span> <span class="tone1">xīng</span>	<ol><li>star; celebrity</li></ol>			
目的		<span class="tone4">mù</span> <span class="tone4">dì</span>	<ol><li>purpose; aim; goal; target; objective</li></ol>	个|個(<span class="tone4">gè</span>)		
拿出		<span class="tone2">ná</span> <span class="tone1">chū</span>	<ol><li>to take out</li><li>to put out</li><li>to provide</li><li>to put forward (a proposal)</li><li>to come up with (evidence)</li></ol>			
拿到		<span class="tone2">ná</span> <span class="tone4">dào</span>	<ol><li>to get</li><li>to obtain</li></ol>			
那会儿	那會兒	<span class="tone4">nà</span> <span class="tone4">huìr</span>	<ol><li>at that time (in the past or the future)</li><li>also pr. [nei4 hui4 r5]</li></ol>			
那么	那麼	<span class="tone4">nà</span> <span class="tone5">me</span>	<ol><li>like that</li><li>in that way</li><li>or so</li><li>so</li><li>so very much</li><li>about</li><li>in that case</li></ol>			
那时候	那時候	<span class="tone4">nà</span> <span class="tone2">shí</span> <span class="tone5">hou</span>	<ol><li>at that time</li></ol>			
那时	那時	<span class="tone4">nà</span> <span class="tone2">shí</span>	<ol><li>then</li><li>at that time</li><li>in those days</li></ol>			
那样	那樣	<span class="tone4">nà</span> <span class="tone4">yàng</span>	<ol><li>that kind</li><li>that sort</li></ol>			
南方		<span class="tone2">nán</span> <span class="tone1">fāng</span>	<ol><li>south</li><li>southern China (areas to the south of the Yangtze River)</li></ol>			
难过	難過	<span class="tone2">nán</span> <span class="tone4">guò</span>	<ol><li>to feel sad</li><li>to feel unwell</li><li>(of life) to be difficult</li></ol>			
难看	難看	<span class="tone2">nán</span> <span class="tone4">kàn</span>	<ol><li>ugly</li><li>unsightly</li></ol>			
难受	難受	<span class="tone2">nán</span> <span class="tone4">shòu</span>	<ol><li>to feel unwell</li><li>to suffer pain</li><li>to be difficult to bear</li></ol>			
难题	難題	<span class="tone2">nán</span> <span class="tone2">tí</span>	<ol><li>difficult problem</li></ol>			
难听	難聽	<span class="tone2">nán</span> <span class="tone1">tīng</span>	<ol><li>unpleasant to hear</li><li>coarse</li><li>vulgar</li><li>offensive</li><li>shameful</li></ol>			
能够	能夠	<span class="tone2">néng</span> <span class="tone4">gòu</span>	<ol><li>to be capable of</li><li>to be able to</li><li>can</li></ol>			
年级	年級	<span class="tone2">nián</span> <span class="tone2">jí</span>	<ol><li>grade</li><li>year (in school, college etc)</li></ol>	个|個(<span class="tone4">gè</span>)		
年轻	年輕	<span class="tone2">nián</span> <span class="tone1">qīng</span>	<ol><li>young</li></ol>			
鸟	鳥	<span class="tone3">niǎo</span>	<ol><li>bird</li><li>"bird" radical in Chinese characters (Kangxi radical 196)</li><li>(dialect) to pay attention to</li><li>(intensifier) damned</li><li>goddamn</li></ol>	只|隻(<span class="tone1">zhī</span>), 群(<span class="tone2">qún</span>)		
鸟	鳥	<span class="tone3">diǎo</span>	<ol><li>penis</li></ol>			
弄		<span class="tone4">nòng</span>	<ol><li>to do</li><li>to manage</li><li>to handle</li><li>to play with</li><li>to fool with</li><li>to mess with</li><li>to fix</li><li>to toy with</li></ol>			
弄	挵	<span class="tone4">nòng</span>	<ol><li>old variant of 弄</li></ol>			
弄		<span class="tone4">lòng</span>	<ol><li>lane</li><li>alley</li></ol>			
努力		<span class="tone3">nǔ</span> <span class="tone4">lì</span>	<ol><li>to make an effort; to try hard; to strive</li><li>hard-working; conscientious</li></ol>			
爬		<span class="tone2">pá</span>	<ol><li>to crawl</li><li>to climb</li><li>to get up or sit up</li></ol>			
爬山		<span class="tone2">pá</span> <span class="tone1">shān</span>	<ol><li>to climb a mountain</li><li>to mountaineer</li><li>hiking</li><li>mountaineering</li></ol>			
怕		<span class="tone4">pà</span>	<ol><li>to be afraid</li><li>to fear</li><li>to dread</li><li>to be unable to endure</li><li>perhaps</li></ol>			
怕		<span class="tone4">Pà</span>	<ol><li>surname Pa</li></ol>			
排		<span class="tone2">pái</span>	<ol><li>a row</li><li>a line</li><li>to set in order</li><li>to arrange</li><li>to line up</li><li>to eliminate</li><li>to drain</li><li>to push open</li><li>platoon</li><li>raft</li><li>classifier for lines, rows etc</li></ol>			
排队	排隊	<span class="tone2">pái</span> <span class="tone4">duì</span>	<ol><li>to line up</li></ol>			
排球		<span class="tone2">pái</span> <span class="tone2">qiú</span>	<ol><li>volleyball</li></ol>	个|個(<span class="tone4">gè</span>)		
碰		<span class="tone4">pèng</span>	<ol><li>to touch</li><li>to meet with</li><li>to bump</li></ol>			
碰	踫	<span class="tone4">pèng</span>	<ol><li>old variant of 碰</li></ol>			
碰到		<span class="tone4">pèng</span> <span class="tone4">dào</span>	<ol><li>to come across</li><li>to run into</li><li>to meet</li><li>to hit</li></ol>			
碰见	碰見	<span class="tone4">pèng</span> <span class="tone4">jiàn</span>	<ol><li>to run into</li><li>to meet (unexpectedly)</li><li>to bump into</li></ol>			
篇		<span class="tone1">piān</span>	<ol><li>sheet</li><li>piece of writing</li><li>bound set of bamboo slips used for record keeping (old)</li><li>classifier for written items: chapter, article</li></ol>			
便宜		<span class="tone2">pián</span> <span class="tone5">yi</span>	<ol><li>cheap; inexpensive</li><li>a petty advantage</li><li>to let sb off lightly</li></ol>			
便宜		<span class="tone4">biàn</span> <span class="tone2">yí</span>	<ol><li>convenient</li></ol>			
片		<span class="tone4">piàn</span>	<ol><li>thin piece</li><li>flake</li><li>a slice</li><li>film</li><li>TV play</li><li>to slice</li><li>to carve thin</li><li>partial</li><li>incomplete</li><li>one-sided</li><li>classifier for slices, tablets, tract of land, area of water</li><li>classifier for CDs, movies, DVDs etc</li><li>used with numeral 一: classifier for scenario, scene, feeling, atmosphere, sound etc</li><li>Kangxi radical 91</li></ol>			
片		<span class="tone1">piān</span>	<ol><li>disk</li><li>sheet</li></ol>			<span class="nobr">篇</span>
漂亮		<span class="tone4">piào</span> <span class="tone5">liang</span>	<ol><li>pretty; beautiful</li></ol>			
平		<span class="tone2">píng</span>	<ol><li>flat</li><li>level</li><li>equal</li><li>to tie (make the same score)</li><li>to draw (score)</li><li>calm</li><li>peaceful</li></ol>			
平		<span class="tone2">Píng</span>	<ol><li>surname Ping</li></ol>			
平安		<span class="tone2">píng</span> <span class="tone1">ān</span>	<ol><li>safe and sound</li><li>well</li><li>without mishap</li><li>quiet and safe</li><li>at peace</li></ol>			
平常		<span class="tone2">píng</span> <span class="tone2">cháng</span>	<ol><li>ordinary</li><li>common</li><li>usually</li><li>ordinarily</li></ol>			
平等		<span class="tone2">píng</span> <span class="tone3">děng</span>	<ol><li>equal</li><li>equality</li></ol>			
平时	平時	<span class="tone2">píng</span> <span class="tone2">shí</span>	<ol><li>ordinarily</li><li>in normal times</li><li>in peacetime</li></ol>			
瓶		<span class="tone2">píng</span>	<ol><li>bottle</li><li>vase</li><li>pitcher</li><li>classifier for wine and liquids</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">平</span>
瓶子		<span class="tone2">píng</span> <span class="tone5">zi</span>	<ol><li>bottle</li></ol>	个|個(<span class="tone4">gè</span>)		
普通		<span class="tone3">pǔ</span> <span class="tone1">tōng</span>	<ol><li>common</li><li>ordinary</li><li>general</li><li>average</li></ol>			
普通话	普通話	<span class="tone3">pǔ</span> <span class="tone1">tōng</span> <span class="tone4">huà</span>	<ol><li>Mandarin (common language)</li><li>Putonghua (common speech of the Chinese language)</li><li>ordinary speech</li></ol>			
其他		<span class="tone2">qí</span> <span class="tone1">tā</span>	<ol><li>other</li><li>(sth or sb) else</li><li>the rest</li></ol>			
其中		<span class="tone2">qí</span> <span class="tone1">zhōng</span>	<ol><li>among</li><li>in</li><li>included among these</li></ol>			
骑	騎	<span class="tone2">qí</span>	<ol><li>to sit astride</li><li>to ride (a horse, bike etc)</li><li>classifier for saddle horses</li></ol>			
骑	騎	<span class="tone4">jì</span>	<ol><li>(Tw) saddle horse</li><li>mounted soldier</li></ol>			<span class="nobr">记</span>
骑车	騎車	<span class="tone2">qí</span> <span class="tone1">chē</span>	<ol><li>to ride a bike (motorbike or bicycle)</li></ol>			
起飞	起飛	<span class="tone3">qǐ</span> <span class="tone1">fēi</span>	<ol><li>(of an aircraft) to take off</li></ol>			
气	氣	<span class="tone4">qì</span>	<ol><li>gas; air</li><li>smell</li><li>weather</li><li>to make angry; to annoy; to get angry</li><li>vital energy; qi</li></ol>			
气温	氣溫	<span class="tone4">qì</span> <span class="tone1">wēn</span>	<ol><li>air temperature</li></ol>	个|個(<span class="tone4">gè</span>)		
千		<span class="tone1">qiān</span>	<ol><li>thousand</li></ol>			
千	韆	<span class="tone1">qiān</span>	<ol><li>see 鞦韆｜秋千</li></ol>			
千克		<span class="tone1">qiān</span> <span class="tone4">kè</span>	<ol><li>kilogram</li></ol>			
前年		<span class="tone2">qián</span> <span class="tone2">nián</span>	<ol><li>the year before last</li></ol>			
墙	牆	<span class="tone2">qiáng</span>	<ol><li>wall (CL:面,堵)</li><li>(slang) to block (a website) (usu. in the passive: 被牆｜被墙)</li></ol>			
青年		<span class="tone1">qīng</span> <span class="tone2">nián</span>	<ol><li>youth</li><li>youthful years</li><li>young person</li><li>the young</li></ol>			
青少年		<span class="tone1">qīng</span> <span class="tone4">shào</span> <span class="tone2">nián</span>	<ol><li>adolescent</li><li>youth</li><li>teenager</li></ol>			
轻	輕	<span class="tone1">qīng</span>	<ol><li>light</li><li>easy</li><li>gentle</li><li>soft</li><li>reckless</li><li>unimportant</li><li>frivolous</li><li>small in number</li><li>unstressed</li><li>neutral</li><li>to disparage</li></ol>			
清楚		<span class="tone1">qīng</span> <span class="tone5">chu</span>	<ol><li>clear</li><li>distinct</li><li>to understand thoroughly</li><li>to be clear about</li></ol>			
晴		<span class="tone2">qíng</span>	<ol><li>clear</li><li>fine (weather)</li></ol>			
晴天		<span class="tone2">qíng</span> <span class="tone1">tiān</span>	<ol><li>clear sky</li><li>sunny day</li></ol>			
请客	請客	<span class="tone3">qǐng</span> <span class="tone4">kè</span>	<ol><li>to give a dinner party</li><li>to entertain guests</li><li>to invite to dinner</li></ol>			
请求	請求	<span class="tone3">qǐng</span> <span class="tone2">qiú</span>	<ol><li>to request; to ask</li><li>request (CL:個｜个)</li></ol>			
秋天		<span class="tone1">qiū</span> <span class="tone1">tiān</span>	<ol><li>autumn</li></ol>	个|個(<span class="tone4">gè</span>)		
求		<span class="tone2">qiú</span>	<ol><li>to seek</li><li>to look for</li><li>to request</li><li>to demand</li><li>to beseech</li></ol>			
球场	球場	<span class="tone2">qiú</span> <span class="tone3">chǎng</span>	<ol><li>stadium</li><li>sports ground</li><li>court</li><li>pitch</li><li>field</li><li>golf course</li></ol>	个|個(<span class="tone4">gè</span>), 处|處(<span class="tone4">chù</span>)		
球队	球隊	<span class="tone2">qiú</span> <span class="tone4">duì</span>	<ol><li>sports team (basketball, soccer, football etc)</li></ol>			
球鞋		<span class="tone2">qiú</span> <span class="tone2">xié</span>	<ol><li>athletic shoes</li></ol>			
取		<span class="tone3">qǔ</span>	<ol><li>to take</li><li>to get</li><li>to choose</li><li>to fetch</li></ol>			
取得		<span class="tone3">qǔ</span> <span class="tone2">dé</span>	<ol><li>to acquire; to get; to obtain</li></ol>			
全		<span class="tone2">quán</span>	<ol><li>all</li><li>whole</li><li>entire</li><li>every</li><li>complete</li></ol>			
全		<span class="tone2">Quán</span>	<ol><li>surname Quan</li></ol>			
全部		<span class="tone2">quán</span> <span class="tone4">bù</span>	<ol><li>whole; all</li></ol>			
全国	全國	<span class="tone2">quán</span> <span class="tone2">guó</span>	<ol><li>whole nation</li><li>nationwide</li><li>countrywide</li><li>national</li></ol>			
全家		<span class="tone2">Quánjiā</span>	<ol><li>FamilyMart (convenience store chain)</li></ol>			
全家		<span class="tone2">quánjiā</span>	<ol><li>whole family</li></ol>			
全年		<span class="tone2">quán</span> <span class="tone2">nián</span>	<ol><li>the whole year</li><li>all year long</li></ol>			
全身		<span class="tone2">quán</span> <span class="tone1">shēn</span>	<ol><li>the whole body</li><li>(typography) em</li></ol>			
全体	全體	<span class="tone2">quán</span> <span class="tone3">tǐ</span>	<ol><li>all</li><li>entire</li></ol>			
然后	然後	<span class="tone2">rán</span> <span class="tone4">hòu</span>	<ol><li>then; after that; afterwards</li></ol>			
让	讓	<span class="tone4">ràng</span>	<ol><li>to yield</li><li>to permit</li><li>to let sb do sth</li><li>to have sb do sth</li><li>to make sb (feel sad etc)</li><li>by (indicates the agent in a passive clause, like 被)</li></ol>			
热情	熱情	<span class="tone4">rè</span> <span class="tone2">qíng</span>	<ol><li>cordial</li><li>enthusiastic</li><li>passion</li><li>passionate</li><li>passionately</li></ol>			
人口		<span class="tone2">rén</span> <span class="tone3">kǒu</span>	<ol><li>population</li><li>people</li></ol>			
人们	人們	<span class="tone2">rén</span> <span class="tone5">men</span>	<ol><li>people</li></ol>			
人数	人數	<span class="tone2">rén</span> <span class="tone4">shù</span>	<ol><li>number of people</li></ol>			
认为	認為	<span class="tone4">rèn</span> <span class="tone2">wéi</span>	<ol><li>to believe; to think; to consider; to feel</li></ol>			
日报	日報	<span class="tone4">rì</span> <span class="tone4">bào</span>	<ol><li>daily newspaper</li></ol>			
日子		<span class="tone4">rì</span> <span class="tone5">zi</span>	<ol><li>day</li><li>a (calendar) date</li><li>days of one's life</li></ol>			
如果		<span class="tone2">rú</span> <span class="tone3">guǒ</span>	<ol><li>if</li><li>in case</li><li>in the event that</li></ol>			
入口		<span class="tone4">rù</span> <span class="tone3">kǒu</span>	<ol><li>entrance</li><li>to import</li></ol>			
商量		<span class="tone1">shāng</span> <span class="tone5">liang</span>	<ol><li>to consult</li><li>to talk over</li><li>to discuss</li></ol>			
商人		<span class="tone1">shāng</span> <span class="tone2">rén</span>	<ol><li>merchant</li><li>businessman</li></ol>			
上周		<span class="tone4">shàng</span> <span class="tone1">zhōu</span>	<ol><li>last week</li></ol>			
少数	少數	<span class="tone3">shǎo</span> <span class="tone4">shù</span>	<ol><li>small number</li><li>few</li><li>minority</li></ol>			
少年		<span class="tone4">shào</span> <span class="tone2">nián</span>	<ol><li>early youth</li><li>youngster</li><li>(literary) youth; young man</li></ol>			
身边	身邊	<span class="tone1">shēn</span> <span class="tone1">biān</span>	<ol><li>at one's side</li><li>on hand</li></ol>			
什么样	什麼樣	<span class="tone2">shén</span> <span class="tone5">me</span> <span class="tone4">yàng</span>	<ol><li>what kind?; what sort?</li></ol>			
生		<span class="tone1">shēng</span>	<ol><li>to be born</li><li>to give birth</li><li>life</li><li>to grow</li><li>raw</li><li>uncooked</li><li>student</li></ol>			
生词	生詞	<span class="tone1">shēng</span> <span class="tone2">cí</span>	<ol><li>new word (in textbook)</li><li>word that is unfamiliar or not yet studied</li></ol>	组|組(<span class="tone3">zǔ</span>), 个|個(<span class="tone4">gè</span>)		
生活		<span class="tone1">shēng</span> <span class="tone2">huó</span>	<ol><li>to live</li><li>life</li><li>livelihood</li></ol>			
声音	聲音	<span class="tone1">shēng</span> <span class="tone1">yīn</span>	<ol><li>voice</li><li>sound</li></ol>	个|個(<span class="tone4">gè</span>)		
省		<span class="tone3">shěng</span>	<ol><li>to save; to economize; to be frugal</li><li>to omit; to delete; to leave out</li><li>province</li><li>provincial capital</li><li>a ministry (of the Japanese government)</li></ol>			
省		<span class="tone3">xǐng</span>	<ol><li>(bound form) to scrutinize</li><li>(bound form) to reflect (on one's conduct)</li><li>(bound form) to come to realize</li><li>(bound form) to pay a visit (to one's parents or elders)</li></ol>			
十分		<span class="tone2">shí</span> <span class="tone1">fēn</span>	<ol><li>very</li><li>completely</li><li>utterly</li><li>extremely</li><li>absolutely</li><li>hundred percent</li><li>to divide into ten equal parts</li></ol>			
实际	實際	<span class="tone2">shí</span> <span class="tone4">jì</span>	<ol><li>reality</li><li>practice</li><li>practical</li><li>realistic</li><li>real</li><li>actual</li></ol>			
实习	實習	<span class="tone2">shí</span> <span class="tone2">xí</span>	<ol><li>to practice</li><li>field work</li><li>to intern</li><li>internship</li></ol>			
实现	實現	<span class="tone2">shí</span> <span class="tone4">xiàn</span>	<ol><li>to achieve; to implement; to realize; to bring about</li></ol>			
实在	實在	<span class="tone2">shí</span> <span class="tone4">zài</span>	<ol><li>really</li><li>actually</li><li>indeed</li><li>true</li><li>real</li><li>honest</li><li>dependable</li><li>(philosophy) reality</li></ol>			
食物		<span class="tone2">shíwù</span>	<ol><li>food</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
使用		<span class="tone3">shǐ</span> <span class="tone4">yòng</span>	<ol><li>to use</li><li>to employ</li><li>to apply</li><li>to make use of</li></ol>			
市		<span class="tone4">shì</span>	<ol><li>market</li><li>city</li></ol>	个|個(<span class="tone4">gè</span>)		
