#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
绿灯	綠燈	<span class="tone4">lǜ</span> <span class="tone1">dēng</span>	<ol><li>green light (traffic signal)</li><li>(fig.) permission to proceed</li></ol>			
绿地	綠地	<span class="tone4">lǜ</span> <span class="tone4">dì</span>	<ol><li>green area (e.g. urban park or garden)</li></ol>			
路段		<span class="tone4">lù</span> <span class="tone4">duàn</span>	<ol><li>stretch of road</li><li>section of a highway or railway</li></ol>			
芦花	蘆花	<span class="tone2">lú</span> <span class="tone1">huā</span>	<ol><li>reed catkin</li><li>reed flower</li></ol>			
路况	路況	<span class="tone4">lù</span> <span class="tone4">kuàng</span>	<ol><li>road condition(s) (e.g. surface, traffic flow etc)</li></ol>			
鲁莽	魯莽	<span class="tone3">lǔ</span> <span class="tone3">mǎng</span>	<ol><li>hot-headed; impulsive; reckless</li></ol>			
路面		<span class="tone4">lù</span> <span class="tone4">miàn</span>	<ol><li>road surface</li></ol>			
路人		<span class="tone4">lù</span> <span class="tone2">rén</span>	<ol><li>passer-by</li><li>stranger</li></ol>			
露天		<span class="tone4">lù</span> <span class="tone1">tiān</span>	<ol><li>outdoors</li><li>al fresco</li><li>in the open</li></ol>			
路途		<span class="tone4">lù</span> <span class="tone2">tú</span>	<ol><li>(lit. and fig.) road</li><li>path</li></ol>			
旅途		<span class="tone3">lǚ</span> <span class="tone2">tú</span>	<ol><li>journey</li><li>trip</li></ol>			
卤味	滷味	<span class="tone3">lǔ</span> <span class="tone4">wèi</span>	<ol><li>food prepared by stewing in soy sauce and spices</li></ol>			
履行		<span class="tone3">lǚ</span> <span class="tone2">xíng</span>	<ol><li>to fulfill (one's obligations)</li><li>to carry out (a task)</li><li>to implement (an agreement)</li><li>to perform</li></ol>			<span class="nobr">旅行</span>
炉灶	爐灶	<span class="tone2">lú</span> <span class="tone4">zào</span>	<ol><li>stove</li></ol>			
录制	錄製	<span class="tone4">lù</span> <span class="tone4">zhì</span>	<ol><li>to record (video or audio)</li></ol>			
炉子	爐子	<span class="tone2">lú</span> <span class="tone5">zi</span>	<ol><li>stove</li><li>oven</li><li>furnace</li></ol>			
路子		<span class="tone4">lù</span> <span class="tone5">zi</span>	<ol><li>method</li><li>way</li><li>approach</li></ol>			
卵		<span class="tone3">luǎn</span>	<ol><li>egg; ovum; spawn</li><li>(coll.) testicles</li><li>(old) penis</li><li>(expletive) fucking</li></ol>			
銮	鑾	<span class="tone2">luán</span>	<ol><li>imperial</li></ol>			
乱七八糟	亂七八糟	<span class="tone4">luàn</span> <span class="tone1">qī</span> <span class="tone1">bā</span> <span class="tone1">zāo</span>	<ol><li>(idiom) chaotic; in disorder; muddled</li></ol>			
孪生	孿生	<span class="tone2">luán</span> <span class="tone1">shēng</span>	<ol><li>(adj.) twin</li></ol>			
略		<span class="tone4">lüè</span>	<ol><li>brief; sketchy</li><li>outline; summary</li><li>to omit</li><li>(bound form before a single-character verb) a bit; somewhat; slightly</li><li>plan; strategy</li><li>to capture (territory)</li></ol>			
掠夺	掠奪	<span class="tone4">lüè</span> <span class="tone2">duó</span>	<ol><li>to plunder</li><li>to rob</li></ol>			
略微		<span class="tone4">lüè</span> <span class="tone1">wēi</span>	<ol><li>a little bit; slightly</li></ol>			
抡	掄	<span class="tone1">lūn</span>	<ol><li>to swing (one's arms, a heavy object)</li><li>to wave (a sword, one's fists)</li><li>to fling (money)</li></ol>			
抡	掄	<span class="tone2">lún</span>	<ol><li>to select</li></ol>			<span class="nobr">轮</span>
轮换	輪換	<span class="tone2">lún</span> <span class="tone4">huàn</span>	<ol><li>to rotate; to take turns</li></ol>			
轮廓	輪廓	<span class="tone2">lún</span> <span class="tone4">kuò</span>	<ol><li>outline; silhouette</li></ol>			
伦理	倫理	<span class="tone2">lún</span> <span class="tone3">lǐ</span>	<ol><li>ethics</li></ol>			
轮流	輪流	<span class="tone2">lún</span> <span class="tone2">liú</span>	<ol><li>to alternate; to take turns</li></ol>			
论述	論述	<span class="tone4">lùn</span> <span class="tone4">shù</span>	<ol><li>treatise</li><li>discourse</li><li>exposition</li></ol>			
轮胎	輪胎	<span class="tone2">lún</span> <span class="tone1">tāi</span>	<ol><li>tire; pneumatic tire</li></ol>			
论坛	論壇	<span class="tone4">lùn</span> <span class="tone2">tán</span>	<ol><li>forum (for discussion)</li></ol>			
论证	論證	<span class="tone4">lùn</span> <span class="tone4">zhèng</span>	<ol><li>to prove a point</li><li>to expound on</li><li>to demonstrate or prove (through argument)</li><li>proof</li></ol>			
罗	羅	<span class="tone2">luó</span>	<ol><li>gauze</li><li>to collect</li><li>to gather</li><li>to catch</li><li>to sift</li></ol>			
罗	羅	<span class="tone2">Luó</span>	<ol><li>surname Luo</li></ol>			
裸		<span class="tone3">luǒ</span>	<ol><li>naked</li></ol>			
萝卜	蘿蔔	<span class="tone2">luó</span> <span class="tone5">bo</span>	<ol><li>radish (Raphanus sativus), esp. white radish 白蘿蔔｜白萝卜</li></ol>	个|個(<span class="tone4">gè</span>), 根(<span class="tone1">gēn</span>)		
落差		<span class="tone4">luò</span> <span class="tone1">chā</span>	<ol><li>drop in elevation</li><li>(fig.) gap (in wages, expectations etc)</li><li>disparity</li></ol>			
落地		<span class="tone4">luò</span> <span class="tone4">dì</span>	<ol><li>to fall to the ground</li><li>to be set on the ground</li><li>to reach to the ground</li><li>to be born</li><li>(of a plane) to land</li></ol>			
落户	落戶	<span class="tone4">luò</span> <span class="tone4">hù</span>	<ol><li>to settle</li><li>to set up home</li></ol>			
裸露		<span class="tone3">luǒ</span> <span class="tone4">lù</span>	<ol><li>naked; bare; uncovered; exposed</li></ol>			
螺丝	螺絲	<span class="tone2">luó</span> <span class="tone1">sī</span>	<ol><li>screw</li></ol>			
落下		<span class="tone4">luò</span> <span class="tone4">xià</span>	<ol><li>to fall</li><li>to drop</li><li>to land (of projectile)</li></ol>			
络绎不绝	絡繹不絕	<span class="tone4">luò</span> <span class="tone4">yì</span> <span class="tone4">bù</span> <span class="tone2">jué</span>	<ol><li>(idiom) continuously; in an endless stream</li></ol>			
麻		<span class="tone2">má</span>	<ol><li>generic name for hemp, flax etc</li><li>hemp or flax fiber for textile materials</li><li>sesame</li><li>(of materials) rough or coarse</li><li>pocked</li><li>pitted</li><li>to have pins and needles or tingling</li><li>to feel numb</li></ol>	缕|縷(<span class="tone3">lu%3Ǎ</span>)		<span class="nobr">吗</span> <span class="nobr">嘛</span>
麻	蔴	<span class="tone2">má</span>	<ol><li>hemp</li></ol>			<span class="nobr">吗</span> <span class="nobr">嘛</span>
麻		<span class="tone2">Má</span>	<ol><li>surname Ma</li></ol>			
码	碼	<span class="tone3">mǎ</span>	<ol><li>weight</li><li>number</li><li>code</li><li>to pile</li><li>to stack</li><li>classifier for length or distance (yard), happenings etc</li></ol>			<span class="nobr">吗</span> <span class="nobr">马</span>
麻痹	麻痺	<span class="tone2">má</span> <span class="tone4">bì</span>	<ol><li>paralysis</li><li>palsy</li><li>numbness</li><li>to benumb</li><li>(fig.) to lull</li><li>negligent</li><li>apathetic</li></ol>			
马后炮	馬後炮	<span class="tone3">mǎ</span> <span class="tone4">hòu</span> <span class="tone4">pào</span>	<ol><li>lit. firing after the horse</li><li>fig. belated action</li><li>giving advice in hindsight</li></ol>			
马后炮	馬後砲	<span class="tone3">mǎ</span> <span class="tone4">hòu</span> <span class="tone4">pào</span>	<ol><li>lit. firing after the horse</li><li>fig. belated action</li><li>giving advice in hindsight</li></ol>			
马虎	馬虎	<span class="tone3">mǎ</span> <span class="tone5">hu</span>	<ol><li>careless</li><li>sloppy</li><li>negligent</li><li>skimpy</li></ol>			
麻将	麻將	<span class="tone2">má</span> <span class="tone4">jiàng</span>	<ol><li>mahjong</li></ol>	副(<span class="tone4">fù</span>)		
麻辣		<span class="tone2">má</span> <span class="tone4">là</span>	<ol><li>hot and numbing</li></ol>			
马力	馬力	<span class="tone3">mǎ</span> <span class="tone4">lì</span>	<ol><li>horsepower</li></ol>			
麻木		<span class="tone2">má</span> <span class="tone4">mù</span>	<ol><li>numb</li><li>insensitive</li><li>apathetic</li></ol>			
马桶	馬桶	<span class="tone3">mǎ</span> <span class="tone3">tǒng</span>	<ol><li>chamber pot</li><li>wooden pan used as toilet</li><li>toilet bowl</li></ol>			
马戏	馬戲	<span class="tone3">mǎ</span> <span class="tone4">xì</span>	<ol><li>circus</li></ol>			
麻醉		<span class="tone2">má</span> <span class="tone4">zuì</span>	<ol><li>anesthesia</li><li>to anesthetize; (fig.) to corrupt (sb's mind); to enervate; to numb the mind (to escape from harsh reality)</li></ol>			
迈	邁	<span class="tone4">mài</span>	<ol><li>to take a step</li><li>to stride</li></ol>			<span class="nobr">卖</span>
脉搏	脈搏	<span class="tone4">mài</span> <span class="tone2">bó</span>	<ol><li>pulse (both medical and figurative)</li></ol>			
买不起	買不起	<span class="tone3">mǎi</span> <span class="tone5">bu</span> <span class="tone3">qǐ</span>	<ol><li>cannot afford</li><li>can't afford buying</li></ol>			
埋藏		<span class="tone2">mái</span> <span class="tone2">cáng</span>	<ol><li>to bury</li><li>to hide by burying</li><li>hidden</li></ol>			
埋伏		<span class="tone2">mái</span> <span class="tone2">fú</span>	<ol><li>to ambush</li><li>to lie in wait for</li><li>to lie low</li><li>ambush</li></ol>			
迈进	邁進	<span class="tone4">mài</span> <span class="tone4">jìn</span>	<ol><li>to step in</li><li>to stride forward</li><li>to forge ahead</li></ol>			
脉络	脈絡	<span class="tone4">mài</span> <span class="tone4">luò</span>	<ol><li>arteries and veins</li><li>network of blood vessels</li><li>vascular system (of a plant or animal)</li><li>(fig.) fabric (i.e. underlying structure, as in "social fabric")</li><li>overall context</li></ol>			
埋没	埋沒	<span class="tone2">mái</span> <span class="tone4">mò</span>	<ol><li>to engulf</li><li>to bury</li><li>to overlook</li><li>to stifle</li><li>to neglect</li><li>to fall into oblivion</li></ol>			
卖弄	賣弄	<span class="tone4">mài</span> <span class="tone5">nong</span>	<ol><li>to show off</li><li>to make a display of</li></ol>			
蛮	蠻	<span class="tone2">mán</span>	<ol><li>barbarian</li><li>bullying</li><li>very</li><li>quite</li><li>rough</li><li>reckless</li></ol>			<span class="nobr">埋</span>
瞒	瞞	<span class="tone2">mán</span>	<ol><li>to conceal from</li><li>to keep (sb) in the dark</li></ol>			<span class="nobr">埋</span> <span class="nobr">蛮</span>
漫		<span class="tone4">màn</span>	<ol><li>free</li><li>unrestrained</li><li>to inundate</li></ol>			<span class="nobr">慢</span>
满怀	滿懷	<span class="tone3">mǎn</span> <span class="tone2">huái</span>	<ol><li>to have one's heart filled with</li><li>(to collide) full on</li><li>(of farm animals) heavy with young</li></ol>			
慢慢来	慢慢來	<span class="tone4">màn</span> <span class="tone4">màn</span> <span class="tone2">lái</span>	<ol><li>take your time</li><li>take it easy</li></ol>			
慢性		<span class="tone4">màn</span> <span class="tone4">xìng</span>	<ol><li>slow and patient</li><li>chronic (disease)</li><li>slow to take effect (e.g. a slow poison)</li></ol>			
蔓延		<span class="tone4">màn</span> <span class="tone2">yán</span>	<ol><li>to extend</li><li>to spread</li></ol>			
漫游	漫遊	<span class="tone4">màn</span> <span class="tone2">yóu</span>	<ol><li>to travel around</li><li>to roam</li><li>(mobile telephony) roaming</li></ol>			
埋怨		<span class="tone2">mán</span> <span class="tone4">yuàn</span>	<ol><li>to complain</li><li>to grumble (about)</li><li>to reproach</li><li>to blame</li></ol>			
忙活		<span class="tone2">máng</span> <span class="tone5">huo</span>	<ol><li>to be really busy</li><li>pressing business</li></ol>			
忙碌		<span class="tone2">máng</span> <span class="tone4">lù</span>	<ol><li>busy; bustling</li></ol>			
忙乱	忙亂	<span class="tone2">máng</span> <span class="tone4">luàn</span>	<ol><li>rushed and muddled</li></ol>			
盲目		<span class="tone2">máng</span> <span class="tone4">mù</span>	<ol><li>blind</li><li>blindly</li><li>ignorant</li><li>lacking understanding</li></ol>			
茫然		<span class="tone2">máng</span> <span class="tone2">rán</span>	<ol><li>blankly</li><li>vacantly</li><li>at a loss</li></ol>			
冒充		<span class="tone4">mào</span> <span class="tone1">chōng</span>	<ol><li>to feign</li><li>to pretend to be</li><li>to pass oneself off as</li></ol>			
冒犯		<span class="tone4">mào</span> <span class="tone4">fàn</span>	<ol><li>to offend</li></ol>			
冒昧		<span class="tone4">mào</span> <span class="tone4">mèi</span>	<ol><li>bold</li><li>presumptuous</li><li>to take the liberty of</li></ol>			
茂密		<span class="tone4">mào</span> <span class="tone4">mì</span>	<ol><li>dense (of plant growth)</li><li>lush</li></ol>			
茂盛		<span class="tone4">mào</span> <span class="tone4">shèng</span>	<ol><li>lush</li></ol>			
茅台	茅臺	<span class="tone2">Máo</span> <span class="tone2">tái</span>	<ol><li>Maotai town in Renhuai county, Guizhou</li></ol>			
茅台	茅臺	<span class="tone2">máo</span> <span class="tone2">tái</span>	<ol><li>maotai liquor 茅臺酒｜茅台酒</li></ol>			
矛头	矛頭	<span class="tone2">máo</span> <span class="tone2">tóu</span>	<ol><li>spearhead</li><li>barb</li><li>an attack or criticism</li></ol>			
冒险	冒險	<span class="tone4">mào</span> <span class="tone3">xiǎn</span>	<ol><li>to take risks</li><li>to take chances</li><li>foray</li><li>adventure</li></ol>			
枚		<span class="tone2">méi</span>	<ol><li>classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc</li><li>tree trunk</li><li>whip</li><li>wooden peg, used as a gag for marching soldiers (old)</li></ol>			<span class="nobr">没</span> <span class="nobr">煤</span>
枚		<span class="tone2">Méi</span>	<ol><li>surname Mei</li></ol>			
每当	每當	<span class="tone3">měi</span> <span class="tone1">dāng</span>	<ol><li>whenever; every time</li></ol>			
美德		<span class="tone3">měi</span> <span class="tone2">dé</span>	<ol><li>virtue</li></ol>			
美德		<span class="tone3">Měi</span> <span class="tone2">Dé</span>	<ol><li>USA and Germany</li></ol>			
每逢		<span class="tone3">měi</span> <span class="tone2">féng</span>	<ol><li>every time</li><li>on each occasion</li><li>whenever</li></ol>			
美观	美觀	<span class="tone3">měi</span> <span class="tone1">guān</span>	<ol><li>pleasing to the eye</li><li>beautiful</li><li>artistic</li></ol>			
玫瑰		<span class="tone2">méi</span> <span class="tone1">guī</span>	<ol><li>rugosa rose (shrub) (Rosa rugosa)</li><li>rose flower</li></ol>	朵(<span class="tone3">duǒ</span>), 棵(<span class="tone1">kē</span>)		
美化		<span class="tone3">měi</span> <span class="tone4">huà</span>	<ol><li>to make more beautiful</li><li>to decorate</li><li>embellishment</li></ol>			
没劲	沒勁	<span class="tone2">méi</span> <span class="tone4">jìn</span>	<ol><li>to have no strength</li><li>to feel weak</li><li>exhausted</li><li>feeling listless</li><li>boring</li><li>of no interest</li></ol>			
美景		<span class="tone3">měi</span> <span class="tone3">jǐng</span>	<ol><li>beautiful scenery</li></ol>			
眉开眼笑	眉開眼笑	<span class="tone2">méi</span> <span class="tone1">kāi</span> <span class="tone3">yǎn</span> <span class="tone4">xiào</span>	<ol><li>brows raised in delight, eyes laughing (idiom); beaming with joy</li><li>all smiles</li></ol>			
煤矿	煤礦	<span class="tone2">méi</span> <span class="tone4">kuàng</span>	<ol><li>coal mine</li><li>coal seam</li></ol>			
魅力		<span class="tone4">mèi</span> <span class="tone4">lì</span>	<ol><li>charm</li><li>fascination</li><li>glamor</li><li>charisma</li></ol>			
美满	美滿	<span class="tone3">měi</span> <span class="tone3">mǎn</span>	<ol><li>happy</li><li>blissful</li></ol>			
眉毛		<span class="tone2">méi</span> <span class="tone5">mao</span>	<ol><li>eyebrow</li></ol>	根(<span class="tone1">gēn</span>)		
美妙		<span class="tone3">měi</span> <span class="tone4">miào</span>	<ol><li>beautiful</li><li>wonderful</li><li>splendid</li></ol>			
美人		<span class="tone3">měi</span> <span class="tone2">rén</span>	<ol><li>beauty</li><li>belle</li></ol>			
没说的	沒說的	<span class="tone2">méi</span> <span class="tone1">shuō</span> <span class="tone5">de</span>	<ol><li>nothing to pick on; really good</li><li>nothing to discuss; settled matter; no problem</li></ol>			
煤炭		<span class="tone2">méi</span> <span class="tone4">tàn</span>	<ol><li>coal</li></ol>			
没完没了	沒完沒了	<span class="tone2">méi</span> <span class="tone2">wán</span> <span class="tone2">méi</span> <span class="tone3">liǎo</span>	<ol><li>without end</li><li>incessantly</li><li>on and on</li></ol>			
美味		<span class="tone3">měi</span> <span class="tone4">wèi</span>	<ol><li>delicious</li><li>delicious food</li><li>delicacy</li></ol>			
没意思	沒意思	<span class="tone2">méi</span> <span class="tone4">yì</span> <span class="tone5">si</span>	<ol><li>boring</li><li>of no interest</li></ol>			
没辙	沒轍	<span class="tone2">méi</span> <span class="tone2">zhé</span>	<ol><li>at one's wit's end</li><li>unable to find a way out</li></ol>			
美中不足		<span class="tone3">měi</span> <span class="tone1">zhōng</span> <span class="tone4">bù</span> <span class="tone2">zú</span>	<ol><li>everything is fine except for one small defect (idiom); the fly in the ointment</li></ol>			
没准儿	沒準兒	<span class="tone2">méi</span> <span class="tone3">zhǔnr</span>	<ol><li>erhua variant of 沒準｜没准</li></ol>			
美滋滋		<span class="tone3">měi</span> <span class="tone1">zī</span> <span class="tone1">zī</span>	<ol><li>very happy; elated</li></ol>			
闷	悶	<span class="tone1">mēn</span>	<ol><li>stuffy</li><li>shut indoors</li><li>to smother</li><li>to cover tightly</li></ol>			
闷	悶	<span class="tone4">mèn</span>	<ol><li>bored</li><li>depressed</li><li>melancholy</li><li>sealed</li><li>airtight</li><li>tightly closed</li></ol>			
门当户对	門當戶對	<span class="tone2">mén</span> <span class="tone1">dāng</span> <span class="tone4">hù</span> <span class="tone4">duì</span>	<ol><li>the families are well-matched in terms of social status (idiom)</li><li>(of a prospective marriage partner) an appropriate match</li></ol>			
门槛	門檻	<span class="tone2">mén</span> <span class="tone3">kǎn</span>	<ol><li>doorstep</li><li>sill</li><li>threshold</li><li>fig. knack or trick (esp. scheme to get sth cheaper)</li></ol>			
门铃	門鈴	<span class="tone2">mén</span> <span class="tone2">líng</span>	<ol><li>doorbell</li></ol>			
门路	門路	<span class="tone2">mén</span> <span class="tone4">lù</span>	<ol><li>way of doing sth</li><li>the right social connection</li></ol>			
萌发	萌發	<span class="tone2">méng</span> <span class="tone1">fā</span>	<ol><li>to sprout</li><li>to shoot</li><li>to bud</li></ol>			
梦幻	夢幻	<span class="tone4">mèng</span> <span class="tone4">huàn</span>	<ol><li>dream</li><li>illusion</li><li>reverie</li></ol>			
猛烈		<span class="tone3">měng</span> <span class="tone4">liè</span>	<ol><li>fierce; violent; vigorous; intense</li></ol>			
朦胧	朦朧	<span class="tone2">méng</span> <span class="tone2">lóng</span>	<ol><li>(literary) (of moonlight) dim</li><li>(literary) murky; indistinct</li></ol>			
猛然		<span class="tone3">měng</span> <span class="tone2">rán</span>	<ol><li>suddenly; abruptly</li></ol>			
萌芽		<span class="tone2">méng</span> <span class="tone2">yá</span>	<ol><li>to sprout (lit. or fig.)</li><li>to bud</li><li>to germinate</li><li>germ</li><li>seed</li><li>bud</li></ol>			
盟友		<span class="tone2">méng</span> <span class="tone3">yǒu</span>	<ol><li>ally</li></ol>			
谜	謎	<span class="tone2">mí</span>	<ol><li>riddle</li></ol>			<span class="nobr">迷</span>
谜	謎	<span class="tone4">mèi</span>	<ol><li>see 謎兒｜谜儿, riddle</li></ol>			<span class="nobr">妹</span>
蜜		<span class="tone4">mì</span>	<ol><li>honey</li></ol>			<span class="nobr">密</span>
弥补	彌補	<span class="tone2">mí</span> <span class="tone3">bǔ</span>	<ol><li>to complement</li><li>to make up for a deficiency</li></ol>			
密不可分		<span class="tone4">mì</span> <span class="tone4">bù</span> <span class="tone3">kě</span> <span class="tone1">fēn</span>	<ol><li>inextricably linked (idiom)</li><li>inseparable</li></ol>			
谜底	謎底	<span class="tone2">mí</span> <span class="tone3">dǐ</span>	<ol><li>answer to a riddle</li></ol>			
密度		<span class="tone4">mì</span> <span class="tone4">dù</span>	<ol><li>density</li><li>thickness</li></ol>			
秘方	祕方	<span class="tone4">mì</span> <span class="tone1">fāng</span>	<ol><li>secret recipe</li></ol>			
密封		<span class="tone4">mì</span> <span class="tone1">fēng</span>	<ol><li>to seal up</li></ol>			
蜜蜂		<span class="tone4">mì</span> <span class="tone1">fēng</span>	<ol><li>bee</li><li>honeybee</li></ol>	只|隻(<span class="tone1">zhī</span>), 群(<span class="tone2">qún</span>)		<span class="nobr">密封</span>
迷惑		<span class="tone2">mí</span> <span class="tone5">huo</span>	<ol><li>to puzzle</li><li>to confuse</li><li>to baffle</li></ol>			
迷惑不解		<span class="tone2">mí</span> <span class="tone4">huò</span> <span class="tone4">bù</span> <span class="tone3">jiě</span>	<ol><li>to feel puzzled</li></ol>			
密集		<span class="tone4">mì</span> <span class="tone2">jí</span>	<ol><li>concentrated</li><li>crowded together</li><li>intensive</li><li>compressed</li></ol>			
秘诀	秘訣	<span class="tone4">mì</span> <span class="tone2">jué</span>	<ol><li>secret know-how</li><li>key (to longevity)</li><li>secret (of happiness)</li><li>recipe (for success)</li></ol>			
迷恋	迷戀	<span class="tone2">mí</span> <span class="tone4">liàn</span>	<ol><li>to be infatuated with</li><li>to be enchanted by</li><li>to be passionate about</li></ol>			
迷路		<span class="tone2">mí</span> <span class="tone4">lù</span>	<ol><li>to lose the way</li><li>lost</li><li>labyrinth</li><li>labyrinthus vestibularis (of the inner ear)</li></ol>			
弥漫	彌漫	<span class="tone2">mí</span> <span class="tone4">màn</span>	<ol><li>to pervade</li><li>to fill the air</li><li>diffuse</li><li>everywhere present</li><li>about to inundate (water)</li><li>permeated by (smoke)</li><li>filled with (dust)</li><li>to saturate (the air with fog, smoke etc)</li></ol>			
迷失		<span class="tone2">mí</span> <span class="tone1">shī</span>	<ol><li>to lose (one's bearings)</li><li>to get lost</li></ol>			
谜团	謎團	<span class="tone2">mí</span> <span class="tone2">tuán</span>	<ol><li>riddle</li><li>enigma</li><li>unpredictable situation</li><li>elusive matters</li></ol>			
谜语	謎語	<span class="tone2">mí</span> <span class="tone3">yǔ</span>	<ol><li>riddle</li><li>conundrum</li></ol>	条|條(<span class="tone2">tiáo</span>)		
蜜月		<span class="tone4">mì</span> <span class="tone4">yuè</span>	<ol><li>honeymoon</li></ol>			
免		<span class="tone3">miǎn</span>	<ol><li>to excuse sb</li><li>to exempt</li><li>to remove or dismiss from office</li><li>to avoid</li><li>to avert</li><li>to escape</li><li>to be prohibited</li></ol>			
免		<span class="tone4">wèn</span>	<ol><li>old variant of 絻</li></ol>			
面部		<span class="tone4">miàn</span> <span class="tone4">bù</span>	<ol><li>face (body part)</li></ol>			
免不了		<span class="tone3">miǎn</span> <span class="tone4">bù</span> <span class="tone3">liǎo</span>	<ol><li>unavoidable</li><li>can't be avoided</li></ol>			
免除		<span class="tone3">miǎn</span> <span class="tone2">chú</span>	<ol><li>to prevent</li><li>to avoid</li><li>to excuse</li><li>to exempt</li><li>to relieve</li><li>(of a debt) to remit</li></ol>			
面粉	麵粉	<span class="tone4">miàn</span> <span class="tone3">fěn</span>	<ol><li>flour</li></ol>			
面红耳赤	面紅耳赤	<span class="tone4">miàn</span> <span class="tone2">hóng</span> <span class="tone3">ěr</span> <span class="tone4">chì</span>	<ol><li>flushed with anger (or excitement)</li></ol>			
棉花		<span class="tone2">mián</span> <span class="tone5">hua</span>	<ol><li>cotton</li></ol>			
缅怀	緬懷	<span class="tone3">miǎn</span> <span class="tone2">huái</span>	<ol><li>to commemorate</li><li>to recall fondly</li><li>to think of the past</li></ol>			
面面俱到		<span class="tone4">miàn</span> <span class="tone4">miàn</span> <span class="tone4">jù</span> <span class="tone4">dào</span>	<ol><li>(idiom) take care of everything; handle everything</li></ol>			
面目全非		<span class="tone4">miàn</span> <span class="tone4">mù</span> <span class="tone2">quán</span> <span class="tone1">fēi</span>	<ol><li>nothing remains the same (idiom); change beyond recognition</li></ol>			
勉强	勉強	<span class="tone3">miǎn</span> <span class="tone3">qiǎng</span>	<ol><li>to do with difficulty</li><li>to force sb to do sth</li><li>reluctant</li><li>barely enough</li></ol>			
免疫		<span class="tone3">miǎn</span> <span class="tone4">yì</span>	<ol><li>immunity (to disease)</li></ol>			
免职	免職	<span class="tone3">miǎn</span> <span class="tone2">zhí</span>	<ol><li>to relieve sb of his post</li><li>to sack</li><li>to demote</li><li>dismissal</li><li>sacking</li></ol>			
苗		<span class="tone2">miáo</span>	<ol><li>sprout</li></ol>			
苗		<span class="tone2">Miáo</span>	<ol><li>Hmong or Miao ethnic group of southwest China</li><li>surname Miao</li></ol>			
庙	廟	<span class="tone4">miào</span>	<ol><li>temple</li><li>ancestral shrine</li><li>temple fair</li><li>great imperial hall</li><li>imperial</li></ol>	座(<span class="tone4">zuò</span>)		<span class="nobr">妙</span>
描绘	描繪	<span class="tone2">miáo</span> <span class="tone4">huì</span>	<ol><li>to describe; to depict; to portray</li></ol>			
庙会	廟會	<span class="tone4">miào</span> <span class="tone4">huì</span>	<ol><li>temple fair</li></ol>			
苗条	苗條	<span class="tone2">miáo</span> <span class="tone5">tiao</span>	<ol><li>(of a woman) slim</li><li>slender</li><li>graceful</li></ol>			
苗头	苗頭	<span class="tone2">miáo</span> <span class="tone5">tou</span>	<ol><li>first signs</li><li>development (of a situation)</li></ol>			
渺小		<span class="tone3">miǎo</span> <span class="tone3">xiǎo</span>	<ol><li>minute</li><li>tiny</li><li>negligible</li><li>insignificant</li></ol>			
瞄准	瞄準	<span class="tone2">miáo</span> <span class="tone3">zhǔn</span>	<ol><li>to take aim at; to target</li></ol>			
灭绝	滅絕	<span class="tone4">miè</span> <span class="tone2">jué</span>	<ol><li>to become extinct; to die out</li><li>to lose (sth abstract) completely</li><li>to exterminate</li></ol>			
灭亡	滅亡	<span class="tone4">miè</span> <span class="tone2">wáng</span>	<ol><li>to be destroyed; to become extinct; to perish; to die out</li><li>to destroy; to exterminate</li></ol>			
民办	民辦	<span class="tone2">mín</span> <span class="tone4">bàn</span>	<ol><li>run by the local people</li><li>privately operated</li></ol>			
敏捷		<span class="tone3">mǐn</span> <span class="tone2">jié</span>	<ol><li>nimble</li><li>quick</li><li>shrewd</li></ol>			
敏锐	敏銳	<span class="tone3">mǐn</span> <span class="tone4">ruì</span>	<ol><li>keen; sharp; acute</li></ol>			
民俗		<span class="tone2">mín</span> <span class="tone2">sú</span>	<ol><li>popular custom</li></ol>			
民用		<span class="tone2">mín</span> <span class="tone4">yòng</span>	<ol><li>(for) civilian use</li></ol>			
民众	民眾	<span class="tone2">mín</span> <span class="tone4">zhòng</span>	<ol><li>the populace; the masses; the common people</li></ol>			
名副其实	名副其實	<span class="tone2">míng</span> <span class="tone4">fù</span> <span class="tone2">qí</span> <span class="tone2">shí</span>	<ol><li>not just in name only, but also in reality (idiom)</li><li>aptly named</li><li>worthy of the name</li></ol>			
名贵	名貴	<span class="tone2">míng</span> <span class="tone4">guì</span>	<ol><li>famous and valuable</li><li>rare</li><li>precious</li></ol>			
铭记	銘記	<span class="tone2">míng</span> <span class="tone4">jì</span>	<ol><li>to engrave in one's memory</li></ol>			
明朗		<span class="tone2">míng</span> <span class="tone3">lǎng</span>	<ol><li>bright</li><li>clear</li><li>obvious</li><li>forthright</li><li>open-minded</li><li>bright and cheerful</li></ol>			
名利		<span class="tone2">míng</span> <span class="tone4">lì</span>	<ol><li>fame and profit</li></ol>			
明媚		<span class="tone2">míng</span> <span class="tone4">mèi</span>	<ol><li>bright and beautiful</li></ol>			
命名		<span class="tone4">mìng</span> <span class="tone2">míng</span>	<ol><li>to give a name to</li><li>to dub</li><li>to christen</li><li>to designate</li><li>named after</li><li>naming</li></ol>			
名气	名氣	<span class="tone2">míng</span> <span class="tone4">qì</span>	<ol><li>reputation; fame</li></ol>			
